catalog_model_id,site_no,station_name,production_gis_channel,v3_gis_channel,same_gis_as_production,v1b_nhdplusid,mapping_method,assignment_class,calibration_eligible,swat_nhd_ratio,notes
01073587,010735562,"EXETER RIVER AT ODELL ROAD, NEAR SANDOWN, NH",44,45,False,5000600589799,exact_crosswalk,mainstem_clean,True,0.6879684246036345,
01073587,01073587,"EXETER RIVER AT HAIGH ROAD, NEAR BRENTWOOD, NH",1,2,False,5000600605624,exact_crosswalk,mainstem_clean,True,0.9184642143512546,
