HRU,sol_pfas_ugha,kf,nf
2547,50025000.0,216.4,0.48
2548,50025000.0,216.4,0.48
2549,50025000.0,216.4,0.48
2550,48825000.0,216.4,0.48
2551,48825000.0,216.4,0.48
2552,52785000.0,216.4,0.48
2553,52785000.0,216.4,0.48
2554,52785000.0,216.4,0.48
2555,52095000.0,216.4,0.48
2556,52095000.0,216.4,0.48
2557,27000000.0,366.7,0.33
2558,27000000.0,366.7,0.33
2559,32175000.0,216.4,0.48
2560,32175000.0,216.4,0.48
2561,32175000.0,216.4,0.48
2562,55440000.0,216.4,0.48
2563,55440000.0,216.4,0.48
2564,51060000.0,216.4,0.48
2565,51060000.0,216.4,0.48
2566,38610000.0,450.2,0.43
2567,38610000.0,450.2,0.43
2568,38610000.0,450.2,0.43
2569,52095000.0,216.4,0.48
2570,52095000.0,216.4,0.48
2571,52095000.0,216.4,0.48
2572,48825000.0,216.4,0.48
2573,51060000.0,216.4,0.48
2574,51060000.0,216.4,0.48
2575,51060000.0,216.4,0.48
2576,48825000.0,216.4,0.48
2577,48825000.0,216.4,0.48
2578,48825000.0,216.4,0.48
2579,32550.0,216.4,0.48
2580,32550.0,216.4,0.48
2581,32550.0,216.4,0.48
2582,34040.0,216.4,0.48
2583,34040.0,216.4,0.48
2584,34040.0,216.4,0.48
2585,25740.0,450.2,0.43
2586,25740.0,450.2,0.43
2587,34500.0,450.2,0.43
2588,52785000.0,216.4,0.48
2589,52785000.0,216.4,0.48
2590,52785000.0,216.4,0.48
2591,52095000.0,216.4,0.48
2592,52095000.0,216.4,0.48
2593,52095000.0,216.4,0.48
2594,42900000.0,450.2,0.43
2595,42900000.0,450.2,0.43
2596,42900000.0,450.2,0.43
2597,27180.0,216.4,0.48
2598,27180.0,216.4,0.48
2599,28800.0,450.2,0.43
2600,28800.0,450.2,0.43
2601,28800.0,450.2,0.43
2602,32550.0,216.4,0.48
2603,25740.0,450.2,0.43
2604,25740.0,450.2,0.43
2605,25740.0,450.2,0.43
2606,36960.0,216.4,0.48
2607,36960.0,216.4,0.48
2608,400.0,366.7,0.33
2609,33600.0,216.4,0.48
2610,33600.0,216.4,0.48
2611,33600.0,216.4,0.48
2612,35190.0,216.4,0.48
2613,35190.0,216.4,0.48
2614,35190.0,216.4,0.48
2615,34040.0,216.4,0.48
2616,34040.0,216.4,0.48
2617,34040.0,216.4,0.48
2618,35000.0,450.2,0.43
2619,35000.0,450.2,0.43
2620,35000.0,450.2,0.43
2621,52785000.0,216.4,0.48
2622,52785000.0,216.4,0.48
2623,13340000.0,216.4,0.48
2624,13340000.0,216.4,0.48
2625,13340000.0,216.4,0.48
2626,12800000.0,450.2,0.43
2627,12800000.0,450.2,0.43
2628,12800000.0,450.2,0.43
2629,52785000.0,216.4,0.48
2630,52785000.0,216.4,0.48
2631,52785000.0,216.4,0.48
2632,55200000.0,216.4,0.48
2633,55200000.0,216.4,0.48
2634,55200000.0,216.4,0.48
2635,22500.0,216.4,0.48
2636,51060000.0,216.4,0.48
2637,36960.0,216.4,0.48
2638,36960.0,216.4,0.48
2639,36960.0,216.4,0.48
2640,33600.0,216.4,0.48
2641,33600.0,216.4,0.48
2642,33600.0,216.4,0.48
2643,35190.0,216.4,0.48
2644,35190.0,216.4,0.48
2645,35190.0,216.4,0.48
2646,34040.0,216.4,0.48
2647,34040.0,216.4,0.48
2648,35000.0,450.2,0.43
2649,35000.0,450.2,0.43
2650,35000.0,450.2,0.43
2651,40320.0,216.4,0.48
2652,40320.0,216.4,0.48
2653,40320.0,216.4,0.48
2654,32550.0,216.4,0.48
2655,32550.0,216.4,0.48
2656,32550.0,216.4,0.48
2657,32000.0,450.2,0.43
2658,32000.0,450.2,0.43
2659,32000.0,450.2,0.43
2660,35190.0,216.4,0.48
2661,35190.0,216.4,0.48
2662,51060000.0,216.4,0.48
2663,51060000.0,216.4,0.48
2664,48825000.0,216.4,0.48
2665,48825000.0,216.4,0.48
2666,60480000.0,216.4,0.48
2667,60480000.0,216.4,0.48
2668,60480000.0,216.4,0.48
2669,51060000.0,216.4,0.48
2670,51060000.0,216.4,0.48
2671,51060000.0,216.4,0.48
2672,22500.0,216.4,0.48
2673,34040.0,216.4,0.48
2674,34040.0,216.4,0.48
2675,32000.0,450.2,0.43
2676,48825000.0,216.4,0.48
2677,48825000.0,216.4,0.48
2678,48825000.0,216.4,0.48
2679,51060000.0,216.4,0.48
2680,48825000.0,216.4,0.48
2681,48825000.0,216.4,0.48
2682,48825000.0,216.4,0.48
2683,48825000.0,216.4,0.48
2684,48825000.0,216.4,0.48
2685,51060000.0,216.4,0.48
2686,51060000.0,216.4,0.48
2687,51060000.0,216.4,0.48
2688,48825000.0,216.4,0.48
2689,48825000.0,216.4,0.48
2690,48825000.0,216.4,0.48
2691,22500.0,216.4,0.48
2692,27000000.0,366.7,0.33
2693,27000000.0,366.7,0.33
2694,27000000.0,366.7,0.33
2695,31005000.0,450.2,0.43
2696,31005000.0,450.2,0.43
2697,31005000.0,450.2,0.43
2698,40770000.0,216.4,0.48
2699,40770000.0,216.4,0.48
2700,40770000.0,216.4,0.48
2701,38610000.0,450.2,0.43
2702,38610000.0,450.2,0.43
2703,38610000.0,450.2,0.43
2704,54510000.0,216.4,0.48
2705,54510000.0,216.4,0.48
2706,52095000.0,216.4,0.48
2707,52095000.0,216.4,0.48
2708,52095000.0,216.4,0.48
2709,52785000.0,216.4,0.48
2710,52785000.0,216.4,0.48
2711,52785000.0,216.4,0.48
2712,60480000.0,216.4,0.48
2713,60480000.0,216.4,0.48
2714,60480000.0,216.4,0.48
2715,31005000.0,450.2,0.43
2716,31005000.0,450.2,0.43
2717,31005000.0,450.2,0.43
2718,55200000.0,216.4,0.48
2719,55200000.0,216.4,0.48
2720,55200000.0,216.4,0.48
2721,42900000.0,450.2,0.43
2722,42900000.0,450.2,0.43
2723,52785000.0,216.4,0.48
2724,52785000.0,216.4,0.48
2725,52785000.0,216.4,0.48
2726,52785000.0,216.4,0.48
2727,52785000.0,216.4,0.48
2728,55200000.0,216.4,0.48
2729,55200000.0,216.4,0.48
2730,31005000.0,450.2,0.43
2731,31005000.0,450.2,0.43
2732,31005000.0,450.2,0.43
2733,22500.0,216.4,0.48
2734,20670.0,450.2,0.43
2735,20670.0,450.2,0.43
2736,20670.0,450.2,0.43
2737,25740.0,450.2,0.43
2738,25740.0,450.2,0.43
2739,25740.0,450.2,0.43
2740,40320.0,216.4,0.48
2741,40320.0,216.4,0.48
2742,40320.0,216.4,0.48
2743,36800.0,216.4,0.48
2744,36800.0,216.4,0.48
2745,36800.0,216.4,0.48
2746,35190.0,216.4,0.48
2747,35190.0,216.4,0.48
2748,35190.0,216.4,0.48
2749,22500.0,216.4,0.48
2750,34040.0,216.4,0.48
2751,34040.0,216.4,0.48
2752,34040.0,216.4,0.48
2753,36800.0,450.2,0.43
2754,36800.0,450.2,0.43
2755,34500.0,450.2,0.43
2756,34500.0,450.2,0.43
2757,8580000.0,216.4,0.48
2758,8580000.0,216.4,0.48
2759,13020000.0,216.4,0.48
2760,13020000.0,216.4,0.48
2761,13020000.0,216.4,0.48
2762,2272000.0,216.4,0.48
2763,2272000.0,216.4,0.48
2764,2272000.0,216.4,0.48
2765,12800000.0,450.2,0.43
2766,12800000.0,450.2,0.43
2767,34040.0,216.4,0.48
2768,34040.0,216.4,0.48
2769,34040.0,216.4,0.48
2770,34040.0,216.4,0.48
2771,34040.0,216.4,0.48
2772,34500.0,450.2,0.43
2773,34500.0,450.2,0.43
2774,34500.0,450.2,0.43
2775,32000.0,450.2,0.43
2776,32000.0,450.2,0.43
2777,32000.0,450.2,0.43
2778,27180.0,216.4,0.48
2779,27180.0,216.4,0.48
2780,27180.0,216.4,0.48
2781,33600.0,216.4,0.48
2782,33600.0,216.4,0.48
2783,33600.0,216.4,0.48
2784,35190.0,216.4,0.48
2785,35190.0,216.4,0.48
2786,33350.0,450.2,0.43
2787,33350.0,450.2,0.43
2788,33350.0,450.2,0.43
2789,32550.0,216.4,0.48
2790,32550.0,216.4,0.48
2791,28800.0,450.2,0.43
2792,51060000.0,216.4,0.48
2793,51060000.0,216.4,0.48
2794,51060000.0,216.4,0.48
2795,40770000.0,216.4,0.48
2796,40770000.0,216.4,0.48
2797,40770000.0,216.4,0.48
2798,48825000.0,216.4,0.48
2799,48825000.0,216.4,0.48
2800,48825000.0,216.4,0.48
2801,50025000.0,450.2,0.43
2802,50025000.0,450.2,0.43
2803,2272000.0,216.4,0.48
2804,2272000.0,216.4,0.48
2805,13340000.0,450.2,0.43
2806,13340000.0,450.2,0.43
2807,10000000.0,216.4,0.48
2808,10000000.0,216.4,0.48
2809,10000000.0,216.4,0.48
2810,55440000.0,216.4,0.48
2811,55440000.0,216.4,0.48
2812,55440000.0,216.4,0.48
2813,34040.0,216.4,0.48
2814,34040.0,216.4,0.48
2815,34040.0,216.4,0.48
2816,36340.0,216.4,0.48
2817,36340.0,216.4,0.48
2818,34040.0,216.4,0.48
2819,34040.0,216.4,0.48
2820,22500.0,216.4,0.48
2821,51060000.0,216.4,0.48
2822,51060000.0,216.4,0.48
2823,51060000.0,216.4,0.48
2824,51060000.0,216.4,0.48
2825,51060000.0,216.4,0.48
2826,51060000.0,216.4,0.48
2827,55200000.0,216.4,0.48
2828,55200000.0,216.4,0.48
2829,55200000.0,216.4,0.48
2830,33600.0,216.4,0.48
2831,33600.0,216.4,0.48
2832,33600.0,216.4,0.48
2833,28800.0,450.2,0.43
2834,28800.0,450.2,0.43
2835,28800.0,450.2,0.43
2836,36960.0,216.4,0.48
2837,36960.0,216.4,0.48
2838,36960.0,216.4,0.48
2839,13440000.0,216.4,0.48
2840,13440000.0,216.4,0.48
2841,13440000.0,216.4,0.48
2842,22500.0,216.4,0.48
2843,160000.0,366.7,0.33
2844,160000.0,366.7,0.33
2845,160000.0,366.7,0.33
2846,10872000.0,216.4,0.48
2847,10872000.0,216.4,0.48
2848,10872000.0,216.4,0.48
2849,400.0,366.7,0.33
2850,400.0,366.7,0.33
2851,36800.0,450.2,0.43
2852,36800.0,450.2,0.43
2853,36800.0,450.2,0.43
2854,32000.0,450.2,0.43
2855,32000.0,450.2,0.43
2856,32000.0,450.2,0.43
2857,35190.0,216.4,0.48
2858,35190.0,216.4,0.48
2859,35190.0,216.4,0.48
2860,36960.0,216.4,0.48
2861,36960.0,216.4,0.48
2862,29000.0,450.2,0.43
2863,29000.0,450.2,0.43
2864,12800.0,450.2,0.43
2865,12800.0,450.2,0.43
2866,12800.0,450.2,0.43
2867,28800.0,450.2,0.43
2868,28800.0,450.2,0.43
2869,28800.0,450.2,0.43
2870,27180.0,216.4,0.48
2871,27180.0,216.4,0.48
2872,55200000.0,450.2,0.43
2873,55200000.0,450.2,0.43
2874,55200000.0,450.2,0.43
2875,55440000.0,216.4,0.48
2876,55440000.0,216.4,0.48
2877,55440000.0,216.4,0.48
2878,50400000.0,216.4,0.48
2879,50400000.0,216.4,0.48
2880,55200000.0,450.2,0.43
2881,55200000.0,450.2,0.43
2882,55200000.0,450.2,0.43
2883,40770000.0,216.4,0.48
2884,40770000.0,216.4,0.48
2885,40770000.0,216.4,0.48
2886,11520000.0,450.2,0.43
2887,11520000.0,450.2,0.43
2888,5120000.0,450.2,0.43
2889,5120000.0,450.2,0.43
2890,55200000.0,216.4,0.48
2891,55200000.0,216.4,0.48
2892,55200000.0,216.4,0.48
2893,43500000.0,450.2,0.43
2894,43500000.0,450.2,0.43
2895,55200000.0,216.4,0.48
2896,55200000.0,216.4,0.48
2897,55200000.0,216.4,0.48
2898,19200000.0,450.2,0.43
2899,19200000.0,450.2,0.43
2900,19200000.0,450.2,0.43
2901,55200000.0,450.2,0.43
2902,55200000.0,450.2,0.43
2903,55200000.0,450.2,0.43
2904,43200000.0,450.2,0.43
2905,43200000.0,450.2,0.43
2906,43200000.0,450.2,0.43
2907,51750000.0,450.2,0.43
2908,51750000.0,450.2,0.43
2909,51750000.0,450.2,0.43
2910,55440000.0,216.4,0.48
2911,55440000.0,216.4,0.48
2912,52785000.0,216.4,0.48
2913,52785000.0,216.4,0.48
2914,52785000.0,216.4,0.48
2915,54510000.0,450.2,0.43
2916,54510000.0,450.2,0.43
2917,54510000.0,450.2,0.43
2918,40770000.0,216.4,0.48
2919,40770000.0,216.4,0.48
2920,40770000.0,216.4,0.48
2921,50400000.0,216.4,0.48
2922,50400000.0,216.4,0.48
2923,50400000.0,216.4,0.48
2924,52785000.0,216.4,0.48
2925,52785000.0,216.4,0.48
2926,52785000.0,216.4,0.48
2927,33390000.0,450.2,0.43
2928,33390000.0,450.2,0.43
2929,33390000.0,450.2,0.43
2930,60480000.0,216.4,0.48
2931,60480000.0,216.4,0.48
2932,60480000.0,216.4,0.48
2933,51060000.0,216.4,0.48
2934,51060000.0,216.4,0.48
2935,51060000.0,216.4,0.48
2936,38610000.0,450.2,0.43
2937,38610000.0,450.2,0.43
2938,38610000.0,450.2,0.43
2939,48000000.0,450.2,0.43
2940,48000000.0,450.2,0.43
2941,48000000.0,450.2,0.43
2942,51060000.0,216.4,0.48
2943,51060000.0,216.4,0.48
2944,51060000.0,216.4,0.48
2945,8520000.0,216.4,0.48
2946,8520000.0,216.4,0.48
2947,8520000.0,216.4,0.48
2948,52095000.0,216.4,0.48
2949,52095000.0,216.4,0.48
2950,52095000.0,216.4,0.48
2951,50025000.0,216.4,0.48
2952,50025000.0,216.4,0.48
2953,50025000.0,216.4,0.48
2954,8250000.0,366.7,0.33
2955,8250000.0,366.7,0.33
2956,8250000.0,366.7,0.33
2957,48000000.0,450.2,0.43
2958,48000000.0,450.2,0.43
2959,48000000.0,450.2,0.43
2960,55440000.0,216.4,0.48
2961,55440000.0,216.4,0.48
2962,55440000.0,216.4,0.48
2963,55200000.0,450.2,0.43
2964,55200000.0,450.2,0.43
2965,43200000.0,450.2,0.43
2966,43200000.0,450.2,0.43
2967,43200000.0,450.2,0.43
2968,54510000.0,450.2,0.43
2969,54510000.0,450.2,0.43
2970,54510000.0,450.2,0.43
2971,19200000.0,450.2,0.43
2972,19200000.0,450.2,0.43
2973,50400000.0,216.4,0.48
2974,50400000.0,216.4,0.48
2975,50400000.0,216.4,0.48
2976,32175000.0,216.4,0.48
2977,32175000.0,216.4,0.48
2978,32175000.0,216.4,0.48
2979,40770000.0,216.4,0.48
2980,40770000.0,216.4,0.48
2981,40770000.0,216.4,0.48
2982,42900000.0,450.2,0.43
2983,42900000.0,450.2,0.43
2984,42900000.0,450.2,0.43
2985,52785000.0,216.4,0.48
2986,52785000.0,216.4,0.48
2987,52785000.0,216.4,0.48
2988,52095000.0,216.4,0.48
2989,52095000.0,216.4,0.48
2990,52095000.0,216.4,0.48
2991,32175000.0,216.4,0.48
2992,32175000.0,216.4,0.48
2993,32175000.0,216.4,0.48
2994,51060000.0,216.4,0.48
2995,51060000.0,216.4,0.48
2996,51060000.0,216.4,0.48
2997,51060000.0,216.4,0.48
2998,51060000.0,216.4,0.48
2999,51060000.0,216.4,0.48
3000,8250000.0,366.7,0.33
3001,8250000.0,366.7,0.33
3002,8250000.0,366.7,0.33
3003,50025000.0,216.4,0.48
3004,50025000.0,216.4,0.48
3005,50025000.0,216.4,0.48
3006,29000.0,450.2,0.43
3007,29000.0,450.2,0.43
3008,29000.0,450.2,0.43
3009,36800.0,450.2,0.43
3010,36800.0,450.2,0.43
3011,36800.0,450.2,0.43
3012,228000.0,216.4,0.48
3013,228000.0,216.4,0.48
3014,228000.0,216.4,0.48
3015,36800.0,216.4,0.48
3016,36800.0,216.4,0.48
3017,36800.0,216.4,0.48
3018,36960.0,216.4,0.48
3019,36960.0,216.4,0.48
3020,36960.0,216.4,0.48
3021,35190.0,216.4,0.48
3022,35190.0,216.4,0.48
3023,35190.0,216.4,0.48
3024,33600.0,216.4,0.48
3025,33600.0,216.4,0.48
3026,33600.0,216.4,0.48
3027,32000.0,450.2,0.43
3028,32000.0,450.2,0.43
3029,32000.0,450.2,0.43
3030,21450.0,216.4,0.48
3031,21450.0,216.4,0.48
3032,21450.0,216.4,0.48
3033,35000.0,450.2,0.43
3034,35000.0,450.2,0.43
3035,35000.0,450.2,0.43
3036,12800.0,450.2,0.43
3037,12800.0,450.2,0.43
3038,12800.0,450.2,0.43
3039,40320.0,216.4,0.48
3040,40320.0,216.4,0.48
3041,40320.0,216.4,0.48
3042,36340.0,450.2,0.43
3043,36340.0,450.2,0.43
3044,36340.0,450.2,0.43
3045,28800.0,450.2,0.43
3046,28800.0,450.2,0.43
3047,28800.0,450.2,0.43
3048,36800.0,216.4,0.48
3049,36800.0,216.4,0.48
3050,36800.0,216.4,0.48
3051,34730.0,216.4,0.48
3052,34730.0,216.4,0.48
3053,34730.0,216.4,0.48
3054,34500.0,450.2,0.43
3055,34500.0,450.2,0.43
3056,34500.0,450.2,0.43
3057,27180.0,216.4,0.48
3058,27180.0,216.4,0.48
3059,27180.0,216.4,0.48
3060,25740.0,450.2,0.43
3061,25740.0,450.2,0.43
3062,25740.0,450.2,0.43
3063,35190.0,216.4,0.48
3064,35190.0,216.4,0.48
3065,35190.0,216.4,0.48
3066,21450.0,216.4,0.48
3067,21450.0,216.4,0.48
3068,21450.0,216.4,0.48
3069,28600.0,450.2,0.43
3070,28600.0,450.2,0.43
3071,28600.0,450.2,0.43
3072,5680.0,216.4,0.48
3073,5680.0,216.4,0.48
3074,5680.0,216.4,0.48
3075,32550.0,216.4,0.48
3076,32550.0,216.4,0.48
3077,32550.0,216.4,0.48
3078,21450.0,216.4,0.48
3079,21450.0,216.4,0.48
3080,21450.0,216.4,0.48
3081,34040.0,216.4,0.48
3082,34040.0,216.4,0.48
3083,34040.0,216.4,0.48
3084,32550.0,216.4,0.48
3085,32550.0,216.4,0.48
3086,26600.0,450.2,0.43
3087,26600.0,450.2,0.43
3088,22500.0,216.4,0.48
3089,52785000.0,216.4,0.48
3090,52785000.0,216.4,0.48
3091,52785000.0,216.4,0.48
3092,55200000.0,450.2,0.43
3093,55200000.0,450.2,0.43
3094,55200000.0,450.2,0.43
3095,60480000.0,216.4,0.48
3096,60480000.0,216.4,0.48
3097,60480000.0,216.4,0.48
3098,50025000.0,216.4,0.48
3099,50025000.0,216.4,0.48
3100,52095000.0,216.4,0.48
3101,52095000.0,216.4,0.48
3102,11520000.0,450.2,0.43
3103,11520000.0,450.2,0.43
3104,11520000.0,450.2,0.43
3105,5120000.0,450.2,0.43
3106,5120000.0,450.2,0.43
3107,5120000.0,450.2,0.43
3108,13440000.0,216.4,0.48
3109,13440000.0,216.4,0.48
3110,13440000.0,216.4,0.48
3111,2272000.0,216.4,0.48
3112,2272000.0,216.4,0.48
3113,2272000.0,216.4,0.48
3114,36800.0,216.4,0.48
3115,36800.0,216.4,0.48
3116,36800.0,216.4,0.48
3117,35190.0,216.4,0.48
3118,35190.0,216.4,0.48
3119,35190.0,216.4,0.48
3120,35190.0,216.4,0.48
3121,35190.0,216.4,0.48
3122,35190.0,216.4,0.48
3123,22260.0,450.2,0.43
3124,22260.0,450.2,0.43
3125,22260.0,450.2,0.43
3126,34040.0,216.4,0.48
3127,34040.0,216.4,0.48
3128,34040.0,216.4,0.48
3129,35190.0,216.4,0.48
3130,35190.0,216.4,0.48
3131,35190.0,216.4,0.48
3132,52095000.0,216.4,0.48
3133,48825000.0,216.4,0.48
3134,48825000.0,216.4,0.48
3135,51060000.0,216.4,0.48
3136,51060000.0,216.4,0.48
3137,51060000.0,216.4,0.48
3138,36960.0,216.4,0.48
3139,36960.0,216.4,0.48
3140,36960.0,216.4,0.48
3141,28600.0,450.2,0.43
3142,28600.0,450.2,0.43
3143,28600.0,450.2,0.43
3144,22500.0,216.4,0.48
3145,25740.0,450.2,0.43
3146,25740.0,450.2,0.43
3147,25740.0,450.2,0.43
3148,32000.0,450.2,0.43
3149,32000.0,450.2,0.43
3150,5680.0,216.4,0.48
3151,5680.0,216.4,0.48
3152,5680.0,216.4,0.48
3153,40320.0,216.4,0.48
3154,35190.0,216.4,0.48
3155,35190.0,216.4,0.48
3156,22500.0,216.4,0.48
3157,36800.0,216.4,0.48
3158,36800.0,216.4,0.48
3159,36800.0,216.4,0.48
3160,20670.0,450.2,0.43
3161,20670.0,450.2,0.43
3162,20670.0,450.2,0.43
3163,22260.0,450.2,0.43
3164,22260.0,450.2,0.43
3165,22260.0,450.2,0.43
3166,34500.0,450.2,0.43
3167,34500.0,450.2,0.43
3168,34500.0,450.2,0.43
3169,27180.0,216.4,0.48
3170,27180.0,216.4,0.48
3171,27180.0,216.4,0.48
3172,44400.0,450.2,0.43
3173,44400.0,450.2,0.43
3174,44400.0,450.2,0.43
3175,34040.0,216.4,0.48
3176,34040.0,216.4,0.48
3177,34040.0,216.4,0.48
3178,55200000.0,216.4,0.48
3179,55200000.0,216.4,0.48
3180,55200000.0,216.4,0.48
3181,31005000.0,450.2,0.43
3182,31005000.0,450.2,0.43
3183,31005000.0,450.2,0.43
3184,51060000.0,216.4,0.48
3185,51060000.0,216.4,0.48
3186,51060000.0,216.4,0.48
3187,40770000.0,216.4,0.48
3188,40770000.0,216.4,0.48
3189,40770000.0,216.4,0.48
3190,52095000.0,216.4,0.48
3191,52095000.0,216.4,0.48
3192,52095000.0,216.4,0.48
3193,51060000.0,216.4,0.48
3194,51060000.0,216.4,0.48
3195,51060000.0,216.4,0.48
3196,31005000.0,450.2,0.43
3197,31005000.0,450.2,0.43
3198,31005000.0,450.2,0.43
3199,48300000.0,216.4,0.48
3200,48300000.0,216.4,0.48
3201,48300000.0,216.4,0.48
3202,48300000.0,216.4,0.48
3203,48300000.0,216.4,0.48
3204,48300000.0,216.4,0.48
3205,33390000.0,450.2,0.43
3206,33390000.0,450.2,0.43
3207,33390000.0,450.2,0.43
3208,8520000.0,216.4,0.48
3209,8520000.0,216.4,0.48
3210,8520000.0,216.4,0.48
3211,60480000.0,216.4,0.48
3212,60480000.0,216.4,0.48
3213,10872000.0,216.4,0.48
3214,10872000.0,216.4,0.48
3215,10872000.0,216.4,0.48
3216,16128000.0,216.4,0.48
3217,16128000.0,216.4,0.48
3218,16128000.0,216.4,0.48
3219,34730.0,216.4,0.48
3220,22500.0,216.4,0.48
3221,35190.0,216.4,0.48
3222,35190.0,216.4,0.48
3223,36960.0,216.4,0.48
3224,36960.0,216.4,0.48
3225,28800.0,450.2,0.43
3226,28800.0,450.2,0.43
3227,28800.0,450.2,0.43
3228,25740.0,450.2,0.43
3229,25740.0,450.2,0.43
3230,25740.0,450.2,0.43
3231,33600.0,216.4,0.48
3232,12800.0,450.2,0.43
3233,12800.0,450.2,0.43
3234,12800.0,450.2,0.43
3235,22500.0,216.4,0.48
3236,35190.0,216.4,0.48
3237,35190.0,216.4,0.48
3238,35190.0,216.4,0.48
3239,36960.0,216.4,0.48
3240,36960.0,216.4,0.48
3241,36960.0,216.4,0.48
3242,20670.0,450.2,0.43
3243,20670.0,450.2,0.43
3244,20670.0,450.2,0.43
3245,40320.0,216.4,0.48
3246,40320.0,216.4,0.48
3247,22260.0,450.2,0.43
3248,5680.0,216.4,0.48
3249,5680.0,216.4,0.48
3250,5680.0,216.4,0.48
3251,35190.0,216.4,0.48
3252,35190.0,216.4,0.48
3253,32000.0,450.2,0.43
3254,32000.0,450.2,0.43
3255,32000.0,450.2,0.43
3256,35190.0,216.4,0.48
3257,35190.0,216.4,0.48
3258,27180.0,216.4,0.48
3259,27180.0,216.4,0.48
3260,21450.0,216.4,0.48
3261,21450.0,216.4,0.48
3262,21450.0,216.4,0.48
3263,28800.0,450.2,0.43
3264,28800.0,450.2,0.43
3265,28800.0,450.2,0.43
3266,36800.0,450.2,0.43
3267,52785000.0,216.4,0.48
3268,52785000.0,216.4,0.48
3269,8520000.0,216.4,0.48
3270,8520000.0,216.4,0.48
3271,8520000.0,216.4,0.48
3272,43200000.0,450.2,0.43
3273,43200000.0,450.2,0.43
3274,25740.0,450.2,0.43
3275,25740.0,450.2,0.43
3276,25740.0,450.2,0.43
3277,35190.0,216.4,0.48
3278,35190.0,216.4,0.48
3279,35190.0,216.4,0.48
3280,16576000.0,450.2,0.43
3281,16576000.0,450.2,0.43
3282,16576000.0,450.2,0.43
3283,55200000.0,216.4,0.48
3284,55200000.0,216.4,0.48
3285,55200000.0,216.4,0.48
3286,33390000.0,450.2,0.43
3287,33390000.0,450.2,0.43
3288,33390000.0,450.2,0.43
3289,55200000.0,216.4,0.48
3290,55200000.0,216.4,0.48
3291,55200000.0,216.4,0.48
3292,22500.0,216.4,0.48
3293,22500.0,216.4,0.48
3294,36960.0,216.4,0.48
3295,33600.0,216.4,0.48
3296,33600.0,216.4,0.48
3297,33600.0,216.4,0.48
3298,28600.0,450.2,0.43
3299,28600.0,450.2,0.43
3300,28600.0,450.2,0.43
3301,28800.0,450.2,0.43
3302,28800.0,450.2,0.43
3303,44400.0,450.2,0.43
3304,44400.0,450.2,0.43
3305,44400.0,450.2,0.43
3306,25740.0,450.2,0.43
3307,22500.0,216.4,0.48
3308,22500.0,216.4,0.48
3309,22500.0,216.4,0.48
3310,34730.0,216.4,0.48
3311,34730.0,216.4,0.48
3312,34730.0,216.4,0.48
3313,27180.0,216.4,0.48
3314,27180.0,216.4,0.48
3315,33350.0,216.4,0.48
3316,33350.0,216.4,0.48
3317,36800.0,450.2,0.43
3318,36800.0,450.2,0.43
3319,36800.0,450.2,0.43
3320,22500.0,216.4,0.48
3321,42900000.0,450.2,0.43
3322,42900000.0,450.2,0.43
3323,42900000.0,450.2,0.43
3324,42900000.0,450.2,0.43
3325,42900000.0,450.2,0.43
3326,36960.0,216.4,0.48
3327,22500.0,216.4,0.48
3328,42900000.0,450.2,0.43
3329,42900000.0,450.2,0.43
3330,25740.0,450.2,0.43
3331,25740.0,450.2,0.43
3332,40320.0,216.4,0.48
3333,5680.0,216.4,0.48
3334,5680.0,216.4,0.48
3335,5680.0,216.4,0.48
3336,25740.0,450.2,0.43
3337,25740.0,450.2,0.43
3338,22500.0,216.4,0.48
3339,25740.0,450.2,0.43
3340,25740.0,450.2,0.43
3341,25740.0,450.2,0.43
3342,5680.0,216.4,0.48
3343,5680.0,216.4,0.48
3344,12800000.0,450.2,0.43
3345,13020000.0,216.4,0.48
3346,13020000.0,216.4,0.48
3347,13020000.0,216.4,0.48
3348,13020000.0,216.4,0.48
3349,13340000.0,216.4,0.48
3350,13340000.0,216.4,0.48
3351,13340000.0,216.4,0.48
3352,40770000.0,216.4,0.48
3353,40770000.0,216.4,0.48
3354,40770000.0,216.4,0.48
3355,51060000.0,216.4,0.48
3356,51060000.0,216.4,0.48
3357,51060000.0,216.4,0.48
3358,55440000.0,216.4,0.48
3359,55440000.0,216.4,0.48
3360,55440000.0,216.4,0.48
3361,51060000.0,216.4,0.48
3362,51060000.0,216.4,0.48
3363,51060000.0,216.4,0.48
3364,51060000.0,216.4,0.48
3365,51060000.0,216.4,0.48
3366,51060000.0,216.4,0.48
3367,342000000.0,216.4,0.48
3368,342000000.0,216.4,0.48
3369,342000000.0,216.4,0.48
3370,48825000.0,216.4,0.48
3371,48825000.0,216.4,0.48
3372,48825000.0,216.4,0.48
3373,10872000.0,216.4,0.48
3374,10872000.0,216.4,0.48
3375,10872000.0,216.4,0.48
3376,13020000.0,216.4,0.48
3377,13020000.0,216.4,0.48
3378,13020000.0,216.4,0.48
3379,40770000.0,216.4,0.48
3380,40770000.0,216.4,0.48
3381,40770000.0,216.4,0.48
3382,48825000.0,216.4,0.48
3383,48825000.0,216.4,0.48
3384,8520000.0,216.4,0.48
3385,8520000.0,216.4,0.48
3386,8520000.0,216.4,0.48
3387,48825000.0,216.4,0.48
3388,48825000.0,216.4,0.48
3389,48825000.0,216.4,0.48
3390,342000000.0,216.4,0.48
3391,342000000.0,216.4,0.48
