HRU,sol_pfas_ugha,kf,nf
8322,29000.0,450.2,0.43
8323,29000.0,450.2,0.43
8324,29000.0,450.2,0.43
8325,43500000.0,450.2,0.43
8326,43500000.0,450.2,0.43
8327,43500000.0,450.2,0.43
8328,14720000.0,450.2,0.43
8329,14720000.0,450.2,0.43
8330,14720000.0,450.2,0.43
8331,14720000.0,450.2,0.43
8332,14720000.0,450.2,0.43
8333,14720000.0,450.2,0.43
8334,15360000.0,450.2,0.43
8335,15360000.0,450.2,0.43
8336,15360000.0,450.2,0.43
8337,12800000.0,450.2,0.43
8338,12800000.0,450.2,0.43
8339,12800000.0,450.2,0.43
8340,14000000.0,450.2,0.43
8341,14000000.0,450.2,0.43
8342,14000000.0,450.2,0.43
8343,11520000.0,450.2,0.43
8344,11520000.0,450.2,0.43
8345,15960000.0,216.4,0.48
8346,15960000.0,216.4,0.48
8347,15960000.0,216.4,0.48
8348,11600000.0,450.2,0.43
8349,11600000.0,450.2,0.43
8350,11600000.0,450.2,0.43
8351,11600000.0,450.2,0.43
8352,11600000.0,450.2,0.43
8353,11600000.0,450.2,0.43
8354,22500.0,216.4,0.48
8355,43500000.0,450.2,0.43
8356,43500000.0,450.2,0.43
8357,43500000.0,450.2,0.43
8358,11600000.0,450.2,0.43
8359,11600000.0,450.2,0.43
8360,11600000.0,450.2,0.43
8361,12800000.0,450.2,0.43
8362,12800000.0,450.2,0.43
8363,12800000.0,450.2,0.43
8364,14000000.0,450.2,0.43
8365,14000000.0,450.2,0.43
8366,14000000.0,450.2,0.43
8367,13340000.0,450.2,0.43
8368,13340000.0,450.2,0.43
8369,13340000.0,450.2,0.43
8370,10872000.0,216.4,0.48
8371,10872000.0,216.4,0.48
8372,10872000.0,216.4,0.48
8373,15360000.0,450.2,0.43
8374,15360000.0,450.2,0.43
8375,15360000.0,450.2,0.43
8376,11520000.0,450.2,0.43
8377,11520000.0,450.2,0.43
8378,11520000.0,450.2,0.43
8379,29000.0,450.2,0.43
8380,29000.0,450.2,0.43
8381,37000.0,450.2,0.43
8382,37000.0,450.2,0.43
8383,37000.0,450.2,0.43
8384,11600000.0,450.2,0.43
8385,11600000.0,450.2,0.43
8386,15360000.0,450.2,0.43
8387,15360000.0,450.2,0.43
8388,15360000.0,450.2,0.43
8389,12800000.0,450.2,0.43
8390,12800000.0,450.2,0.43
8391,12800000.0,450.2,0.43
8392,13248000.0,450.2,0.43
8393,13248000.0,450.2,0.43
8394,29000.0,450.2,0.43
8395,29000.0,450.2,0.43
8396,29000.0,450.2,0.43
8397,34500.0,450.2,0.43
8398,34500.0,450.2,0.43
8399,32000.0,450.2,0.43
8400,32000.0,450.2,0.43
8401,32000.0,450.2,0.43
8402,37000.0,450.2,0.43
8403,37000.0,450.2,0.43
8404,37000.0,450.2,0.43
8405,29000.0,450.2,0.43
8406,29000.0,450.2,0.43
8407,13800000.0,450.2,0.43
8408,13800000.0,450.2,0.43
8409,11600000.0,450.2,0.43
8410,11600000.0,450.2,0.43
8411,11600000.0,450.2,0.43
8412,10640000.0,450.2,0.43
8413,10640000.0,450.2,0.43
8414,10640000.0,450.2,0.43
8415,11600000.0,450.2,0.43
8416,11600000.0,450.2,0.43
8417,11600000.0,450.2,0.43
8418,11600000.0,450.2,0.43
8419,11600000.0,450.2,0.43
8420,14260000.0,450.2,0.43
8421,14260000.0,450.2,0.43
8422,14260000.0,450.2,0.43
8423,2272000.0,216.4,0.48
8424,2272000.0,216.4,0.48
8425,2272000.0,216.4,0.48
8426,11600000.0,450.2,0.43
8427,11600000.0,450.2,0.43
8428,11600000.0,450.2,0.43
8429,15360000.0,450.2,0.43
8430,15360000.0,450.2,0.43
8431,12880000.0,216.4,0.48
8432,12880000.0,216.4,0.48
8433,12880000.0,216.4,0.48
8434,12800000.0,450.2,0.43
8435,12800000.0,450.2,0.43
8436,12800000.0,450.2,0.43
8437,10440000.0,450.2,0.43
8438,10440000.0,450.2,0.43
8439,10440000.0,450.2,0.43
8440,13340000.0,450.2,0.43
8441,13340000.0,450.2,0.43
8442,13340000.0,450.2,0.43
8443,14000000.0,450.2,0.43
8444,14000000.0,450.2,0.43
8445,14000000.0,450.2,0.43
8446,13248000.0,450.2,0.43
8447,13248000.0,450.2,0.43
8448,13248000.0,450.2,0.43
8449,11160000.0,450.2,0.43
8450,11160000.0,450.2,0.43
8451,11160000.0,450.2,0.43
8452,14800000.0,450.2,0.43
8453,14800000.0,450.2,0.43
8454,43500000.0,450.2,0.43
8455,43500000.0,450.2,0.43
8456,22500.0,216.4,0.48
8457,13616000.0,216.4,0.48
8458,13616000.0,216.4,0.48
8459,13616000.0,216.4,0.48
8460,14000000.0,450.2,0.43
8461,14000000.0,450.2,0.43
8462,14000000.0,450.2,0.43
8463,10872000.0,216.4,0.48
8464,10872000.0,216.4,0.48
8465,13340000.0,450.2,0.43
8466,11520000.0,450.2,0.43
8467,11520000.0,450.2,0.43
8468,13340000.0,450.2,0.43
8469,13340000.0,450.2,0.43
8470,13340000.0,450.2,0.43
8471,15360000.0,450.2,0.43
8472,15360000.0,450.2,0.43
8473,15360000.0,450.2,0.43
8474,12800000.0,450.2,0.43
8475,12800000.0,450.2,0.43
8476,12800000.0,450.2,0.43
8477,43200000.0,450.2,0.43
8478,43200000.0,450.2,0.43
8479,43200000.0,450.2,0.43
8480,36800.0,450.2,0.43
8481,11520000.0,450.2,0.43
8482,11520000.0,450.2,0.43
8483,11520000.0,450.2,0.43
8484,15360000.0,450.2,0.43
8485,15360000.0,450.2,0.43
8486,12800000.0,450.2,0.43
8487,12800000.0,450.2,0.43
8488,12800000.0,450.2,0.43
8489,5120000.0,450.2,0.43
8490,5120000.0,450.2,0.43
8491,43200000.0,450.2,0.43
8492,32000.0,450.2,0.43
8493,32000.0,450.2,0.43
8494,5120000.0,450.2,0.43
8495,5120000.0,450.2,0.43
8496,5120000.0,450.2,0.43
8497,13340000.0,450.2,0.43
8498,13340000.0,450.2,0.43
8499,13340000.0,450.2,0.43
8500,14000000.0,450.2,0.43
8501,14000000.0,450.2,0.43
8502,14000000.0,450.2,0.43
8503,15360000.0,450.2,0.43
8504,15360000.0,450.2,0.43
8505,15360000.0,450.2,0.43
8506,12800000.0,450.2,0.43
8507,12800000.0,450.2,0.43
8508,12800000.0,450.2,0.43
8509,32000.0,450.2,0.43
8510,32000.0,450.2,0.43
8511,32000.0,450.2,0.43
8512,32000.0,450.2,0.43
8513,32000.0,450.2,0.43
8514,32000.0,450.2,0.43
8515,12800000.0,450.2,0.43
8516,12800000.0,450.2,0.43
8517,12800000.0,450.2,0.43
8518,15360000.0,450.2,0.43
8519,15360000.0,450.2,0.43
8520,15360000.0,450.2,0.43
8521,12800000.0,450.2,0.43
8522,12800000.0,450.2,0.43
8523,12800000.0,450.2,0.43
8524,13248000.0,450.2,0.43
8525,13248000.0,450.2,0.43
8526,13248000.0,450.2,0.43
8527,14000000.0,450.2,0.43
8528,14000000.0,450.2,0.43
8529,14000000.0,450.2,0.43
8530,13340000.0,450.2,0.43
8531,13340000.0,450.2,0.43
8532,13340000.0,450.2,0.43
8533,12800000.0,450.2,0.43
8534,12800000.0,450.2,0.43
8535,12800000.0,450.2,0.43
8536,5120000.0,450.2,0.43
8537,5120000.0,450.2,0.43
8538,5120000.0,450.2,0.43
8539,15360000.0,450.2,0.43
8540,15360000.0,450.2,0.43
8541,15360000.0,450.2,0.43
8542,13248000.0,450.2,0.43
8543,13248000.0,450.2,0.43
8544,13248000.0,450.2,0.43
8545,12880000.0,216.4,0.48
8546,12880000.0,216.4,0.48
8547,14720000.0,450.2,0.43
8548,14720000.0,450.2,0.43
8549,14720000.0,450.2,0.43
8550,13340000.0,450.2,0.43
8551,13340000.0,450.2,0.43
8552,13340000.0,450.2,0.43
8553,32000.0,450.2,0.43
8554,32000.0,450.2,0.43
8555,32000.0,450.2,0.43
8556,36800.0,450.2,0.43
8557,36800.0,450.2,0.43
8558,33350.0,450.2,0.43
8559,33350.0,450.2,0.43
8560,33350.0,450.2,0.43
8561,22500.0,216.4,0.48
8562,11600000.0,450.2,0.43
8563,11600000.0,450.2,0.43
8564,11600000.0,450.2,0.43
8565,16560000.0,450.2,0.43
8566,16560000.0,450.2,0.43
8567,11160000.0,450.2,0.43
8568,11160000.0,450.2,0.43
8569,11160000.0,450.2,0.43
8570,10440000.0,450.2,0.43
8571,10440000.0,450.2,0.43
8572,10440000.0,450.2,0.43
8573,13340000.0,450.2,0.43
8574,13340000.0,450.2,0.43
8575,13340000.0,450.2,0.43
8576,11160000.0,450.2,0.43
8577,11160000.0,450.2,0.43
8578,11160000.0,450.2,0.43
8579,26496000.0,450.2,0.43
8580,26496000.0,450.2,0.43
8581,26496000.0,450.2,0.43
8582,11520000.0,227.8,0.38
8583,11520000.0,227.8,0.38
8584,11520000.0,227.8,0.38
8585,27900.0,450.2,0.43
8586,27900.0,450.2,0.43
8587,27900.0,450.2,0.43
8588,33350.0,450.2,0.43
8589,33350.0,450.2,0.43
8590,22500.0,216.4,0.48
8591,43500000.0,450.2,0.43
8592,43500000.0,450.2,0.43
8593,12800000.0,450.2,0.43
8594,12800000.0,450.2,0.43
8595,12800000.0,450.2,0.43
8596,13248000.0,450.2,0.43
8597,12880000.0,216.4,0.48
8598,12880000.0,216.4,0.48
8599,12880000.0,216.4,0.48
8600,15360000.0,450.2,0.43
8601,15360000.0,450.2,0.43
8602,15360000.0,450.2,0.43
8603,14000000.0,450.2,0.43
8604,14000000.0,450.2,0.43
8605,10640000.0,450.2,0.43
8606,10640000.0,450.2,0.43
8607,10640000.0,450.2,0.43
8608,16576000.0,450.2,0.43
8609,16576000.0,450.2,0.43
8610,13340000.0,450.2,0.43
8611,13340000.0,450.2,0.43
8612,13340000.0,450.2,0.43
8613,22500.0,216.4,0.48
8614,15360000.0,450.2,0.43
8615,15360000.0,450.2,0.43
8616,15360000.0,450.2,0.43
8617,13248000.0,450.2,0.43
8618,12800000.0,450.2,0.43
8619,12800000.0,450.2,0.43
8620,12800000.0,450.2,0.43
8621,12880000.0,216.4,0.48
8622,12880000.0,216.4,0.48
8623,11600000.0,450.2,0.43
8624,11600000.0,450.2,0.43
8625,11600000.0,450.2,0.43
8626,13340000.0,450.2,0.43
8627,13340000.0,450.2,0.43
8628,14800000.0,450.2,0.43
8629,14800000.0,450.2,0.43
8630,14800000.0,450.2,0.43
8631,10440000.0,450.2,0.43
8632,10440000.0,450.2,0.43
8633,10440000.0,450.2,0.43
8634,11600000.0,450.2,0.43
8635,11600000.0,450.2,0.43
8636,11600000.0,450.2,0.43
8637,11520000.0,450.2,0.43
8638,11520000.0,450.2,0.43
8639,11520000.0,450.2,0.43
8640,14260000.0,450.2,0.43
8641,14260000.0,450.2,0.43
8642,14260000.0,450.2,0.43
8643,13800000.0,450.2,0.43
8644,13800000.0,450.2,0.43
8645,13800000.0,450.2,0.43
8646,14720000.0,450.2,0.43
8647,14720000.0,450.2,0.43
8648,13800000.0,450.2,0.43
8649,13800000.0,450.2,0.43
8650,29000.0,450.2,0.43
8651,29000.0,450.2,0.43
8652,29000.0,450.2,0.43
8653,22500.0,216.4,0.48
8654,11160000.0,450.2,0.43
8655,11160000.0,450.2,0.43
8656,11160000.0,450.2,0.43
8657,13340000.0,450.2,0.43
8658,13340000.0,450.2,0.43
8659,10440000.0,450.2,0.43
8660,10440000.0,450.2,0.43
8661,10440000.0,450.2,0.43
8662,14260000.0,450.2,0.43
8663,14260000.0,450.2,0.43
8664,14260000.0,450.2,0.43
8665,11600000.0,450.2,0.43
8666,11600000.0,450.2,0.43
8667,11600000.0,450.2,0.43
8668,11160000.0,450.2,0.43
8669,11160000.0,450.2,0.43
8670,11160000.0,450.2,0.43
8671,10440000.0,450.2,0.43
8672,10440000.0,450.2,0.43
8673,10440000.0,450.2,0.43
8674,11160000.0,450.2,0.43
8675,11160000.0,450.2,0.43
8676,11160000.0,450.2,0.43
8677,11600000.0,450.2,0.43
8678,11600000.0,450.2,0.43
8679,11600000.0,450.2,0.43
8680,11600000.0,450.2,0.43
8681,15360000.0,450.2,0.43
8682,15360000.0,450.2,0.43
8683,14260000.0,450.2,0.43
8684,14260000.0,450.2,0.43
8685,13800000.0,450.2,0.43
8686,13340000.0,450.2,0.43
8687,13340000.0,450.2,0.43
8688,29000.0,450.2,0.43
8689,29000.0,450.2,0.43
8690,22500.0,216.4,0.48
8691,14000000.0,450.2,0.43
8692,14000000.0,450.2,0.43
8693,13340000.0,450.2,0.43
8694,13340000.0,450.2,0.43
8695,13340000.0,450.2,0.43
8696,13340000.0,450.2,0.43
8697,13340000.0,450.2,0.43
8698,13340000.0,450.2,0.43
8699,10640000.0,450.2,0.43
8700,10640000.0,450.2,0.43
8701,10640000.0,450.2,0.43
8702,12800000.0,450.2,0.43
8703,12800000.0,450.2,0.43
8704,12800000.0,450.2,0.43
8705,15360000.0,450.2,0.43
8706,15360000.0,450.2,0.43
8707,15360000.0,450.2,0.43
8708,23780000.0,450.2,0.43
8709,23780000.0,450.2,0.43
8710,10440000.0,450.2,0.43
8711,10440000.0,450.2,0.43
8712,10440000.0,450.2,0.43
8713,13616000.0,216.4,0.48
8714,13616000.0,216.4,0.48
8715,14720000.0,450.2,0.43
8716,14720000.0,450.2,0.43
8717,14720000.0,450.2,0.43
8718,11600000.0,450.2,0.43
8719,11600000.0,450.2,0.43
8720,38400.0,450.2,0.43
8721,38400.0,450.2,0.43
8722,38400.0,450.2,0.43
8723,13800000.0,450.2,0.43
8724,13800000.0,450.2,0.43
8725,13800000.0,450.2,0.43
8726,12800000.0,450.2,0.43
8727,12800000.0,450.2,0.43
8728,12800000.0,450.2,0.43
8729,14720000.0,450.2,0.43
8730,14720000.0,450.2,0.43
8731,14720000.0,450.2,0.43
8732,15360000.0,450.2,0.43
8733,15360000.0,450.2,0.43
8734,15360000.0,450.2,0.43
8735,10640000.0,450.2,0.43
8736,13800000.0,450.2,0.43
8737,13800000.0,450.2,0.43
8738,13340000.0,450.2,0.43
8739,13340000.0,450.2,0.43
8740,13340000.0,450.2,0.43
8741,16576000.0,450.2,0.43
8742,16576000.0,450.2,0.43
8743,23780000.0,450.2,0.43
8744,23780000.0,450.2,0.43
8745,62160000.0,450.2,0.43
8746,62160000.0,450.2,0.43
8747,62160000.0,450.2,0.43
8748,23780000.0,450.2,0.43
8749,23780000.0,450.2,0.43
8750,16576000.0,450.2,0.43
8751,16576000.0,450.2,0.43
8752,14720000.0,450.2,0.43
8753,14720000.0,450.2,0.43
8754,15360000.0,450.2,0.43
8755,15360000.0,450.2,0.43
8756,15360000.0,450.2,0.43
8757,12800000.0,450.2,0.43
8758,12800000.0,450.2,0.43
8759,12800000.0,450.2,0.43
8760,14800000.0,216.4,0.48
8761,14800000.0,216.4,0.48
8762,14800000.0,216.4,0.48
8763,14800000.0,216.4,0.48
8764,14800000.0,216.4,0.48
8765,12800000.0,216.4,0.48
8766,12800000.0,216.4,0.48
8767,12800000.0,216.4,0.48
8768,14784000.0,216.4,0.48
8769,14784000.0,216.4,0.48
8770,14784000.0,216.4,0.48
8771,16128000.0,216.4,0.48
8772,16128000.0,216.4,0.48
8773,16128000.0,216.4,0.48
8774,15800000.0,450.2,0.43
8775,15800000.0,450.2,0.43
8776,15800000.0,450.2,0.43
8777,13440000.0,216.4,0.48
8778,13440000.0,216.4,0.48
8779,13440000.0,216.4,0.48
8780,12800000.0,216.4,0.48
8781,12800000.0,216.4,0.48
8782,13156000.0,216.4,0.48
8783,13156000.0,216.4,0.48
8784,13156000.0,216.4,0.48
8785,12800000.0,216.4,0.48
8786,12800000.0,216.4,0.48
8787,12800000.0,216.4,0.48
8788,17360000.0,216.4,0.48
8789,17360000.0,216.4,0.48
8790,17360000.0,216.4,0.48
8791,17360000.0,216.4,0.48
8792,17360000.0,216.4,0.48
8793,17360000.0,216.4,0.48
8794,10440000.0,450.2,0.43
8795,10440000.0,450.2,0.43
8796,10440000.0,450.2,0.43
8797,10440000.0,450.2,0.43
8798,10440000.0,450.2,0.43
8799,14800000.0,216.4,0.48
8800,14800000.0,216.4,0.48
8801,14800000.0,216.4,0.48
8802,12800000.0,216.4,0.48
8803,12800000.0,216.4,0.48
8804,12800000.0,216.4,0.48
8805,12800000.0,450.2,0.43
8806,12800000.0,450.2,0.43
8807,13892000.0,216.4,0.48
8808,13892000.0,216.4,0.48
8809,13892000.0,216.4,0.48
8810,14784000.0,216.4,0.48
8811,14784000.0,216.4,0.48
8812,14784000.0,216.4,0.48
8813,13440000.0,216.4,0.48
8814,13440000.0,216.4,0.48
8815,13440000.0,216.4,0.48
8816,12800000.0,450.2,0.43
8817,12800000.0,450.2,0.43
8818,12800000.0,450.2,0.43
8819,14076000.0,216.4,0.48
8820,14076000.0,216.4,0.48
8821,13616000.0,216.4,0.48
8822,13616000.0,216.4,0.48
8823,13616000.0,216.4,0.48
8824,18360000.0,450.2,0.43
8825,18360000.0,450.2,0.43
8826,18360000.0,450.2,0.43
8827,15272000.0,450.2,0.43
8828,15272000.0,450.2,0.43
8829,10000000.0,216.4,0.48
8830,10000000.0,216.4,0.48
8831,10000000.0,216.4,0.48
8832,13616000.0,216.4,0.48
8833,13616000.0,216.4,0.48
8834,13616000.0,216.4,0.48
8835,11600000.0,450.2,0.43
8836,11600000.0,450.2,0.43
8837,11600000.0,450.2,0.43
8838,15960000.0,216.4,0.48
8839,15960000.0,216.4,0.48
8840,15960000.0,216.4,0.48
8841,13616000.0,216.4,0.48
8842,13616000.0,216.4,0.48
8843,13616000.0,216.4,0.48
8844,37000.0,216.4,0.48
8845,37000.0,216.4,0.48
8846,37000.0,216.4,0.48
8847,32890.0,216.4,0.48
8848,32890.0,216.4,0.48
8849,32890.0,216.4,0.48
8850,12000.0,216.4,0.48
8851,12000.0,216.4,0.48
8852,12000.0,216.4,0.48
8853,32000.0,216.4,0.48
8854,32000.0,216.4,0.48
8855,36960.0,216.4,0.48
8856,36960.0,216.4,0.48
8857,36960.0,216.4,0.48
8858,43400.0,216.4,0.48
8859,43400.0,216.4,0.48
8860,43400.0,216.4,0.48
8861,40320.0,216.4,0.48
8862,40320.0,216.4,0.48
8863,40320.0,216.4,0.48
8864,43400.0,216.4,0.48
8865,43400.0,216.4,0.48
8866,43400.0,216.4,0.48
8867,14000.0,216.4,0.48
8868,14000.0,216.4,0.48
8869,14000.0,216.4,0.48
8870,33120.0,450.2,0.43
8871,33120.0,450.2,0.43
8872,33120.0,450.2,0.43
8873,26100.0,450.2,0.43
8874,26100.0,450.2,0.43
8875,26100.0,450.2,0.43
8876,36800.0,216.4,0.48
8877,36800.0,216.4,0.48
8878,36800.0,216.4,0.48
8879,26100.0,450.2,0.43
8880,26100.0,450.2,0.43
8881,26100.0,450.2,0.43
8882,35190.0,216.4,0.48
8883,35190.0,216.4,0.48
8884,35190.0,216.4,0.48
8885,32000.0,450.2,0.43
8886,32000.0,450.2,0.43
8887,32000.0,450.2,0.43
8888,38180.0,450.2,0.43
8889,38180.0,450.2,0.43
8890,36800.0,216.4,0.48
8891,36800.0,216.4,0.48
8892,36800.0,216.4,0.48
8893,5680.0,216.4,0.48
8894,5680.0,216.4,0.48
8895,5680.0,216.4,0.48
8896,36340.0,450.2,0.43
8897,36340.0,450.2,0.43
8898,36340.0,450.2,0.43
8899,36800.0,450.2,0.43
8900,36800.0,450.2,0.43
8901,36800.0,450.2,0.43
8902,40320.0,216.4,0.48
8903,40320.0,216.4,0.48
8904,40320.0,216.4,0.48
8905,29000.0,450.2,0.43
8906,29000.0,450.2,0.43
8907,32000.0,450.2,0.43
8908,32000.0,450.2,0.43
8909,22500.0,216.4,0.48
8910,21000000.0,216.4,0.48
8911,21000000.0,216.4,0.48
8912,21000000.0,216.4,0.48
8913,65100000.0,216.4,0.48
8914,65100000.0,216.4,0.48
8915,65100000.0,216.4,0.48
8916,22500.0,216.4,0.48
8917,22500.0,216.4,0.48
8918,22500.0,216.4,0.48
8919,22500.0,216.4,0.48
8920,14784000.0,216.4,0.48
8921,14784000.0,216.4,0.48
8922,14784000.0,216.4,0.48
8923,5760000.0,450.2,0.43
8924,5760000.0,450.2,0.43
8925,8580000.0,216.4,0.48
8926,8580000.0,216.4,0.48
8927,14784000.0,216.4,0.48
8928,14784000.0,216.4,0.48
8929,8580000.0,216.4,0.48
8930,8580000.0,216.4,0.48
8931,3432000.0,450.2,0.43
8932,3432000.0,450.2,0.43
8933,3432000.0,450.2,0.43
8934,10800000.0,216.4,0.48
8935,10800000.0,216.4,0.48
8936,13920000.0,450.2,0.43
8937,13920000.0,450.2,0.43
8938,13892000.0,216.4,0.48
8939,13892000.0,216.4,0.48
8940,13892000.0,216.4,0.48
8941,11600000.0,450.2,0.43
8942,11600000.0,450.2,0.43
8943,14260000.0,450.2,0.43
8944,14260000.0,450.2,0.43
8945,8580000.0,216.4,0.48
8946,8580000.0,216.4,0.48
8947,13340000.0,450.2,0.43
8948,13340000.0,450.2,0.43
8949,13800000.0,216.4,0.48
8950,13800000.0,216.4,0.48
8951,14720000.0,450.2,0.43
8952,14720000.0,450.2,0.43
8953,14720000.0,450.2,0.43
8954,12800000.0,450.2,0.43
8955,12800000.0,450.2,0.43
8956,12800000.0,450.2,0.43
8957,11600000.0,450.2,0.43
8958,11600000.0,450.2,0.43
8959,22500.0,216.4,0.48
8960,36960.0,216.4,0.48
8961,36960.0,216.4,0.48
8962,34730.0,216.4,0.48
8963,34730.0,216.4,0.48
8964,34730.0,216.4,0.48
8965,5680.0,216.4,0.48
8966,5680.0,216.4,0.48
8967,5680.0,216.4,0.48
8968,36800.0,216.4,0.48
8969,36800.0,216.4,0.48
8970,36800.0,216.4,0.48
8971,36800.0,450.2,0.43
8972,36800.0,450.2,0.43
8973,29000.0,450.2,0.43
8974,29000.0,450.2,0.43
8975,14784000.0,216.4,0.48
8976,14784000.0,216.4,0.48
8977,14400.0,450.2,0.43
8978,14400.0,450.2,0.43
8979,34040.0,216.4,0.48
8980,34040.0,216.4,0.48
8981,34040.0,216.4,0.48
8982,21600000.0,450.2,0.43
8983,40770000.0,216.4,0.48
8984,40770000.0,216.4,0.48
8985,40770000.0,216.4,0.48
8986,5760000.0,450.2,0.43
8987,5760000.0,450.2,0.43
8988,10800000.0,216.4,0.48
8989,10800000.0,216.4,0.48
8990,13920000.0,450.2,0.43
8991,22500.0,216.4,0.48
8992,13892000.0,216.4,0.48
8993,13892000.0,216.4,0.48
8994,14076000.0,216.4,0.48
8995,14076000.0,216.4,0.48
8996,14076000.0,216.4,0.48
8997,11600000.0,450.2,0.43
8998,11600000.0,450.2,0.43
8999,11600000.0,450.2,0.43
9000,11600000.0,450.2,0.43
9001,11600000.0,450.2,0.43
9002,13616000.0,216.4,0.48
9003,13616000.0,216.4,0.48
9004,13616000.0,216.4,0.48
9005,12800000.0,450.2,0.43
9006,12800000.0,450.2,0.43
9007,12800000.0,450.2,0.43
9008,14720000.0,450.2,0.43
9009,14720000.0,450.2,0.43
9010,13616000.0,216.4,0.48
9011,13616000.0,216.4,0.48
9012,13616000.0,216.4,0.48
9013,14720000.0,216.4,0.48
9014,14720000.0,216.4,0.48
9015,14720000.0,216.4,0.48
9016,11600000.0,450.2,0.43
9017,11600000.0,450.2,0.43
9018,11600000.0,450.2,0.43
9019,14784000.0,216.4,0.48
9020,14784000.0,216.4,0.48
9021,14784000.0,216.4,0.48
9022,13440000.0,216.4,0.48
9023,13440000.0,216.4,0.48
9024,13440000.0,216.4,0.48
9025,14720000.0,216.4,0.48
9026,14720000.0,216.4,0.48
9027,14720000.0,216.4,0.48
9028,16128000.0,216.4,0.48
9029,16128000.0,216.4,0.48
9030,16128000.0,216.4,0.48
9031,2272000.0,216.4,0.48
9032,2272000.0,216.4,0.48
9033,2272000.0,216.4,0.48
9034,10440000.0,450.2,0.43
9035,10440000.0,450.2,0.43
9036,10440000.0,450.2,0.43
9037,13616000.0,216.4,0.48
9038,13616000.0,216.4,0.48
9039,15360000.0,450.2,0.43
9040,15360000.0,450.2,0.43
9041,14720000.0,216.4,0.48
9042,14720000.0,216.4,0.48
9043,35190.0,216.4,0.48
9044,35190.0,216.4,0.48
9045,35190.0,216.4,0.48
9046,32000.0,450.2,0.43
9047,32000.0,450.2,0.43
9048,32000.0,450.2,0.43
9049,5680.0,216.4,0.48
9050,5680.0,216.4,0.48
9051,5680.0,216.4,0.48
9052,29000.0,450.2,0.43
9053,29000.0,450.2,0.43
9054,36800.0,216.4,0.48
9055,36800.0,216.4,0.48
9056,36800.0,216.4,0.48
9057,36960.0,216.4,0.48
9058,36960.0,216.4,0.48
9059,36960.0,216.4,0.48
9060,29000.0,450.2,0.43
9061,29000.0,450.2,0.43
9062,29000.0,450.2,0.43
9063,33600.0,216.4,0.48
9064,33600.0,216.4,0.48
9065,33600.0,216.4,0.48
9066,40320.0,216.4,0.48
9067,40320.0,216.4,0.48
9068,40320.0,216.4,0.48
9069,36800.0,216.4,0.48
9070,36800.0,216.4,0.48
9071,36800.0,216.4,0.48
9072,36800.0,450.2,0.43
9073,36800.0,450.2,0.43
9074,38640.0,450.2,0.43
9075,38640.0,450.2,0.43
9076,38640.0,450.2,0.43
9077,41440.0,450.2,0.43
9078,41440.0,450.2,0.43
9079,41440.0,450.2,0.43
9080,35650.0,450.2,0.43
9081,35650.0,450.2,0.43
9082,35650.0,450.2,0.43
9083,22500.0,216.4,0.48
9084,14784000.0,216.4,0.48
9085,14784000.0,216.4,0.48
9086,14784000.0,216.4,0.48
9087,15456000.0,450.2,0.43
9088,15456000.0,450.2,0.43
9089,48000000.0,450.2,0.43
9090,48000000.0,450.2,0.43
9091,48000000.0,450.2,0.43
9092,32000.0,450.2,0.43
9093,32000.0,450.2,0.43
9094,32000.0,450.2,0.43
9095,28800.0,450.2,0.43
9096,28800.0,450.2,0.43
9097,28800.0,450.2,0.43
9098,29000.0,450.2,0.43
9099,29000.0,450.2,0.43
9100,29000.0,450.2,0.43
9101,36800.0,216.4,0.48
9102,5680.0,216.4,0.48
9103,5680.0,216.4,0.48
9104,5680.0,216.4,0.48
9105,34040.0,216.4,0.48
9106,34040.0,216.4,0.48
9107,34040.0,216.4,0.48
9108,36960.0,216.4,0.48
9109,36960.0,216.4,0.48
9110,36960.0,216.4,0.48
9111,12800000.0,450.2,0.43
9112,12800000.0,450.2,0.43
9113,12800000.0,450.2,0.43
9114,11600000.0,450.2,0.43
9115,11600000.0,450.2,0.43
9116,11600000.0,450.2,0.43
9117,11600000.0,450.2,0.43
9118,11600000.0,450.2,0.43
9119,14784000.0,216.4,0.48
9120,14784000.0,216.4,0.48
9121,22500.0,216.4,0.48
9122,10800000.0,216.4,0.48
9123,10800000.0,216.4,0.48
9124,8580000.0,216.4,0.48
9125,13920000.0,450.2,0.43
9126,13920000.0,450.2,0.43
9127,3432000.0,450.2,0.43
9128,3432000.0,450.2,0.43
9129,11600000.0,450.2,0.43
9130,11600000.0,450.2,0.43
9131,2272000.0,216.4,0.48
9132,2272000.0,216.4,0.48
9133,22500.0,216.4,0.48
9134,38180.0,450.2,0.43
9135,38180.0,450.2,0.43
9136,38180.0,450.2,0.43
9137,32000.0,450.2,0.43
9138,32000.0,450.2,0.43
9139,32000.0,450.2,0.43
9140,36340.0,450.2,0.43
9141,36340.0,450.2,0.43
9142,36340.0,450.2,0.43
9143,5680.0,216.4,0.48
9144,5680.0,216.4,0.48
9145,5680.0,216.4,0.48
9146,36800.0,216.4,0.48
9147,36800.0,216.4,0.48
9148,36800.0,216.4,0.48
9149,34040.0,216.4,0.48
9150,34040.0,216.4,0.48
9151,34040.0,216.4,0.48
9152,29000.0,450.2,0.43
9153,29000.0,450.2,0.43
9154,29000.0,450.2,0.43
9155,36960.0,216.4,0.48
9156,36960.0,216.4,0.48
9157,34730.0,216.4,0.48
