catalog_model_id,site_no,station_name,production_gis_channel,v3_gis_channel,same_gis_as_production,v1b_nhdplusid,mapping_method,assignment_class,calibration_eligible,swat_nhd_ratio,notes
05536265,05536265,"LANSING DITCH NEAR LANSING, IL",25,25,True,22000800110401,exact_crosswalk,canal_or_artificial_review,False,1.02910062909621,
05536265,05536270,"NORTH CREEK NEAR LANSING, IL",16,23,False,22000800016909,exact_crosswalk,tributary_clean,True,1.0264157199153165,
