reach,PFOS,PFOA,PFHxS,PFBS,PFHxA
202,0.8946258530479997,0.7967248980326469,0.7892609821113078,0.7079867818165438,0.49196108478725425
203,0.0,0.0,0.0,0.0,0.0
204,0.9181496203152465,0.819618993189873,0.8117725284392248,0.7316130009425452,0.5075802246196264
205,0.9274694464215256,0.7627776804654577,0.7504968964112381,0.6164274746060915,0.2993237835169014
206,0.931813142243897,0.8107978804095022,0.8018601104053242,0.7068706008281447,0.4620989505940836
207,0.0,0.0,0.0,0.0,0.0
208,0.9243167043440668,0.8089206475136783,0.8003036109814742,0.710234863324904,0.3483507136307272
209,0.9042496451779515,0.806313995252845,0.7985462250859359,0.712604312911929,0.47361734918068565
210,0.9340522322501319,0.8262375834020165,0.8173054171149422,0.7167950711460979,0.4431085181517706
211,0.9238385029933431,0.8387405828655964,0.8317632437904385,0.7538094815909923,0.46388579850936834
212,0.892834242686379,0.8018405297608447,0.7948754465735525,0.7171715645677205,0.493303961277497
213,0.9344655588601836,0.8066914770119386,0.7974347047088103,0.6978553173401082,0.460486792029943
214,0.8999957458758225,0.8134079119455003,0.8065475691913117,0.7316279132564684,0.5233660385158607
215,0.9344904602142535,0.8224569247840362,0.8137011690350355,0.7051187024322959,0.3282919230937227
216,0.917471268196915,0.8196139237622148,0.8111718619793044,0.7164373465289462,0.4680107733193414
217,0.9099847245933218,0.8158015991208144,0.8083627310116759,0.7253727534490637,0.4892241805466524
218,0.948354779784251,0.8538843355430402,0.8445947603154956,0.7238026007467394,0.3288653594508085
219,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0
221,0.9342698510751306,0.8104662485664076,0.8013522934172536,0.7024974832663337,0.45242507215243516
222,0.9007914140862938,0.8000068345460011,0.7920880209320895,0.7058034431794515,0.48055494628468115
223,0.9144651182399822,0.8110408270094832,0.803105543842365,0.7160606375973516,0.4837696929195586
224,0.9208101247010678,0.8231226160817678,0.8155572368247018,0.7291584834771715,0.321226699561125
225,0.8951982290089833,0.8125354298371246,0.805422271110351,0.7239228617038126,0.48855782968633926
226,0.8789430572541613,0.8103964780619864,0.8051778046836174,0.745079812416936,0.5553860816579654
227,0.9058353733299476,0.7900120275291691,0.7812592454533814,0.6850235544732605,0.4118957964817817
228,0.0,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,0.0,0.0
230,0.8898095083791852,0.7786282106592217,0.7695923228222442,0.6707185139847894,0.4231081209303143
231,0.8918847076428478,0.8123272230514549,0.8064100081204967,0.7412077803644561,0.5358380257845505
232,0.8789786238169415,0.8039724609034395,0.7981806242516947,0.727994221591207,0.49778599926761974
233,0.9124644098578433,0.856834278589005,0.8515724092604131,0.7891831294060784,0.5797966281939053
234,0.941037462607413,0.8489447217069457,0.8414338433106842,0.7591531122643764,0.5352176995585602
235,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0
237,0.8897924028806281,0.7806470653905024,0.7722436190826212,0.6787979947934475,0.4221387495716145
238,0.0,0.0,0.0,0.0,0.0
239,0.9326634833042472,0.8448599271944545,0.836795871393324,0.7424802346766621,0.39938529786206456
240,0.929419745732167,0.8637932380650718,0.8576316029240237,0.7838380618019513,0.3244021945623008
241,0.9253730159587056,0.8025807020947147,0.792149585509983,0.6712361858070167,0.37878045434615
242,0.9351861841162886,0.8472201619909574,0.8404046224109144,0.766177682812438,0.5273437514870802
243,0.9175358349763958,0.8063618927923322,0.797522579187631,0.6981501057051341,0.3474135308713601
244,0.0,0.0,0.0,0.0,0.0
245,0.901701556002036,0.8045850525621302,0.7970543848807073,0.714771507742472,0.4944151241743482
246,0.0,0.0,0.0,0.0,0.0
247,0.9181496430153377,0.8196190758766158,0.8117726132142036,0.7316131104078207,0.5075804171000362
248,0.9274694490471534,0.7627776892874428,0.7504969054795555,0.6164274863475594,0.29932379752308624
249,0.9310237013880687,0.8094255045644378,0.8003995719617356,0.7046088550193994,0.46080957639746195
250,0.0,0.0,0.0,0.0,0.0
251,0.922922764098732,0.8109699760615126,0.8024719474190599,0.7130909805883356,0.3559703839213661
252,0.9042497428549564,0.8063142824626607,0.7985465249418356,0.7126047492421614,0.47361801861888303
253,0.9342980944691586,0.825962051896027,0.8170631557592709,0.7170887467690574,0.44344245457954323
254,0.920936897518904,0.8362696881478153,0.8293810037285159,0.7523948518081386,0.46648297825519414
255,0.8947314509026291,0.8066944003167655,0.7998013093600462,0.7222232126151303,0.4972806155392936
256,0.9344655897800423,0.8066915624824224,0.7974347931665068,0.6978554367375868,0.4604869331955675
257,0.8991469917788627,0.81433917445341,0.8075745998568247,0.7323960939840782,0.5201968166083051
258,0.9344905285835022,0.8224571240534239,0.8137013791904952,0.7051190952363461,0.3282923743649884
259,0.9190015772080355,0.8228087282835693,0.8143015247956226,0.718532363470617,0.46796770831995627
260,0.9099847850148632,0.8158017899674385,0.8083629304204676,0.7253730498265532,0.48922463755705065
261,0.9461892554291481,0.8556547687408201,0.846957868902586,0.73512726604297,0.3535742151708801
262,0.0,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0,0.0
264,0.9342698914630476,0.8104663584993541,0.8013524072747663,0.7024976404068549,0.4524252795304169
265,0.9132562028715456,0.8108658649778221,0.8029703313734013,0.7161856513225003,0.48386742262072135
266,0.9216585516234238,0.8230053463592589,0.8153659865300171,0.7281725309622382,0.3216941856986117
267,0.8972112774587899,0.8175066961432309,0.8105652725601271,0.7301560384909564,0.49374792882297186
268,0.9035436377620876,0.7882090643489587,0.7795017390875683,0.683733294432526,0.41247573384769076
269,0.0,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0
271,0.8895167912286974,0.778420665899019,0.7694045532084431,0.6707812972649908,0.423482488711443
272,0.9049721072557391,0.8291087154390677,0.8231656819942682,0.7575923655508359,0.554570202903639
273,0.8789786530590833,0.8039725214148266,0.7981806885116305,0.7279943318651741,0.4977861922360303
274,0.9130834138291692,0.857107240129443,0.8518452321450252,0.7901105959864098,0.5854597797313911
275,0.0,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0,0.0
277,0.9335653829505265,0.8091664182202238,0.7983260153463897,0.6764874321245508,0.46287013084500606
278,0.8881366442529111,0.778727966270378,0.7703409120853504,0.6770339209969773,0.4193118460270078
