reach,PFOS,PFOA,PFHxS,PFBS,PFHxA,tot,PFOS_f,PFOA_f,PFHxS_f,PFBS_f,PFHxA_f
291,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
292,0.9229228059401212,0.8109700966746064,0.8024720721046688,0.7130911482551753,0.3559710301670025,3.6054271531415742,0.25598154302907944,0.2249303791834959,0.22257337009442502,0.1977827086684656,0.09873199902453406
293,0.9018335317051154,0.8033937336634834,0.7956468781402865,0.7101134869257797,0.4732865416257961,3.684274172060461,0.24477915855017857,0.21806024637253824,0.21595756476921324,0.1927417596418029,0.12846127066626714
294,0.9342980978934315,0.8259620632796815,0.817063167677231,0.7170887643356219,0.4434424806848502,3.737854573870816,0.24995571107141787,0.22097223071585115,0.21859148116377988,0.19184501434281995,0.11863556270613111
295,0.919406966940638,0.8349669309650526,0.8281249974341331,0.7516491048981212,0.4678528785597229,3.802000878797668,0.24182187123307244,0.21961250341138788,0.2178129421411435,0.19769829856952062,0.1230543846448755
296,0.891651108699145,0.802716884968959,0.7958500192630217,0.7185679105071203,0.494131161271796,3.702917084710042,0.2407969415196792,0.2167796001383639,0.21492515253696018,0.19405455052563997,0.13344375527935676
297,0.9344656652119964,0.8066917709959324,0.7974350089675762,0.6978557280193073,0.4604872775830296,3.6969354507778416,0.25276764435131893,0.21820553313318009,0.21570163168518253,0.18876600289909776,0.12455918793122078
298,0.8969819673803463,0.813739051774309,0.8071113374025367,0.7331186807511101,0.5219337933442632,3.772884830652565,0.23774432765423234,0.21568086180716078,0.2139241916014005,0.19431249923001456,0.13833811970719195
299,0.9344905319052932,0.8224571337351346,0.8137013894011171,0.7051191143211362,0.3282923962904894,3.604060565653171,0.2592882430475842,0.22820291689134783,0.22577350590490103,0.19564574498024453,0.09108958917592228
300,0.9149179961016036,0.8189558832279655,0.8105453231057362,0.7157672663758357,0.4659101726417733,3.7260966414529144,0.2455432813854367,0.21978922235055895,0.2175320183830983,0.19209573321660733,0.12503974466429868
301,0.90998481038528,0.8158018701020863,0.8083630141502858,0.7253731742725948,0.4892248294513682,3.748747698361615,0.2427436796514707,0.21761983887542802,0.21563548128447793,0.19349746439047316,0.1305035357981502
302,0.945846693076459,0.8559348215180715,0.8473316753583734,0.7369186763629375,0.3574828378912593,3.7435147042071004,0.25266274285325535,0.22864470668597622,0.22634655993366626,0.19685208543050758,0.09549390509659461
303,1214.8296039703175,218.4156508860909,22.10979106186161,28.80839969085529,38.12288497718594,1522.2863305863114,0.7980296344790955,0.1434786915559885,0.014524068578705548,0.01892442907226243,0.025043176313948007
304,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
305,0.9342699132518784,0.8104664178069578,0.8013524686996322,0.7024977251824276,0.4524253914085658,3.701011916349462,0.2524363429160225,0.21898508735588487,0.21652253135408867,0.18981233810112796,0.12224370027287594
306,0.9132563984317672,0.8108664168852541,0.80297090642033,0.7161864799137397,0.4838686152136779,3.7271488168647693,0.24502815511401743,0.21755675899395524,0.21543838088434017,0.19215398018804808,0.12982272481963897
307,0.9248844391928112,0.8225594554180254,0.8146388060077426,0.7244237251699458,0.3234715796140234,3.6099780054025485,0.2562022366365297,0.22785719308733068,0.22566309401015375,0.20067261464912037,0.08960486161686547
308,0.899775048987415,0.7852443967607216,0.7766118329436388,0.6816118639522134,0.4134300135452374,3.5566731561892264,0.25298221384825614,0.2207805896907509,0.2183534440301887,0.19164309848547395,0.11624065394533024
309,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
310,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
311,0.8836751692173873,0.7744101146547269,0.7657179318284134,0.6708006894934858,0.4299339415850208,3.524537846779034,0.25072086260187293,0.2197196195133601,0.21725342870929285,0.19032302067816062,0.12198306849731351
312,0.9079613320863964,0.8343788145145707,0.8284768590382733,0.7629688538835134,0.5615717696485628,3.895357629171317,0.23308805468512336,0.21419825698829947,0.2126831315394577,0.19586618906819717,0.14416436771892222
313,0.8786888993719026,0.803003963130542,0.7971734040821582,0.7271234534518541,0.5000195042909968,3.706009224327454,0.2370984113055904,0.2166761911598498,0.21510291956351643,0.19620119903608943,0.13492127893495398
314,0.9130834224698716,0.8571072691142664,0.8518452631180105,0.7901106469561049,0.5854598805284873,3.9976064821867405,0.22840752999039657,0.2144051128928073,0.21308882375336766,0.19764592900197234,0.14645260436145618
315,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
316,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
317,0.933565433729386,0.8091665890938983,0.7983261959131804,0.676487668906277,0.4628703492782808,3.6804162369210225,0.25365756850110843,0.21985735770224568,0.2169119318365597,0.1838073808391346,0.12576576112095156
318,0.886560374904432,0.7757548841972828,0.7673266636677563,0.6736654079537476,0.4141498390518161,3.5174571697750348,0.25204581949782023,0.2205442303216154,0.21814811855031968,0.19152057166252093,0.11774125996772374
319,0.9000212996564614,0.8019687421264982,0.7935521717154546,0.694503004005159,0.389162899563607,3.57920811706718,0.25145821930967877,0.22406317707606094,0.22171165960745948,0.19403817305103735,0.10872877095576351
320,0.9324888362261988,0.8443430941815047,0.8364857916189059,0.7453371724225007,0.4169355297928753,3.7755904242419858,0.24697828192352508,0.2236320679171711,0.22155098875345958,0.1974094349950948,0.11042922641074931
321,0.9379141980431408,0.8663488946361518,0.860645988160915,0.7976653173905343,0.447852157156463,3.910426555387205,0.23984958795633737,0.2215484378405279,0.22009005308519214,0.2039842216935719,0.11452769942437067
322,0.9214944425516864,0.8001339127062362,0.790576785631369,0.67964455575756,0.3859441748970643,3.577793871543916,0.2575593999086472,0.22363890750390172,0.22096767282185922,0.1899619095340098,0.10787211023158212
323,0.9349615791639652,0.8381104973950468,0.8310285368215334,0.7542775300524356,0.4994004920867258,3.857778635519707,0.24235749831664727,0.2172520967580452,0.21541633549680855,0.19552120567716863,0.1294528637513304
324,0.9163284990141172,0.8086692470770414,0.8001448719736528,0.7044113226074068,0.3647589390779662,3.5943128797501847,0.25493843459665777,0.22498576894431246,0.22261414037758037,0.1959794114129445,0.10148224466850476
325,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
326,0.8970706475194138,0.8027599210217701,0.7954165972545517,0.7146417828035407,0.4948983170409986,3.7047872656402747,0.24213823445119698,0.21668178587928563,0.21469966835385484,0.19289684712302468,0.13358346419263792
327,0.9181767590177304,0.7958833441462734,0.7871108773462413,0.6889636757840274,0.4419831412448278,3.6321177975391006,0.2527937721733118,0.2191237697977513,0.21670852136996746,0.18968648986297382,0.12168744679599554
328,0.9143273202427932,0.8006751388373836,0.7923518167402032,0.7039150683934974,0.4907326932093971,3.702002037423274,0.246981852251815,0.21628165807133973,0.2140333281101348,0.19014443030491887,0.13255873126179168
329,0.9242542143402226,0.7608649633282981,0.7482017296345979,0.6048446160908675,0.2844464834329612,3.3226120068269474,0.2781709728494221,0.22899603136476793,0.2251848028290011,0.1820388943542302,0.08560929860257864
330,0.9310771626046566,0.8104945697555895,0.8010637083776363,0.698253218211362,0.4555461394268701,3.6964347983761145,0.2518851848850923,0.21926386206288528,0.21671252221993814,0.18889910313530012,0.12323932769678411
331,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
332,0.926916170928382,0.8205296052571444,0.8123753845902536,0.7247953987150585,0.4006858190863571,3.685302378577196,0.25151699255848886,0.22264919427695118,0.22043656154583757,0.19667189398848842,0.10872535763023385
333,0.9006366902273556,0.8023087623882532,0.7945678094466407,0.7090623441742004,0.4728358092273281,3.679411415463778,0.24477738108931568,0.2180535612343652,0.21594970491944512,0.19271080727590378,0.12850854548097027
334,0.9364474842624704,0.8235532968125456,0.8149452555203115,0.7196561285156389,0.4463618178011825,3.7409639829121484,0.2503225073911281,0.220144674093187,0.21784365186160345,0.19237184100217494,0.11931732565190664
335,0.9158313548804634,0.8332700756296337,0.8265707413072252,0.7516141795226855,0.4760379648670275,3.803324316207035,0.24079759671765258,0.21908993458139644,0.21732849280955996,0.1976203229158886,0.12516365297550244
336,0.8905621808379248,0.8030194152150794,0.7962748700592974,0.7203067698030646,0.498900732044464,3.7090639679598305,0.24010429276251558,0.21650190510377743,0.2146835096233965,0.19420176519610394,0.1345085273142065
337,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
338,0.8966084153443197,0.8131350796725169,0.8065071552745482,0.7325355199999274,0.5215177740213068,3.770303944312619,0.237807993357359,0.2156683099512719,0.213910381546596,0.1942908398949993,0.1383224752497738
339,0.9360950281251788,0.8238757894081192,0.8148460596534954,0.7006985506717924,0.3165744872170732,3.5920899150756593,0.2605989967557541,0.22935834260450746,0.2268445609431056,0.19506709665897487,0.08813100303765789
340,0.9149180131395596,0.8189559479083818,0.8105453911455127,0.715767366635892,0.4659103143167483,3.726097033146094,0.24554326014614208,0.21978921660472814,0.2175320137761245,0.19209573993072873,0.12503976954227664
341,0.9099848509240124,0.8158019981471956,0.8083631479400215,0.7253733731217641,0.4892251360746077,3.748748506207601,0.24274363815474864,0.21761982613565528,0.21563547050474113,0.19349747573639814,0.13050358946845686
342,0.943539892014804,0.8534324638555287,0.8448677642389,0.7350252260598689,0.3595139517467261,3.736379297915828,0.25252786636011915,0.2284116241441488,0.2261193783806081,0.1967212553794712,0.09621987573565267
343,844.4599680394963,152.6393394527255,15.635910706867044,20.275997343882977,26.72006792507353,1059.7312834680456,0.7968623567249438,0.14403589082809978,0.014754599539326063,0.019133149752386606,0.025214003155243483
344,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
345,0.9300380342489014,0.7998021027936713,0.7906014506081607,0.692235745669375,0.4465108835299349,3.659188216850043,0.2541651260151659,0.21857364404233046,0.21605924695744075,0.1891774089350549,0.12202457405000802
346,0.912712166604405,0.8100734874900802,0.8021584640670341,0.7151282352088395,0.4814963157401611,3.72156866911052,0.24524931494077454,0.21766990199960312,0.21554310437022123,0.19215774282078746,0.1293799358686137
347,0.9297415689090572,0.8283101869343436,0.8202451055762021,0.7296174801084648,0.3389025352691402,3.646816876797208,0.25494605304272816,0.22713237733554675,0.22492083734584906,0.20006967850528498,0.09293105377059104
348,0.8997234917751527,0.7930026351171713,0.7846898744015132,0.6920621324144943,0.4287834683858055,3.5982616020941367,0.25004393545247694,0.2203849310610588,0.21807471528608005,0.19233235627218545,0.11916406192819878
349,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
350,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
351,0.9075039643036894,0.834930224855362,0.8290839203929729,0.7639764980392714,0.5629032401365756,3.8983978477278707,0.2327889558097863,0.21417265693956555,0.2126729884370815,0.19597191663866348,0.14439348217490328
352,0.8784307705100405,0.8021412208206037,0.7962761629092855,0.7263475645359391,0.5020078915573514,3.70520361033322,0.2370802964944322,0.21649045644443404,0.2149075318529321,0.19603445341310582,0.13548726179509588
353,0.9413182701097996,0.8725641215871635,0.8656240487158373,0.7848488946956644,0.5686418165721724,4.032997151680637,0.23340414949649343,0.21635624543487394,0.2146354227785936,0.19460685569009167,0.1409973265999474
354,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
355,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
356,0.9346143413293434,0.816623108291958,0.8063414075355495,0.6881707462634901,0.4683890371167698,3.7141386405371106,0.2516369020608737,0.21986877371219082,0.21710051389437163,0.1852840760311446,0.12610973430141934
357,0.8864717667303418,0.7758498438206971,0.7674514986981126,0.6743001210358512,0.4154789671336862,3.519552197418689,0.25187061222745843,0.22043993107694812,0.21805373401223516,0.19158690742827927,0.11804881525507901
358,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
359,0.9223651356604284,0.8417751079235917,0.8345152250901847,0.7492907330832731,0.4738700894751772,3.821816291232655,0.2413420911351385,0.2202552513721409,0.21835566167965326,0.19605618794450308,0.12399080786856433
360,0.9349909668278624,0.8677244088369018,0.8621525873559059,0.800034247917414,0.4647287241854584,3.9296309351235426,0.23793353173978601,0.22081575169847895,0.219397852263905,0.20359017452926834,0.11826268976856168
361,0.9214944845121212,0.8001340379217048,0.7905769167665782,0.6796447580581488,0.3859444168373536,3.5777946140959065,0.2575593581815984,0.22363889608679935,0.2209676636137353,0.18996192665181597,0.107872155466051
362,0.9349616019394346,0.8381105563382719,0.8310285979773958,0.7542776184966785,0.4994006855238352,3.857779060275616,0.24235747753595743,0.21725208811683316,0.2154163276312728,0.19552120707575973,0.1294528996401769
363,0.9163212392894944,0.8087985098391174,0.8002878321275919,0.7047173451060034,0.36564735810796,3.5957722844701667,0.2548329445796686,0.22493040322165256,0.22256354652489166,0.1959849760647017,0.10168812960908556
364,0.8947835743306408,0.799983564193761,0.7926621345905499,0.712144964965193,0.4932483592128343,3.692822597292979,0.2423034280028944,0.21663200522553896,0.21464939452320572,0.19284570168283477,0.13356947056552612
365,0.9178248121355808,0.7954276621146845,0.7866194405177828,0.6879631977607571,0.4403629567025856,3.6281980692313907,0.25296987502394425,0.2192349058504379,0.21680719340783475,0.18961566723574644,0.12137235848203665
366,0.9169714731954296,0.8054622465439595,0.7971415138609619,0.7084187324588925,0.4922768787550566,3.7202708448143005,0.24647976221236675,0.2165063459470152,0.21426975269074844,0.19042127899003913,0.13232286015983036
367,0.9243959122701864,0.7554348388253705,0.7420728325420174,0.5894263608899459,0.2730396168393725,3.2843695613668924,0.2814530749351697,0.23000908536948347,0.22594072277091154,0.1794640797500991,0.0831330371743363
368,0.9310783784113416,0.8105183956194085,0.8010785479112957,0.6981122420425299,0.455429457989166,3.696217021973742,0.251900354572296,0.21928322682378645,0.21672930543551472,0.18887209216674866,0.12321502100165412
369,0.8939310381645842,0.7935326982116657,0.7859270335154195,0.7024354738760905,0.4714906454580241,3.6473168892257837,0.24509278061505071,0.2175661513140716,0.21548087467723384,0.19258964746142376,0.12927054593222018
370,0.9269162211046372,0.8205297517419735,0.8123755365594313,0.7247956105677598,0.4006865628947803,3.6853036828685823,0.25151691715759505,0.22264915522600462,0.22043652476614653,0.19667188186879359,0.10872552098146011
371,0.9006367225755842,0.802308855270818,0.7945679063752294,0.7090624846257045,0.4728360234874374,3.679411992334774,0.24477735150395172,0.2180535522910312,0.21594969740559977,0.19271081523430278,0.1285085835651144
372,0.9364475358264028,0.8235534425571797,0.8149454072553358,0.7196563480876225,0.4463621607397983,3.740964894466339,0.2503224601790844,0.2201446594100323,0.21784363934043022,0.19237185282121813,0.1193173882492349
373,0.91528066932285,0.8327435589257873,0.8260616071383072,0.7513560546608682,0.4778751041610519,3.8033169942088647,0.24065326942679394,0.2189519201775102,0.21719504537647352,0.1975528350134694,0.12564693000575294
374,0.8869303266520423,0.7994112073868941,0.7927752876149915,0.7179893527825519,0.4989987424979593,3.696104916934439,0.23996351472286265,0.21628477149667283,0.21448938962277125,0.1942556742620971,0.13500664989559613
375,0.9382620470015026,0.8130469276604659,0.8021459761361405,0.6941538895260956,0.444448525809209,3.6920573661334135,0.25412986688885547,0.22021513942833093,0.21726259821802418,0.1880127583860007,0.12037963707878875
376,0.9364518855268184,0.8241912646226663,0.8151005897884926,0.6997151697860239,0.3139679807284812,3.589426890452483,0.2608917562905897,0.22961639553515711,0.22708376982313774,0.1949378525154521,0.08747022583566326
377,0.9140475592548094,0.8211831565522283,0.8130123300208454,0.7205319308418333,0.4671387129479526,3.735913689617669,0.24466506327354487,0.21980785017446902,0.21762074757782976,0.19286632152242578,0.12504001745173063
378,0.9099849015297764,0.8158021579900112,0.8083633149539955,0.7253736213515452,0.4892255188425199,3.748749514667848,0.24274358635306265,0.2176198102321846,0.21563545704803358,0.19349748989985951,0.1305036564668597
379,0.9422746288249616,0.8549947540349853,0.8469044634832147,0.7444645714786865,0.3845498925364229,3.773188310358271,0.2497290225982628,0.22659742469990904,0.2244532723580922,0.19730384763330253,0.10191643271043348
380,816.3029426906479,147.6387551375212,15.143739844685472,19.62732931832332,25.853179289596877,1024.5659462807748,0.7967305039308286,0.1440988309961474,0.0147806394499622,0.01915672621130099,0.025233299411760852
381,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
382,0.931487788789472,0.7978618114451316,0.7887549265290893,0.6917232146661179,0.4437304639672441,3.653558205397055,0.2549535922032044,0.21837938978679086,0.21588678274344625,0.18932864232032784,0.12145159294623066
383,0.9114664157562083,0.8082584827149784,0.8002987948224614,0.7127059332717957,0.4760661342878212,3.7087957608532647,0.24575805046393595,0.2179301678583202,0.21578400279403373,0.1921664009634833,0.12836137792022684
384,0.9291552459611592,0.8295520127543531,0.8215861301299366,0.7318299861496059,0.3481911167076118,3.6603144917026667,0.2538457414157723,0.2266340814798323,0.22445779781828523,0.19993636825702946,0.0951260110290807
385,0.8985902103110124,0.7912631887840472,0.7829328292540695,0.6902044478624854,0.427494427752544,3.5904851039641583,0.25026986167381754,0.2203777946078748,0.21805767370811657,0.19223153080358116,0.11906313920660995
386,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
387,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
388,0.9047165561535168,0.8318632893000707,0.8260082641077162,0.7608352607747775,0.5612782709325148,3.884701641268596,0.23289215999045698,0.2141382700959283,0.21263106935491016,0.1958542331004647,0.14448426745823975
389,0.877270273316556,0.8001628852971857,0.7942869065133311,0.7243761265069406,0.5008747476557398,3.696970939289753,0.23729433845241252,0.21643742902964494,0.21484802546647183,0.19593773886848698,0.13548246818298385
390,0.9443480057026146,0.8742227184996452,0.8671025811071598,0.7842842865475957,0.5668371601268261,4.036794751983841,0.2339351053799613,0.21656357883194766,0.21479976921814795,0.19428391452455376,0.14041763204538943
391,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
392,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
393,0.9346143966814442,0.8166233007307911,0.8063416112455466,0.6881710320231744,0.4683892991299562,3.714139639810912,0.25163684926208796,0.2198687663699057,0.21710051033153877,0.18528410311956106,0.12610977091690662
394,0.889268315292427,0.781007420894149,0.7727020497080069,0.680707398606135,0.4259712405195113,3.5496564250202294,0.25052236296006003,0.2200233846264989,0.21768361700065192,0.19176712253278308,0.12000351288000605
395,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
396,0.92189036704262,0.8411612788596009,0.8338989990156656,0.7486602611092725,0.4734964119414394,3.819107317968599,0.24138896613488667,0.22025075726518692,0.21834919251738136,0.1960301711310612,0.12398091295148374
397,0.9349910148253148,0.8677245661183142,0.8621527522258405,0.8000345088828361,0.4647298555205551,3.92963269757286,0.23793343724028265,0.22081569268656195,0.21939779581902139,0.20359014962822808,0.11826292462590607
398,0.9222528943597968,0.8012469175597539,0.7917988530071793,0.6849202259051925,0.3949021703295277,3.59512106116145,0.2565290232707355,0.22287063604497948,0.22024261201134032,0.19051381420906038,0.10984391446388442
399,0.9326436652105846,0.8308969231096281,0.8235787233820194,0.7460367069619933,0.4969479725064811,3.8301039911707067,0.2435034838115488,0.21693847608969408,0.2150277708596327,0.19478236326788617,0.12974790597123823
400,0.9162687258052644,0.8097325624823157,0.8013208708512013,0.7069287775339345,0.3720674892794516,3.6063184259521677,0.2540731620401335,0.22453163221950484,0.22219914500190882,0.19602505770057888,0.10317100303787387
401,0.894783630122057,0.7999837120006635,0.7926622888132205,0.7121451871275462,0.4932486889054723,3.6928235069689594,0.2423033834228618,0.21663199188668616,0.21464938341010278,0.19284571433853046,0.1335695269418188
402,0.9173924966720172,0.7948679237994757,0.786015782641199,0.6867342568363417,0.4383727962382241,3.6233832561872577,0.2531867130272476,0.21937174943946824,0.2169286898643706,0.18952846229105913,0.1209843853778544
403,0.925688522089522,0.8212440492672753,0.8129318541979041,0.7232661090121575,0.4973676628595885,3.7804981974264478,0.24485887143648927,0.2172316997337368,0.21503299611445464,0.19131502549175045,0.13156140722356874
404,0.9244880854923232,0.751902851945351,0.7380863298825805,0.5793975984396674,0.2656200344778427,3.2594949002377644,0.2836292474103537,0.23068078796211747,0.2264419342483833,0.17775686607069185,0.08149116430845374
405,0.9310784038781836,0.810518475645119,0.8010786311277177,0.698112354235813,0.4554296116145876,3.696217476501421,0.2519003304858233,0.21928322150900567,0.21672930129802923,0.188872099294492,0.12321504741264987
406,0.8939310687230633,0.793532780122474,0.7859271187432159,0.7024355958366943,0.4714908332118635,3.647317396637311,0.24509275489630653,0.21756614350428652,0.21548086806698286,0.1925896541069646,0.12927057942545944
407,0.9263411964662708,0.8207744508163964,0.8127978271646156,0.7270859548575956,0.4275173020102746,3.714516731315153,0.24938404198230454,0.22096399348450235,0.21881657452565526,0.19574173639545442,0.11509365361208343
408,0.9006845209966966,0.8015984680944003,0.7938026263211295,0.7080567798543675,0.4752188609035174,3.679361256170111,0.24479371779172054,0.2178634856118459,0.21574468258314153,0.19244013581623456,0.12915797819705752
409,0.9343433065670508,0.8214403187737964,0.8128965145410167,0.7183529535163349,0.4517779220585729,3.7388110154567715,0.24990386053329358,0.21970629576564485,0.2174211296533545,0.19213406362251598,0.12083465042519115
410,0.9135638520016268,0.831101993592741,0.8244742251165117,0.7505511180082793,0.483601774436613,3.803292963155772,0.24020338713102965,0.2185216867709124,0.21677904728969563,0.19734244121586458,0.12715343759249767
411,0.88432712766554,0.7948175175276049,0.7881763948431033,0.7136378950813778,0.4970580166221655,3.6780169517397914,0.24043584879271201,0.2160994709803164,0.2142938450760203,0.19402789721885585,0.13514293793209545
412,0.9382620503439904,0.8130469372679447,0.802145986195323,0.6941539036768875,0.4444485416275794,3.692057419111725,0.25412986414759703,0.22021513887060737,0.21726259782501212,0.18801275952092167,0.12037963963586179
413,0.9313798448797396,0.8241341563680885,0.8153210056832729,0.7040013867437037,0.3256856754745836,3.600522069149388,0.25867911013798484,0.2288929606707806,0.22644521822800268,0.19552758550651567,0.09045512545671629
414,0.9116948836772106,0.8190084421454508,0.8108944089392532,0.7189328597944449,0.4649443746288842,3.7254749691852442,0.24471910057594534,0.21984000668901735,0.21766202045281616,0.19297750373871775,0.12480136854350328
415,0.9176411351568354,0.8105739619237922,0.8020754082561121,0.711755681994005,0.4824895565754201,3.7245357439061646,0.24637732008834073,0.21763087204895237,0.215349096748075,0.19109916803954208,0.12954354307508986
416,0.9400868961292138,0.85349818868277,0.845539122182558,0.7453733813756842,0.3911202206138618,3.7756178089840877,0.24898889233234248,0.22605523966220042,0.22394722266925335,0.19741759338089443,0.10359105195530934
417,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
418,0.9314878264233878,0.79786190450713,0.7887550221778183,0.6917233426162916,0.4437306403888077,3.653558736113436,0.25495356546923376,0.21837938353657768,0.21588677756331245,0.1893286498391236,0.12145162359175242
419,0.91154103361411,0.8062174208841,0.7981514855040692,0.7093254338196878,0.4666939184203758,3.6919292922423432,0.2469009998456588,0.21837293107919542,0.21618818301346748,0.19212866164857384,0.12640922441310432
420,0.9283099746362748,0.8286669288535478,0.8207068996336223,0.7310790096263368,0.3486843252926845,3.6574471380424662,0.25381364093566194,0.22656976234441648,0.224393372934128,0.19988778566943932,0.09533543811635425
421,0.8980536628086208,0.7904396525381795,0.7821009607205367,0.6893249296238487,0.4268841255024929,3.5868033311936784,0.25037716871690063,0.22037440571772954,0.21804958022614962,0.19218364264049104,0.11901520269872923
422,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
423,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
424,0.9042414229350032,0.8312695578054796,0.8254175290336377,0.7602893245642921,0.560934870417535,3.8821527047559474,0.23292268277526415,0.21412592987058648,0.21261851137963617,0.19584219951803464,0.14449067645647862
425,0.8783220643784464,0.8022876884245342,0.7964566412979329,0.7274021282999145,0.5072821805829882,3.711750702983816,0.23663282764986818,0.2161480532029234,0.21457708370814732,0.19597278656542524,0.13666924887363593
426,0.947340960649356,0.8758613159004642,0.8685633122611595,0.7837267850890027,0.5650547611122149,4.040547135012197,0.2344585841953051,0.2167679986482376,0.21496180671545057,0.193965509843418,0.13984610059758878
427,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
428,0.9210464512904504,0.8316515528397465,0.8244988451177843,0.7480837759742718,0.5307923023738148,3.8560729275960677,0.23885607678707577,0.21567319095238435,0.21381827071195691,0.1940014595213162,0.13765100202726677
429,0.9346144126947596,0.8166233564031804,0.8063416701786762,0.6881711146932362,0.4683893749301701,3.714139928900023,0.251636833987446,0.21986876424578625,0.21710050930081187,0.18528411095621927,0.12610978150973648
430,0.8865864453254677,0.7818188360571737,0.7737759036120293,0.6841138375227285,0.4331371067423602,3.5594321292597595,0.24908086827598747,0.2196470694385077,0.21738745831148867,0.19219746652817926,0.1216871374458369
431,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
432,0.929029252710414,0.8436816746863433,0.8364926585639791,0.7541262740309451,0.4773376695754916,3.840667529567173,0.24189265161806695,0.21967058283262092,0.2177987686057919,0.19635291735755422,0.12428507958596602
433,0.934991033143025,0.8677246261430759,0.8621528151466801,0.8000346084774707,0.4647302872826386,3.92963337019289,0.2379334011755733,0.22081567016530165,0.21939777427744117,0.20359014012500615,0.1182630142566778
434,0.9222529123842828,0.8012469721316121,0.7917989099211847,0.6849203102436122,0.394902283976581,3.595121388657273,0.2565290049159456,0.22287063092210818,0.2202426077793469,0.19051382031342767,0.10984393606917163
435,0.9326437239894984,0.8308970746113158,0.8235788797375809,0.7460369240796164,0.49694844494056,3.830105047358572,0.243503432009703,0.21693845582233917,0.21502775238646818,0.1947823662419181,0.12974799353957145
436,0.9204801500896952,0.8166160643360431,0.8085074368297965,0.7184587981816005,0.4066583794353427,3.670720828872478,0.25076277739498803,0.2224674940989397,0.22025849268361355,0.195726897161582,0.11078433866087672
437,0.8928495990778557,0.7977183322284007,0.7904203987418844,0.7102247894619085,0.492497367366872,3.6837104868769215,0.2423777879012475,0.21655293896473188,0.21457180241436644,0.19280146797422254,0.13369600274543159
438,0.9210068939548062,0.7983761681095674,0.789443899325743,0.6902472444800067,0.4411163594423736,3.640190565312497,0.25301062607301744,0.21932262989672072,0.21686883836477724,0.18961843675366802,0.12117946891181654
439,0.9256885362383206,0.8212440964825651,0.8129319032586511,0.723266177241766,0.4973677562684369,3.780498469489739,0.24485885755781367,0.21723169658984412,0.2150329936169433,0.19131502977155987,0.13156142246383914
440,0.9244881245823092,0.7519030158798098,0.7380864990906638,0.57939781889608,0.2656202289842648,3.2594956874331276,0.2836291909041761,0.2306807825452096,0.22644193147312042,0.17775689077605722,0.08149120430143668
441,0.9310784685082756,0.8105186787355285,0.8010788423155712,0.6981126389617206,0.4554300014876684,3.6962186300087643,0.2519002693588144,0.2192832080210598,0.21672929079784217,0.18887211738339874,0.12321511443888493
442,0.9268923704810595,0.8242002256405763,0.8164605251503855,0.7333228994573687,0.4498317615009945,3.7507077822303847,0.24712465601089204,0.2197452516949907,0.21768172103902786,0.1955158711461369,0.11993250010895248
443,0.9006845472193279,0.8015985435684492,0.7938027050438633,0.7080568928774176,0.4752190301114877,3.6793617188205454,0.2447936941378112,0.2178634787300579,0.21574467685072407,0.1924401423365333,0.1291580079448736
444,0.932872778241771,0.8178439963593908,0.8093145174985855,0.7152148999998728,0.4543880147094067,3.7296342068090267,0.25012446972377794,0.21928262961185027,0.21699568178054998,0.19176542801278926,0.12183179087103255
445,0.9131365456837436,0.8319674284760603,0.8254451087563822,0.7529318452822032,0.4984369305436796,3.821917858742069,0.2389210285079988,0.21768323109641366,0.2159766743464408,0.19700367017569034,0.13041539587345635
446,0.882211228344616,0.7926394070439038,0.7860484648906203,0.7120498856773287,0.4966457320640093,3.669594718020478,0.2404110797337628,0.2160018933838787,0.21420579799467482,0.19404047051316775,0.1353407583745159
447,0.9382620782850456,0.8130470175802998,0.8021460702836327,0.6941540219684513,0.4444486738590768,3.6920578619765063,0.254129841232433,0.22021513420839056,0.21726259453967817,0.1880127690081333,0.12037966101136499
