reach,gwf_q_m3d
243,510.0131464139299
244,-0.0
245,944.1634978062252
246,-0.0
247,-580.2622756831822
248,-27.43846675685484
249,112.36381032216846
250,-0.0
251,676.0768125488853
252,-34.32489993271599
253,149.68942223903724
254,82.27294759875413
255,727.126980847005
256,-513.0381581266357
257,643.6852102500146
258,646.5172016867805
259,672.6671090391199
260,-885.4144575655863
261,841.4107062249936
262,-0.0
263,-0.0
264,-674.9132689128076
265,410.2962536025802
266,113.73542815141563
267,65.8961306527906
268,69.94752167664925
269,-0.0
270,-0.0
271,1.5210480272319757
272,762.945510178547
273,-13.907633190540942
274,99.29905922473561
275,-0.0
276,-0.0
277,61.20109795693522
278,93.4502522814004
279,243.0071967242738
280,87.80972791050765
281,1129.852968949345
282,-372.8847528998949
283,-291.8792519163221
284,380.1025049521387
285,-0.0
286,357.72123632234343
287,1283.5573159429316
288,-0.0
289,408.49392161936794
290,1003.6489859036004
291,-0.0
292,-510.62273403253414
293,296.62708956817625
294,-105.54416674217863
295,45.889376417133455
296,131.80600585192013
297,-42.61030208347131
298,388.94381113900283
299,96.47680849378958
300,189.82592581685557
301,-303.9776835483506
302,206.08461130230535
303,133.99775612644007
304,-0.0
305,-264.5958486545324
306,-316.315720343953
307,719.471357045874
308,138.53977412571592
309,-0.0
310,-0.0
311,25.40396265450099
312,704.2515820608018
313,163.05109808947168
314,-165.74147028809327
315,-0.0
316,-0.0
317,1717.4324176491903
318,171.69725278517407
319,-243.0071967242738
320,3.041379800398506
321,154.59298866895438
322,983.995432852302
323,1610.710910838022
324,306.94722522341226
325,-0.0
326,-67.3415668462378
327,529.6481993132918
328,697.9665801523316
329,242.65686188307637
330,-107.558236247675
331,-0.0
332,1240.8481570231563
333,142.22995210181455
334,3324.268854579093
335,296.51458936048857
336,433.3283485578721
337,-0.0
338,9.54880919064098
339,1281.6050534530893
340,-215.11670679141602
341,-279.576723823531
342,178.15146716391828
343,80.54994633313225
344,-0.0
345,1067.533676803955
346,233.36212813149976
347,1199.818377012474
348,578.9129002354553
349,-0.0
350,-0.0
351,98.78404439167043
