reach,gwf_q_m3d
1344,477.25968017360856
1345,813.3073589981036
1346,99.56334737689788
1347,5414.136929411776
1348,133.27769212113313
1349,-7894.575217585244
1350,5622.200471748549
1351,-5413.821432266665
1352,1326.2979451669762
1353,2899.990693960788
1354,768.3025535659099
1355,-74.02304619632096
1356,382.04542896412426
1357,2100.7256844537924
1358,684.9174302891646
1359,-652.2461794409807
1360,-241.54876505802656
1361,2058.671660040231
1362,-4166.751639432526
1363,2149.9199524613796
1364,-212.88994895750392
1365,70.55201558469916
1366,533.7134565655509
1367,1034.210614691394
1368,86.30341733723473
1369,1301.6482644700293
1370,1432.1629700525339
1371,-528.120136976725
1372,1464.6138644685689
1373,-375.70409366528077
1374,840.7122957928614
1375,-403.36459456741443
1376,2416.9938843522955
1377,-578.7749280841348
1378,-662.4975465987327
1379,-780.7782171210204
1380,3008.8704421290963
1381,-1689.8587878325827
1382,1208.2935632800034
1383,-79.21973773418559
1384,-3856.3014768580206
1385,2536.24564407742
1386,1255.937123866365
1387,831.3954372182196
1388,2310.6461877331417
1389,-491.9190186117145
1390,1914.2979083685125
1391,461.1723294486896
1392,1010.4088853400661
1393,-1024.8693156311278
1394,3701.7197670997402
1395,-1280.468745457015
1396,2938.938896118036
1397,-2321.9491183792707
1398,5021.100875217035
1399,-6831.201975486445
1400,4447.2538323309855
1401,-1049.0310814339562
1402,2257.817242928138
1403,674.1041238985279
1404,3520.0580060570555
1405,-6796.79876668944
1406,2542.0617486505002
1407,-741.8586554858152
1408,3854.4050387200227
1409,2280.2397889481726
1410,5463.261639841267
1411,-3609.271663043558
1412,-1129.9993883742222
1413,5357.909881697092
1414,-3634.577829519339
1415,-4641.631602951258
1416,1429.7691551667162
1417,-1789.8249742211663
1418,1846.843813868499
1419,159.13443493979216
1420,-1690.9261316818456
1421,5155.26840273934
1422,4564.0839719040405
1423,-2184.292761956342
1424,5580.498284889853
1425,-4625.589222701578
1426,4269.420285695503
1427,1476.6046639251972
1428,2329.3071442521823
1429,53.23052508845171
1430,599.9985547227532
1431,-3583.320941913098
1432,565.4161393130672
1433,4937.608537276955
1434,401.1775097322282
1435,7068.578021985062
1436,-4612.937312909358
1437,-3449.6976027221917
1438,6071.667813146173
1439,3527.143213455995
1440,6367.2440194445
1441,-2740.3029969174204
1442,-7349.4261323735145
1443,1000.4517232848398
1444,2504.1954086402866
1445,2995.3613877615385
1446,-571.017479853689
1447,-2650.6817181976357
1448,340.2867975686011
1449,6545.781284774933
1450,3266.888401821077
1451,2169.3123337439633
1452,3144.737024180228
1453,-1081.0708801854335
1454,-6522.665582551752
1455,1060.7601583224152
1456,3438.686502324489
1457,2667.7367955849286
1458,-8628.135595985259
1459,9493.583242138464
1460,-17.222002917712995
1461,1769.6867961380303
1462,1127.287381085788
1463,2299.7248432411016
1464,3236.61855192976
1465,-5282.5424315542305
1466,3069.561874492667
1467,7720.378837716726
1468,-14638.751459763484
1469,3759.584413930861
1470,-587.0871673132831
1471,-1710.1712762368668
1472,2241.511684431385
1473,3832.215196803489
1474,-11066.00285719153
1475,3300.4693494751505
1476,2401.289661416255
1477,-13668.999036493591
1478,9549.963043058931
1479,5801.3887736375345
1480,2492.500145447487
1481,-1535.864656481187
1482,46.72752786021852
1483,-288.613681330545
1484,-3438.627269083729
1485,7725.289328165009
1486,109.18982576087487
1487,310.6381894223039
1488,3144.836621217432
1489,1619.147617892449
1490,1645.3429615176008
1491,2195.404173686747
1492,1275.0966370006806
1493,2880.6108954629435
1494,-1792.491711882673
1495,-1481.0106437407899
1496,-2754.0593487468755
1497,4705.513475555192
1498,-314.6125094833847
1499,602.370934067486
1500,-643.653935442807
1501,1071.860345390108
1502,148.35955825061765
1503,-126.38504235757104
1504,180.29099341675814
1505,1125.6077790052111
