reach,row,col,Channel,d,gwf_q_m3d,gain_m3d,c_PFOS,load_PFOS,c_PFOA,load_PFOA,c_PFHxS,load_PFHxS,c_PFBS,load_PFBS,c_PFHxA,load_PFHxA
89,45,50,341,137.50423732942048,819.4143006234984,819.4143006234984,0.999740624929842,0.29900864421835177,0.9979979126263967,0.2984874229834416,0.9977909703321176,0.29842552939494393,0.9949863658861853,0.2975867108533789,0.9791559722341584,0.2928520582591947
90,64,30,485,27.85897848470294,-0.7633129367338904,0.0,0.9999541046234806,0.0,0.9994489854239998,0.0,0.9993819255286976,0.0,0.9984163442983958,0.0,0.9919040896270438,0.0
91,49,44,346,7.918043939840812,3.5317161914156063,3.5317161914156063,0.9999856381211936,0.0012890578963075257,0.9997951898198923,0.001288812393895019,0.9997660672680614,0.0012887748527004588,0.9992881047879678,0.0012881587225425685,0.9952588902810169,0.0012829647571713655
92,33,37,351,9.274693941598382,243.70246822639416,243.70246822639416,0.999972058228509,0.08894891544291604,0.9996730788400618,0.08892232080747266,0.9996338065562038,0.08891882748280683,0.9990725945024092,0.08886890688441836,0.9955529658405381,0.08855583098428786
93,74,14,219,104.13833523831642,103.6853935324676,103.6853935324676,0.9997985391532637,0.03783754431963171,0.9978154741877339,0.03776249489158845,0.9975828242632004,0.03775369021596055,0.9947109026994007,0.037645001860059556,0.9806923566534791,0.03711446762087316
94,118,98,447,122.51431983943256,-66.31510937013294,0.0,0.9997047936954765,0.0,0.9978485202353303,0.0,0.9976337123498783,0.0,0.9947837778541727,0.0,0.9782721798178158,0.0
94,118,98,355,122.51431983943256,-66.31510937013294,0.0,0.9997047936954765,0.0,0.9978485202353303,0.0,0.9976337123498783,0.0,0.9947837778541727,0.0,0.9782721798178158,0.0
94,118,98,270,122.51431983943256,-66.31510937013294,0.0,0.9997047936954765,0.0,0.9978485202353303,0.0,0.9976337123498783,0.0,0.9947837778541727,0.0,0.9782721798178158,0.0
95,110,20,358,108.29718370090002,-0.0,-0.0,0.9999253077320641,-0.0,0.9994486186589152,-0.0,0.9993922692566903,-0.0,0.998630885357614,-0.0,0.9942554980119668,-0.0
96,128,93,360,164.58861522875677,-0.0,-0.0,0.9996292110949812,-0.0,0.9969574711800405,-0.0,0.9966299490459545,-0.0,0.9921622780759854,-0.0,0.9684698299707417,-0.0
97,36,26,289,103.79413852530176,-0.0,-0.0,0.999965110410675,-0.0,0.999593193712662,-0.0,0.9995430669477781,-0.0,0.9988076105340807,-0.0,0.9939257405103582,-0.0
98,64,49,495,76.0498632980501,27.49303524436629,27.49303524436629,0.9997757381579868,0.010032707406058546,0.9981946519576468,0.010016841272658478,0.9979996305602146,0.010014884241152627,0.9951512803630429,0.009986301166941543,0.9777020676061495,0.009811199052162767
99,49,48,368,5.10888670437591,-0.0,-0.0,0.9999476031275513,-0.0,0.9993687200737245,-0.0,0.9992917208642002,-0.0,0.9981639094921555,-0.0,0.9901470901334123,-0.0
100,128,9,371,59.69732616318439,-0.0,-0.0,0.9999585052028385,-0.0,0.9994223799647016,-0.0,0.9993434490403128,-0.0,0.9981345223020063,-0.0,0.9849087033341827,-0.0
101,137,92,145,26.82584172739758,413.7564651870836,413.7564651870836,0.9999417284877866,0.1510123095648417,0.9991983497532512,0.15090004368335544,0.9990863484160953,0.15088312911711985,0.9972404705448984,0.1506043625924688,0.985186304580592,0.14878392907090682
102,77,73,373,35.56505371728326,43.29035378949714,43.29035378949714,0.9999339749190906,0.015799935872240743,0.9992340395409092,0.01578887620793553,0.9991373349256064,0.015787348180327055,0.9976594978765613,0.015763996907952868,0.9879656569849817,0.015610824730304783
103,135,41,375,139.34080429426805,171.75914712401027,171.75914712401027,0.999919458330717,0.062687039374789,0.999232428810658,0.06264396805917775,0.999145635241821,0.06263852678906161,0.9979275975279759,0.06256216546066497,0.9897776394779174,0.06205122756768728
104,94,98,376,23.48175794291077,84.08577499540819,84.08577499540819,0.9999522813009284,0.03068984332403947,0.9994276466884703,0.030673741601627513,0.9993559839829352,0.030671542179468898,0.9982983352837624,0.030639081557620768,0.9910780895974726,0.03041748277434181
105,135,68,382,24.95309351647621,904.8860548274922,904.8860548274922,0.9998991517406647,0.33025010150504763,0.9992116008491008,0.33002301485202507,0.9991272378883124,0.32999515116565714,0.9979689491488914,0.3296125876110227,0.9906519615211277,0.327195907986309
106,31,41,85,116.7222667053814,-0.0,-0.0,0.9999719969875381,-0.0,0.9996724561166251,-0.0,0.9996335883181543,-0.0,0.9990826779199771,-0.0,0.9956928979157226,-0.0
107,101,56,112,39.204899268374845,-43.39727727843412,0.0,0.9999282505999645,0.0,0.9991893680196059,0.0,0.9990910392702486,0.0,0.9976643542334047,0.0,0.9878476864713771,0.0
108,67,81,121,22.63184281362198,-0.0,-0.0,0.9999772298098115,-0.0,0.9996932558214613,-0.0,0.9996531782209549,-0.0,0.9990545987803993,-0.0,0.9948823391284813,-0.0
109,121,52,413,40.29540514865177,254.71227479848764,254.71227479848764,0.9998230467009991,0.0929535289567256,0.9979355027921897,0.09277804403670549,0.997694169547992,0.09275560728974633,0.9943174659046771,0.09244167521854352,0.9747510544579743,0.09062258633177352
110,138,95,145,95.43944395328636,-32.82339661267222,0.0,0.9996294270988441,0.0,0.9965188148530904,0.0,0.9961477653806425,0.0,0.9911304732917733,0.0,0.963934187551521,0.0
111,35,33,70,77.88957774180382,324.34369295913973,324.34369295913973,0.9999862821463793,0.11838382393584047,0.9998098463367978,0.11836293650349228,0.9997840847944517,0.11835988671176224,0.9993801922653334,0.11831207171378696,0.9961605622701838,0.11793091437464204
112,106,48,194,112.7719149171956,10.37921375290945,10.37921375290945,0.999918387519527,0.0037881038380283465,0.9991775188947432,0.003785297121684245,0.9990824792863331,0.003784937072394346,0.9976389091707384,0.003779468232573416,0.9888432945586292,0.0037461468116596537
113,21,48,406,4.012165420663634,-0.0,-0.0,0.9999601741801273,-0.0,0.9995469063790745,-0.0,0.9994918853695113,-0.0,0.9987030412986666,-0.0,0.9934740159228391,-0.0
114,77,91,211,87.76117640775226,348.17348223535413,348.17348223535413,0.9999800389215312,0.12708078429576136,0.9997413734482403,0.12705045389480377,0.9997082965483625,0.12704625037251835,0.9992183834875475,0.12698399059374094,0.9959240778112616,0.12656533928795696
115,70,55,217,16.734947591823435,594.3572157729695,594.3572157729695,0.9998710158442426,0.2169124018848853,0.9986580221739032,0.21664925457254686,0.9984987918195043,0.21661471107835775,0.9962033878137876,0.21611674525247995,0.9810925824269704,0.21283860133298446
116,42,49,206,116.71992833014671,1087.1795735530009,1087.1795735530009,0.9999460449741245,0.39679913388410715,0.9993973485862317,0.3965813998847824,0.9993248070465719,0.3965526139115269,0.9982720301545133,0.39613485041214436,0.9905388149201728,0.39306615173330206
