reach,row,col,Channel,d,gwf_q_m3d,gain_m3d,c_PFOS,load_PFOS,c_PFOA,load_PFOA,c_PFHxS,load_PFHxS,c_PFBS,load_PFBS,c_PFHxA,load_PFHxA
228,76,58,255,116.54436243860238,-0.0,-0.0,0.999910607154181,-0.0,0.9990724072167344,-0.0,0.9989640549646113,-0.0,0.9973935021203308,-0.0,0.9869437436198171,-0.0
229,45,48,283,24.25989750717125,-0.0,-0.0,0.9999241293925062,-0.0,0.9991375237602768,-0.0,0.999032880381589,-0.0,0.9974980018875095,-0.0,0.9873855429740167,-0.0
230,64,31,284,21.43053168539191,24.39011715111316,24.39011715111316,0.9999559405977122,0.008902000526052358,0.9994683326245988,0.00889765964836272,0.9994019542408661,0.008897068721919947,0.9984349062075024,0.008888459680509006,0.9918381246200505,0.008829732539864544
231,50,43,286,41.71579090317114,217.26806160849816,217.26806160849816,0.9999892162432537,0.07930198730453916,0.999845742446143,0.07929060942460586,0.9998254876105772,0.07928900315857139,0.999520942767389,0.07926485188684176,0.9972676168092575,0.07908615673331197
232,74,14,219,104.13833523831642,93.57248982117518,93.57248982117518,0.9997985391532637,0.034147078099272775,0.9978154741877339,0.03407934858017263,0.9975828242632004,0.034071402664238845,0.9947109026994007,0.03397331517351585,0.9806923566534791,0.03349452632964162
233,117,100,355,49.58775852657823,-482.3123334409041,0.0,0.999855713865002,0.0,0.9987315220685938,0.0,0.9985898414645011,0.0,0.9965947456256122,0.0,0.9842446897922201,0.0
234,112,20,358,39.81629324391515,-431.5996684426904,0.0,0.9999219481120319,0.0,0.9993666739092728,0.0,0.9992978954708823,0.0,0.9983417962239075,0.0,0.9926889351653508,0.0
235,127,91,360,123.35673690087134,-0.0,-0.0,0.9996540218522817,-0.0,0.9966557255776373,-0.0,0.9962622652990154,-0.0,0.9904958072706608,-0.0,0.9595748080364347,-0.0
236,36,26,289,103.79413852530176,-0.0,-0.0,0.999965110410675,-0.0,0.999593193712662,-0.0,0.9995430669477781,-0.0,0.9988076105340807,-0.0,0.9939257405103582,-0.0
237,65,48,295,34.33429925630903,552.0738487717274,552.0738487717274,0.9998939332928947,0.20148558162252583,0.9987752262967596,0.20126015438241937,0.9986244011163877,0.20122976205961518,0.9963966499920902,0.200780854714502,0.9817720407173097,0.19783389423437656
238,47,48,368,120.62298428305137,-0.0,-0.0,0.9999184327125701,-0.0,0.9991379725403453,-0.0,0.9990372502424923,-0.0,0.997586212265186,-0.0,0.9873870513685669,-0.0
239,126,9,258,149.47434147780515,6.522589599293449,6.522589599293449,0.9997779545011686,0.0023802165699857536,0.9984327531762451,0.002377013988383374,0.9982775172109879,0.00237664441110364,0.9962136939910319,0.002371730973871358,0.9823287982255982,0.0023386745748733423
240,77,72,593,14.712634128003168,-153.95351761977324,0.0,0.99993929823151,0.0,0.9992138228974342,0.0,0.9991127593369916,0.0,0.9975903892392912,0.0,0.9873732885162861,0.0
241,133,42,375,75.12751854027834,914.763091098426,914.763091098426,0.9997564708104574,0.333807216648243,0.998091624486655,0.3332513435594246,0.9979030969972882,0.3331883963934651,0.9954173613610752,0.3323584377802691,0.9803180388427787,0.32731694720704896
242,92,99,327,67.24083394490329,-881.1926103778302,0.0,0.9999259144264676,0.0,0.9992265416010008,0.0,0.9991352614162103,0.0,0.9978272371877709,0.0,0.9888492540113866,0.0
243,133,67,382,56.627402307589314,510.0131464139299,510.0131464139299,0.9999161152688519,0.18613918289586528,0.9993424316503027,0.18603238893748528,0.999271715862778,0.18601922485431202,0.9982808655773683,0.18583477331914627,0.9921242727281789,0.18468869401822163
244,31,38,85,112.1813601986324,-0.0,-0.0,0.9999678877431958,-0.0,0.9996084781157759,-0.0,0.9995593049427692,-0.0,0.9988372744878264,-0.0,0.994077723079729,-0.0
245,102,54,112,86.67486989566551,944.1634978062252,944.1634978062252,0.9993077844210871,0.3443811255902611,0.9958745941827448,0.3431979806802764,0.9954949923457123,0.34306716241792384,0.990594993447567,0.3413785263818182,0.9640801513939417,0.33224099008556557
246,70,81,111,61.62775683948339,-0.0,-0.0,0.9998764566844071,-0.0,0.9988823879193104,-0.0,0.9987583702281283,-0.0,0.9969953584160066,-0.0,0.986099819944278,-0.0
247,122,51,504,60.787881288562005,-580.2622756831822,0.0,0.9998696945492727,0.0,0.9985004430803973,0.0,0.9983147252202531,0.0,0.9954581635898078,0.0,0.9797199953490505,0.0
248,137,93,145,169.12271620047431,-27.43846675685484,0.0,0.9998778130991376,0.0,0.9983564780305112,0.0,0.9981372866031156,0.0,0.9948609386517774,0.0,0.9772898563958162,0.0
249,106,45,194,27.82076457809608,112.36381032216846,112.36381032216846,0.9999229642610274,0.041009631316947376,0.9992413124208427,0.04098167487264954,0.9991571717708281,0.04097822402977544,0.9979875009424807,0.04093025256482548,0.9909809565547234,0.04064289462584654
250,24,49,183,109.21803925223853,-0.0,-0.0,0.9999224889626822,-0.0,0.9992396645919633,-0.0,0.9991522223301126,-0.0,0.9979186485415037,-0.0,0.9896739735783577,-0.0
251,77,89,211,38.36160588086118,676.0768125488853,676.0768125488853,0.9999559543011511,0.24675716750971843,0.9995385110922587,0.24665415586867617,0.9994859905760272,0.24664119548400557,0.9987518752667478,0.24646003929051113,0.994273219899942,0.24535485029912443
252,71,53,178,26.495407085357986,-34.32489993271599,0.0,0.9997005560555753,0.0,0.996678596244314,0.0,0.9962946112894908,0.0,0.9909136240599168,0.0,0.9579337103225718,0.0
253,43,47,181,38.6865763339233,149.68942223903724,149.68942223903724,0.9999786913382577,0.0546354748835869,0.9997367991747624,0.05462225870874472,0.9997042559536216,0.054620480656515535,0.9992316117847055,0.0545946569676276,0.9958827408253992,0.054411685913573746
253,43,47,206,38.6865763339233,149.68942223903724,149.68942223903724,0.9999786913382577,0.0546354748835869,0.9997367991747624,0.05462225870874472,0.9997042559536216,0.054620480656515535,0.9992316117847055,0.0545946569676276,0.9958827408253992,0.054411685913573746
254,55,29,224,57.555400574468855,82.27294759875413,82.27294759875413,0.9999801993589629,0.030029031267702854,0.9997065883582253,0.03002081483171582,0.9996659771534085,0.030019595292428904,0.9990315362467339,0.030000543269362585,0.9943134524540729,0.029858860978228936
255,143,83,210,93.69609220401809,727.126980847005,727.126980847005,2.040320346676488,0.5415037703784501,1.018561525967471,0.2703276020220306,0.9863892859617185,0.26178904615602977,0.9652175304893806,0.25617003371395103,0.8280814069830184,0.2197739216746123
256,41,37,69,114.10146085570236,-513.0381581266357,0.0,0.9999784192774752,0.0,0.9997155860361593,0.0,0.9996780720787932,0.0,0.9991044258098738,0.0,0.9948906953619859,0.0
257,55,51,213,72.83108457474272,643.6852102500146,643.6852102500146,0.9998842685434814,0.23491791120242894,0.9985554983027842,0.23460572314303757,0.9983792785258465,0.23456432116961615,0.99578424702748,0.23395463123021065,0.9759889405035926,0.2293038209249566
258,90,17,298,1.0533308212159396,646.5172016867805,646.5172016867805,0.999956161148396,0.23596843357701744,0.9994430108583189,0.2358473409983188,0.9993691439955539,0.23582990998626333,0.9982326746999552,0.2355617273499537,0.9904776205681133,0.2337316991478232
259,62,87,303,52.52107984587092,672.6671090391199,672.6671090391199,0.9995710026131193,0.24541816586159204,0.9964243710894303,0.24464559389305035,0.99608953855803,0.2445633846397684,0.9917393538757914,0.24349531209356295,0.9676459431796419,0.23757981369780998
260,129,31,291,23.90945029836304,-885.4144575655863,0.0,0.9999639394335091,0.0,0.9995451513731614,0.0,0.9994856277663685,0.0,0.9985679038636982,0.0,0.9908648509127347,0.0
261,143,79,225,85.39263440676535,841.4107062249936,841.4107062249936,199.17522271550524,61.169680154764386,47.098139159671135,14.464540664261,5.091072290270988,1.563544196887784,6.828041656978537,2.0969933837471753,8.956189093087715,2.7505791873133245
262,110,30,288,45.811069576581744,-0.0,-0.0,0.999964153528829,-0.0,0.9995926306007371,-0.0,0.9995435217357855,-0.0,0.9988125169456887,-0.0,0.9933586400193233,-0.0
263,109,91,312,110.0330616890638,-0.0,-0.0,0.9992730136852885,-0.0,0.9946875167779355,-0.0,0.9941811975305486,-0.0,0.9874608817059528,-0.0,0.9495245971245518,-0.0
264,30,36,407,40.91601779901561,-674.9132689128076,0.0,0.9999784305336558,0.0,0.9997145374875194,0.0,0.999677273254023,0.0,0.9991167929390465,0.0,0.9952506862998226,0.0
265,29,52,463,3.9836190066931607,410.2962536025802,410.2962536025802,0.99987611973721,0.1497395804881247,0.9986560575819886,0.1495568662581456,0.998496136407918,0.14953291676175917,0.9961960788839409,0.14918846444217643,0.9790641019426098,0.14662281156829704
266,94,27,250,37.078582480494646,113.73542815141565,113.73542815141565,0.9999794478869543,0.04151257808653422,0.9997574989628425,0.041503364225126495,0.9997251505902922,0.041502021333185764,0.9991997415988644,0.04148020980312871,0.9946912600551884,0.041293047264409515
267,41,28,243,25.31500449239719,65.8961306527906,65.8961306527906,0.9999601689101949,0.024051129667403855,0.9995443848209039,0.024041129192028842,0.999489553027805,0.024039810372933127,0.998697073031776,0.024020749574577435,0.9935988126556718,0.02389812576895375
268,131,22,333,54.42430936561727,69.94752167664925,69.94752167664925,0.9997222723175575,0.025523754789449907,0.9976882608769281,0.025471824757793003,0.9974509928325036,0.025465767104029605,0.9942330776647111,0.02538361100933184,0.9751483820396221,0.024896362595593056
269,77,58,255,100.41472076137327,-0.0,-0.0,0.999860495059893,-0.0,0.9988145731813003,-0.0,0.9986830929709392,-0.0,0.9967964839240283,-0.0,0.9843046722971898,-0.0
270,44,48,283,164.74096122885385,-0.0,-0.0,0.9999153557134665,-0.0,0.9990618854143781,-0.0,0.9989536207808659,-0.0,0.9974537436466036,-0.0,0.9882186420615328,-0.0
271,64,32,171,17.540514230586055,1.5210480272319755,1.5210480272319755,0.9999659952829226,0.0005551636511148141,0.9995734818624197,0.000554945734520984,0.9995183052975135,0.0005549151014560861,0.9986956838594341,0.0005544583964049105,0.9929231556391196,0.0005512535895834082
272,50,42,420,45.386993622127626,762.945510178547,762.945510178547,0.9999742494296369,0.2784679403222239,0.999665608695192,0.2783819915593739,0.999624334270493,0.27837049765936545,0.9990302046155513,0.2782050473376293,0.9953347917062738,0.27717596681673234
273,74,13,282,19.020752012385827,-13.907633190540942,0.0,0.99998759779337,0.0,0.9997989201194092,0.0,0.9997705425395594,0.0,0.9993312204359353,0.0,0.996061900298808,0.0
274,117,101,355,64.95894676663399,99.2990592247356,99.2990592247356,0.999921309516133,0.03624130454680695,0.9991507581453428,0.036213376562242564,0.9990500878780882,0.03620972785330951,0.9976130521302731,0.03615764370460143,0.9885823386659857,0.03583033311143829
275,112,21,249,128.49030584348054,-0.0,-0.0,0.9999132394171266,-0.0,0.9993163385096272,-0.0,0.9992429565765129,-0.0,0.9982214263587913,-0.0,0.992052060466028,-0.0
276,127,90,274,50.86638938937048,-0.0,-0.0,0.9997352931365151,-0.0,0.9971019801177284,-0.0,0.9967507955346284,-0.0,0.9914975814444285,-0.0,0.9612108018995174,-0.0
277,38,26,590,15.894051455100549,61.20109795693522,61.20109795693522,0.999949762932823,0.02233727853854204,0.9994643363914218,0.022326434885923452,0.9994021575800566,0.02232504591071675,0.9985161327878788,0.022305253533830855,0.9928017752046093,0.022177603924082512
278,65,47,295,10.505695276690837,93.4502522814004,93.4502522814004,0.999918728979239,0.034106569981662595,0.9990979554295254,0.03407857393588297,0.9989878810748614,0.034074819372065204,0.9973521752444352,0.03401902652234852,0.9857578573057921,0.033623551965563624
279,46,48,248,22.014902589938227,243.0071967242738,243.0071967242738,0.9999273318254954,0.08869118130973716,0.9990798682354343,0.08861601330049565,0.9989652757925185,0.0886058492227593,0.9972923644200551,0.08845746595416779,0.9854951979918901,0.08741108528897347
280,126,10,258,11.871853372233286,87.80972791050765,87.80972791050765,0.9999413445861036,0.03204867074901912,0.9992538298772107,0.03202663552399346,0.9991607166741804,0.03202365119456007,0.9978290796232345,0.0319809714937616,0.9874885419963683,0.03164955156841742
281,77,71,163,138.21740442424849,1129.852968949345,1129.852968949345,0.9996485255001742,0.41225138687140556,0.9976844217462886,0.41144139768436244,0.997461406591453,0.41134942705215616,0.9944272300037242,0.41009814375168,0.9761787019991867,0.40257251770779806
282,133,41,375,132.51563792303585,-372.8847528998949,0.0,0.9998381967715769,0.0,0.998737553156945,0.0,0.9986081966159311,0.0,0.9968538381723617,0.0,0.9856836807673723,0.0
283,92,98,327,66.87607690125255,-291.8792519163221,0.0,0.9999322402148508,0.0,0.9993411620884749,0.0,0.9992658855398132,0.0,0.9981931861291243,0.0,0.9908200380678124,0.0
284,133,66,382,108.8332195863021,380.1025049521387,380.1025049521387,0.9999417061180662,0.13872932676508118,0.9995452357004622,0.13867432148449338,0.9994963553047782,0.13866753994478587,0.998813578416789,0.13857281324479728,0.9943697061616137,0.1379562818986013
285,31,37,85,114.57707790682925,-0.0,-0.0,0.9999909189323619,-0.0,0.9998777725500001,-0.0,0.9998616900270092,-0.0,0.9996174591125713,-0.0,0.9978438530550627,-0.0
286,103,54,112,60.33475406153065,357.72123632234343,357.72123632234343,0.9997002945166836,0.13052911923680643,0.9973469189219488,0.13022184310084942,0.9970633781985859,0.1301848216844396,0.993154272686699,0.12967441661377088,0.9702712866194195,0.12668662513941292
287,70,82,111,123.89449726601822,1283.5573159429316,1283.5573159429316,0.9998959917612581,0.4684496926236193,0.9989989361778523,0.4680294234998552,0.9988895327601623,0.46797816817148996,0.9973932772668296,0.46727717483646963,0.9890652753676646,0.46337551910229574
288,123,51,104,44.52623696932997,-0.0,-0.0,0.9999515139661276,-0.0,0.9990992554611564,-0.0,0.9989704206985006,-0.0,0.9968444145554264,-0.0,0.9829900121082868,-0.0
289,137,92,145,26.82584172739758,408.493921619368,408.493921619368,0.9999417284877866,0.14909159309220124,0.9991983497532512,0.14898075511370185,0.9990863484160953,0.14896405568281573,0.9972404705448984,0.14868883477280673,0.985186304580592,0.146891555235594
290,106,44,194,23.932728202113037,1003.6489859036004,1003.6489859036004,0.9999045030677017,0.3662968962840849,0.9990687732439231,0.36599074180668933,0.998965866015346,0.3659530436081941,0.9975394873953022,0.3654305156469287,0.9892616614740437,0.36239808411608326
291,24,48,183,117.7001006235358,-0.0,-0.0,0.9998329559345445,-0.0,0.9984441416442854,-0.0,0.9982801114641078,-0.0,0.9960820755345596,-0.0,0.9833825541074322,-0.0
292,77,88,211,90.89263482800952,-510.6227340325341,0.0,0.9999599191535707,0.0,0.9995537521109008,0.0,0.999500734110686,0.0,0.9987433632100808,0.0,0.9939902524474636,0.0
293,71,52,168,63.57044754405039,296.62708956817625,296.62708956817625,0.9990581719637226,0.10816691701849905,0.9935238481802673,0.10756772193833487,0.9928796660479567,0.10749797705539828,0.9840207450724308,0.10653883153522337,0.9292168914837338,0.10060527926591888
294,43,47,181,38.6865763339233,-105.54416674217865,0.0,0.9999786913382577,0.0,0.9997367991747624,0.0,0.9997042559536216,0.0,0.9992316117847055,0.0,0.9958827408253992,0.0
294,43,47,206,38.6865763339233,-105.54416674217865,0.0,0.9999786913382577,0.0,0.9997367991747624,0.0,0.9997042559536216,0.0,0.9992316117847055,0.0,0.9958827408253992,0.0
295,55,30,224,28.34106516529943,45.889376417133455,45.889376417133455,0.9999906154367231,0.016749465204362508,0.9998671194122054,0.01674739669258489,0.9998495720406757,0.01674710278073779,0.9995818675101092,0.01674261883093811,0.9976151854424664,0.016709677648939474
296,143,84,210,85.5216647317569,131.80600585192013,131.80600585192013,2.2806028595851293,0.10971796115757992,1.0602809346193107,0.05100925920168596,0.9978051265196703,0.048003598545971575,0.9943135645311204,0.04783562231940985,0.9716329993602794,0.04674447865185389
297,40,37,69,113.53966386891972,-42.61030208347131,0.0,0.9999889403521364,0.0,0.9998371134571157,0.0,0.9998146394894407,0.0,0.99946416390894,0.0,0.9967960802905973,0.0
298,55,51,213,72.83108457474272,388.9438111390028,388.9438111390028,0.9998842685434814,0.14194806130841106,0.9985554983027842,0.1417594231174472,0.9983792785258465,0.14173440616649852,0.99578424702748,0.14136600384053336,0.9759889405035926,0.13855577322437945
299,90,18,298,79.67694887752218,96.47680849378958,96.47680849378958,0.9999572699432515,0.03521253040251502,0.9994906557179022,0.0351960990328053,0.9994281810732036,0.03519389904847401,0.9985127912611367,0.03516166447950149,0.9924118995595168,0.034946827464977924
300,62,87,303,52.52107984587092,189.8259258168556,189.8259258168556,0.9995710026131193,0.06925673921161206,0.9964243710894303,0.06903872024321316,0.99608953855803,0.06901552088144082,0.9917393538757914,0.06871411197174604,0.9676459431796419,0.06704476476485499
301,129,31,291,23.90945029836304,-303.9776835483506,0.0,0.9999639394335091,0.0,0.9995451513731614,0.0,0.9994856277663685,0.0,0.9985679038636982,0.0,0.9908648509127347,0.0
302,144,79,5,76.32382578706496,206.08461130230532,206.08461130230532,1221.3421851748178,91.8704377670841,219.58673293355102,16.517507973870206,22.23364752131273,1.6724346016507021,28.96632931803864,2.178872872202336,38.32990768016658,2.8832095058149374
303,110,31,238,132.30638922183408,133.99775612644007,133.99775612644007,0.9999484911716451,0.04890666173154223,0.9994911622296812,0.04888429414754951,0.9994344211647525,0.04888151898853556,0.9986456792582801,0.04884294226788055,0.9935154137935811,0.048592025185760584
304,108,90,312,132.77551125524656,-0.0,-0.0,0.9995658832888485,-0.0,0.9966516541971868,-0.0,0.9963120577485154,-0.0,0.9917638486252819,-0.0,0.9672806028930864,-0.0
305,30,35,232,37.490262691685295,-264.5958486545324,0.0,0.9999651144256114,0.0,0.9994860836695917,0.0,0.999419263429335,0.0,0.9984305459602147,0.0,0.9926827203203482,0.0
306,29,52,463,3.9836190066931607,-316.315720343953,0.0,0.99987611973721,0.0,0.9986560575819886,0.0,0.998496136407918,0.0,0.9961960788839409,0.0,0.9790641019426098,0.0
307,41,28,243,25.31500449239719,719.471357045874,719.471357045874,0.9999601689101949,0.26259658539693836,0.9995443848209039,0.2624873975657579,0.999489553027805,0.2624729983505824,0.998697073031776,0.2622648875203487,0.9935988126556718,0.2609260484266991
308,130,22,333,32.51259624714894,138.53977412571592,138.53977412571592,0.9998124686306772,0.05055753465384148,0.998387574256589,0.05048548199501169,0.9982110304714212,0.05047655470232773,0.995744183844094,0.05035181362561599,0.9805700501175646,0.0495845029390712
309,77,59,255,118.61559037836064,-0.0,-0.0,0.9999085702061893,-0.0,0.9990281004125616,-0.0,0.9989100384827545,-0.0,0.9971266407815547,-0.0,0.9854084860239967,-0.0
310,44,47,241,89.45851816313852,-0.0,-0.0,0.9999510762510516,-0.0,0.9993959386445038,-0.0,0.9993217592396078,-0.0,0.9982581157859153,-0.0,0.9915285566607193,-0.0
311,64,33,171,89.61460525229091,25.40396265450099,25.40396265450099,0.9999772636481927,0.009272235547290102,0.9996999663923011,0.009269664323356607,0.9996601155671307,0.00926929480871746,0.9990538546244578,0.009263673286640971,0.994648136857567,0.009222821504930997
312,51,42,286,53.40979093967213,704.2515820608018,704.2515820608018,0.9999773272970766,0.25704599939247286,0.9997023211702999,0.25697530856502443,0.9996637483930797,0.2569653933621501,0.9990849762684101,0.25681661892982527,0.9950143206949285,0.25577024947573346
313,73,14,415,34.009591062442695,163.05109808947168,163.05109808947168,0.9998750974252024,0.05950621739443632,0.9983852889771582,0.05941755345469655,0.9981867570367996,0.05940573809412488,0.9954702417143224,0.05924406834982291,0.9817025363703143,0.05842470194162573
314,117,102,355,154.02219436407486,-165.74147028809327,0.0,0.9998362814321257,0.0,0.9987378448185422,0.0,0.9986056359839074,0.0,0.9968038782157783,0.0,0.9864430895041069,0.0
315,113,21,249,92.50651757410635,-0.0,-0.0,0.9998942844585667,-0.0,0.9991821765872684,-0.0,0.9990953617957847,-0.0,0.9978932682220133,-0.0,0.9905809479264259,-0.0
316,127,90,274,50.86638938937048,-0.0,-0.0,0.9997352931365151,-0.0,0.9971019801177284,-0.0,0.9967507955346284,-0.0,0.9914975814444285,-0.0,0.9612108018995174,-0.0
317,39,26,242,89.32791093516964,1717.4324176491905,1717.4324176491905,0.9999253089129648,0.6268160113755775,0.9992322162529584,0.6263815373475812,0.9991445642325687,0.6263265915538103,0.9979062382932474,0.6255503310480011,0.9902300970900325,0.6207384434311295
318,65,46,401,1.364048790179835,171.69725278517407,171.69725278517407,0.9998303153108925,0.06265886321242833,0.9984715306802833,0.06257370886273449,0.998304707206369,0.06256325411949201,0.9959494822412042,0.06241565335497542,0.9800422988789517,0.0614187581707356
319,44,47,241,89.45851816313852,-243.0071967242738,0.0,0.9999510762510516,0.0,0.9993959386445038,0.0,0.9993217592396078,0.0,0.9982581157859153,0.0,0.9915285566607193,0.0
320,126,11,258,145.20370071645507,3.041379800398506,3.041379800398506,0.999949991973941,0.0011100481130543402,0.9993696181111861,0.0011094038379241956,0.9992912260199758,0.0011093168145794037,0.9981486441981314,0.0011080484303546637,0.9875936860598516,0.001096331333040991
321,78,71,163,17.928667732853043,154.59298866895438,154.59298866895438,0.9998860941021718,0.056420013559760465,0.9988963590868043,0.05636416633544464,0.9987748906645368,0.05635731230469869,0.9970694589852056,0.05626108086489703,0.9861411788983493,0.05564443691482896
322,132,42,375,61.67027801854064,983.995432852302,983.995432852302,0.9999029200622273,0.35912346592247285,0.9989293428448381,0.3587737975520373,0.9988055317347065,0.3587293297601166,0.99708900126071,0.35811282353654766,0.9862121623308615,0.3542063161982907
323,92,97,327,66.51131985760316,1610.710910838022,1610.710910838022,0.9999294602679408,0.5878680114785105,0.9993066510251503,0.5875018560189128,0.9992273858096455,0.5874552552470886,0.9981084614503921,0.5867974290061327,0.9906463075493475,0.5824103579681634
324,134,66,382,115.2605646573007,306.94722522341226,306.94722522341226,0.9999313310290814,0.11202804382776536,0.9994551505594758,0.11197469459780977,0.9993960440370853,0.11196807255500003,0.9985655083994495,0.11187502288256121,0.9935289058514611,0.11131074340308098
325,31,36,85,117.52753229273932,-0.0,-0.0,0.999982476689547,-0.0,0.9997737983555197,-0.0,0.9997457758708872,-0.0,0.9993383350173343,-0.0,0.9967719133432137,-0.0
326,103,53,103,76.29750066284583,-67.3415668462378,0.0,0.9999014112288892,0.0,0.9987529261887492,0.0,0.9986008779588124,0.0,0.9964296952471258,0.0,0.9830720590563845,0.0
327,71,82,111,2.6574835776972776,529.6481993132918,529.6481993132918,0.999926519205661,0.19330738732515337,0.9991695358831415,0.19316104610355922,0.9990715146795263,0.19314209648835312,0.9976911277462269,0.1928752378877973,0.9895404804690623,0.19129954177423766
328,123,51,104,44.52623696932997,697.9665801523316,697.9665801523316,0.9999515139661276,0.25474544956019585,0.9990992554611564,0.2545283300569419,0.9989704206985006,0.25449550839601803,0.9968444145554264,0.2539538917444895,0.9829900121082868,0.2504243746324188
329,137,91,132,70.93934392069629,242.6568618830764,242.6568618830764,0.9998336717435256,0.088555022934466,0.9983675333327191,0.08842516741522982,0.998171237307817,0.08840778152447779,0.9951901094712297,0.0881437437635978,0.9752281434220257,0.08637571732953933
330,106,43,194,136.29560072757457,-107.558236247675,0.0,0.9998360684267836,0.0,0.9984440326019017,0.0,0.9982747626547605,0.0,0.995938390405927,0.0,0.9825705977243199,0.0
331,25,48,183,90.25143834126142,-0.0,-0.0,0.9999334192761623,-0.0,0.9992832832341866,-0.0,0.999197751548243,-0.0,0.997971764648144,-0.0,0.9898738259210136,-0.0
332,76,88,314,104.7672475623156,1240.8481570231563,1240.8481570231563,0.9999805044727795,0.4529007476024592,0.9997375376146711,0.452790705585452,0.999703752543847,0.4527754040033056,0.9992024060521075,0.4525483393756443,0.9958634811243023,0.45103610829791074
333,71,53,178,26.495407085357986,142.22995210181455,142.22995210181455,0.9997005560555753,0.05189838720443877,0.996678596244314,0.05174150538672738,0.9962946112894908,0.05172157121769507,0.9909136240599168,0.05144222300978326,0.9579337103225718,0.0497301059936009
334,42,47,181,17.241307292717035,3324.268854579093,3324.268854579093,0.999963932406752,1.2133143690138026,0.9995764064364652,1.2128441612264245,0.9995241876050758,1.2127808010827186,0.9987641612059903,1.2118586168709136,0.9934739599169304,1.2054397081173316
335,56,30,224,125.46227076147257,296.51458936048857,296.51458936048857,0.9999881515599571,0.10822654278568149,0.9998341957709453,0.1082098804854726,0.9998120977013744,0.10820748885946369,0.9994757491353414,0.10817108658568084,0.9970263611854749,0.10790599465500002
336,144,84,210,100.05480007227676,433.3283485578721,433.3283485578721,0.9997098109035383,0.1581189495095155,0.9967935189029005,0.15765769463077514,0.9963729288225335,0.15759117206497014,0.9914055438725158,0.15680550638324967,0.9631717732933497,0.152339916373049
337,39,37,69,166.08891447227097,-0.0,-0.0,0.9999941218437117,-0.0,0.9999076532419339,-0.0,0.9998951336563838,-0.0,0.9997030698034575,-0.0,0.998342027011918,-0.0
337,39,37,276,166.08891447227097,-0.0,-0.0,0.9999941218437117,-0.0,0.9999076532419339,-0.0,0.9998951336563838,-0.0,0.9997030698034575,-0.0,0.998342027011918,-0.0
338,54,51,186,35.633624169268415,9.54880919064098,9.54880919064098,0.9999162961311195,0.003485023620204511,0.9988390653356513,0.003481269131172634,0.9986881943003393,0.003480743298036699,0.9963631336855364,0.0034726397285755883,0.9777426874856817,0.003407741601526031
339,91,19,298,123.10399944368564,1281.605053453089,1281.605053453089,0.9999364819978522,0.46775613168810126,0.999319730547246,0.4674676240899264,0.9992399236603876,0.4674302915579596,0.9980808656468717,0.4668881006262705,0.9902450155245722,0.46322260085935396
340,62,88,293,124.53212204039784,-215.116706791416,0.0,0.9998502987246126,0.0,0.998589680943933,0.0,0.9984399869354912,0.0,0.9964360952911444,0.0,0.9850457678324449,0.0
341,128,31,294,13.739136706133898,-279.576723823531,0.0,0.9999397871558444,0.0,0.9993538911024793,0.0,0.9992763197074795,0.0,0.9981080270241117,0.0,0.9895193873186975,0.0
342,144,80,6,11.77518748347224,178.15146716391828,178.15146716391828,228.32930849098824,14.847178476030248,43.21674925237675,2.810181459158622,4.866246915864159,0.3164290950897287,6.0818661352540815,0.3954750819078734,7.750840298145245,0.5040006033667459
343,111,31,238,117.75040678900233,80.54994633313225,80.54994633313225,0.9999441560687932,0.029399088559226745,0.9994413741177937,0.029384306402629585,0.9993781802813712,0.02938244845768125,0.9984929639404744,0.02935642245068661,0.9926384642718238,0.02918429588423385
344,109,90,312,29.30344834299545,-0.0,-0.0,0.9997061708176964,-0.0,0.9970228864276341,-0.0,0.9966868950321036,-0.0,0.9920272487471549,-0.0,0.9654200772532967,-0.0
345,30,34,199,34.2460207069184,1067.533676803955,1067.533676803955,0.9999594640842815,0.389633997222314,0.999544240568672,0.38947220546580935,0.9994891139008066,0.3894507253711401,0.9986897767722575,0.3891392638252363,0.993487980527207,0.38711238500015205
346,29,51,247,25.58035997802984,233.36212813149976,233.36212813149976,0.9999141820137873,0.0851698670342159,0.9990491742919536,0.08509618811858759,0.9989311873050827,0.08508613832015055,0.9971941769589151,0.08493818468284721,0.9840957321120183,0.08382249613073721
347,41,29,243,23.68423751712057,1199.818377012474,1199.818377012474,0.9999737521256231,0.4379222127806103,0.9996758960299413,0.4377917715562943,0.9996343992410284,0.4377735987136717,0.999008991782774,0.4374997117067117,0.9946026624994629,0.4355700315867227
348,130,23,333,94.10330066961056,578.9129002354553,578.9129002354553,0.9998071271429927,0.2112624539324064,0.9984470674450385,0.21097506895436027,0.9982800800539253,0.21093978398282462,0.995937709229345,0.21044483351189272,0.9819429415839968,0.20748769420501592
349,78,59,255,64.16131017520871,-0.0,-0.0,0.9999091072688823,-0.0,0.999053299082149,-0.0,0.9989404374802966,-0.0,0.9972253111358281,-0.0,0.9853418078944652,-0.0
350,64,34,324,84.95512973681998,-0.0,-0.0,0.9999858788150501,-0.0,0.999824608865317,-0.0,0.9998015530061418,-0.0,0.9994444416974785,-0.0,0.9965915476840667,-0.0
