catalog_model_id,workspace_model_id,label,site_no,station_name,usgs_da_km2,usgs_da_source,v1b_nhdplusid,v1b_pick_rule,reference_class,reference_gnis,reference_ftype,reference_has_wb_link,swat_gis_id,swat_lcha,mapping_method,mapped_nhdplusid,replacement_steps_downstream,chandeg_present,nhd_tda_km2,swat_da_km2,swat_nhd_ratio,assignment_class,calibration_eligible,production_gis_channel,same_gis_as_production,notes
11458000,1805/huc12/11458000,1805/huc12/11458000 (CA),11455900,NAPA R AT CALISTOGA CA,56.7207396163584,meta_csv,50000300039282,nhd_first_v1b_levelpath,mainstem,Napa River,460,False,245,221.0,exact_crosswalk,50000300039282,0,True,54.43070004,56.1947112,1.0324083864198637,mainstem_clean,True,239,False,
11458000,1805/huc12/11458000,1805/huc12/11458000 (CA),11455950,SULPHUR C NR ST HELENA CA,11.654946496512,meta_csv,50000300001164,nhd_first_v1b_levelpath,mainstem,Sulphur Creek,460,False,262,237.0,exact_crosswalk,50000300001164,0,True,11.80360003,11.7897504,0.998826660513335,mainstem_clean,True,237,False,
11458000,1805/huc12/11458000,1805/huc12/11458000 (CA),11456000,NAPA R NR ST HELENA CA,204.0910630944768,meta_csv,50000300015928,nhd_first_v1b_levelpath,mainstem,Napa River,460,False,95,79.0,exact_crosswalk,50000300015928,0,True,205.07909999,207.62814740000002,1.012429581610824,mainstem_clean,True,95,True,
11458000,1805/huc12/11458000,1805/huc12/11458000 (CA),11456500,CONN C NR OAKVILLE CA,143.4853413126144,meta_csv,50000300019087,nhd_first_v1b_levelpath,mainstem,Conn Creek,460,False,47,47.0,exact_crosswalk,50000300019087,0,True,148.74629998,148.1116169,0.9957331168567868,mainstem_clean,True,47,True,
11458000,1805/huc12/11458000,1805/huc12/11458000 (CA),11457000,DRY C NR NAPA CA,45.0657931198464,meta_csv,50000300019144,nhd_first_v1b_levelpath,mainstem,Dry Creek,558,True,141,121.0,exact_crosswalk,50000300019144,0,True,44.99600008,46.0839238,1.0241782317998431,mainstem_clean,True,123,False,
11458000,1805/huc12/11458000,1805/huc12/11458000 (CA),11457500,DRY C NR YOUNTVILLE CA,48.4327776632832,meta_csv,50000300039862,nhd_first_v1b_levelpath,mainstem,,460,False,1385,1333.0,downstream_replacement,50000300016240,1,True,1.34339999,1.5868908,1.1812496738220164,mainstem_known_nhd_offset,True,1673,False,Mapped at downstream step 1 to NHD 50000300016240 (ref 50000300039862).
11458000,1805/huc12/11458000,1805/huc12/11458000 (CA),11458000,NAPA R NR NAPA CA,564.6174080532479,meta_csv,50000300004598,nhd_first_v1b_gnis,mainstem,Napa River,460,False,8,8.0,exact_crosswalk,50000300004598,0,True,554.21910007,567.8920850999999,1.024670721431782,mainstem_clean,True,8,True,
11458000,1805/huc12/11458000,1805/huc12/11458000 (CA),11458100,MILLIKEN C NR NAPA,44.8067943088128,meta_csv,50000300013532,nhd_first_v1b_levelpath,mainstem,Milliken Creek,460,False,174,154.0,downstream_replacement,50000300022397,1,True,44.31740015,53.353111399999996,1.2038863114581868,mainstem_known_nhd_offset,True,185,False,Mapped at downstream step 1 to NHD 50000300022397 (ref 50000300013532).
11458000,1805/huc12/11458000,1805/huc12/11458000 (CA),11458200,REDWOOD C NR NAPA CA,25.35598360018944,meta_csv,50000300020657,nhd_first_v1b_levelpath,mainstem,Redwood Creek,460,False,489,457.0,exact_crosswalk,50000300020657,0,True,26.87569999,27.4013983,1.0195603578770265,mainstem_clean,True,489,True,
11458000,1805/huc12/11458000,1805/huc12/11458000 (CA),11458300,NAPA C A NAPA,38.5908228440064,meta_csv,50000300028120,nhd_first_v1b_gnis,mainstem,Napa Creek,460,False,444,414.0,exact_crosswalk,50000300028120,0,True,38.80970004,39.325646299999995,1.0132942604418025,mainstem_clean,True,444,True,
