catalog_model_id,workspace_model_id,label,site_no,station_name,usgs_da_km2,usgs_da_source,v1b_nhdplusid,v1b_pick_rule,reference_class,reference_gnis,reference_ftype,reference_has_wb_link,swat_gis_id,swat_lcha,mapping_method,mapped_nhdplusid,replacement_steps_downstream,chandeg_present,nhd_tda_km2,swat_da_km2,swat_nhd_ratio,assignment_class,calibration_eligible,production_gis_channel,same_gis_as_production,notes
02294405,0310/huc12/02294405,0310/huc12/02294405 (FL),02294217,SADDLE CREEK AT ST.HWY 542 NEAR LAKELAND FL,137.26936984780798,nwis_drain_area_km2,15000700057875,nhd_first_v1b_gnis,tributary,Saddle Creek,558,True,17,10.0,exact_crosswalk,15000700057875,0,True,106.14489989,120.7286672,1.1373948943860086,tributary_clean,True,17,True,
02294405,0310/huc12/02294405,0310/huc12/02294405 (FL),02294260,LAKE PARKER OUTLET AT LAKELAND FL,159.4730888687525,wbd_upstream_hu12_area_sqkm,15000700021204,nhd_first_v1b_levelpath,lake_outlet,,558,True,44,22.0,lake_outlet_replacement,15000700093457,1,True,50.03610001,61.0420657,1.2199605022733666,lake_outlet_review,False,44,True,Mapped at downstream step 1 to NHD 15000700093457 (ref 15000700021204).
02294405,0310/huc12/02294405,0310/huc12/02294405 (FL),02294261,LAKE PARKER OUTLET AT COMBEE SETTLEMENT FL,159.4730888687525,wbd_upstream_hu12_area_sqkm,15000700093457,nhd_first_v1b_levelpath,lake_outlet,,336,False,44,22.0,exact_crosswalk,15000700093457,0,True,52.17359997,61.0420657,1.169979946469084,lake_outlet_review,False,44,True,
02294405,0310/huc12/02294405,0310/huc12/02294405 (FL),02294290,SADDLE CREEK AT STATE HWY 570 NEAR EATON PARK FL,157.989274730496,nwis_drain_area_km2,15000700045993,nhd_first_v1b_gnis,tributary,Saddle Creek,558,True,6,6.0,lake_outlet_replacement,15000700045991,8,True,135.26619994,345.531992,2.5544592230229544,lake_outlet_review,False,14,False,Mapped at downstream step 8 to NHD 15000700045991 (ref 15000700045993).
02294405,0310/huc12/02294405,0310/huc12/02294405 (FL),02294330,LAKE LENA RUN NEAR AUBURNDALE FL,55.4257455611904,nwis_drain_area_km2,15000700046384,nhd_first_v1b_levelpath,lake_related,,460,False,76,42.0,exact_crosswalk,15000700046384,0,True,48.74330006,63.5854851,1.3044969261771397,lake_outlet_review,False,84,False,
02294405,0310/huc12/02294405,0310/huc12/02294405 (FL),02294405,"BANANA-HANCOCK CANAL NR HIGHLAND CITY, FL",48.6917764743168,nwis_drain_area_km2,15000700057695,nhd_first_v1b_levelpath,canal,,460,False,32,16.0,exact_crosswalk,15000700057695,0,True,32.95929996,48.5323176,1.4724923666127523,canal_or_artificial_review,False,31,False,
02294405,0310/huc12/02294405,0310/huc12/02294405 (FL),02294491,SADDLE CREEK AT STRUCTURE P-11 NEAR BARTOW FL,349.64839489536,nwis_drain_area_km2,15000700045991,nhd_first_v1b_gnis,tributary,Saddle Creek,558,True,6,6.0,exact_crosswalk,15000700045991,0,True,281.84169988,345.531992,1.225978952536539,tributary_clean,True,5,False,
02294405,0310/huc12/02294405,0310/huc12/02294405 (FL),280242081531600,TENOROC DITCH (SITE 20) NEAR LAKELAND FL,159.4730888687525,wbd_upstream_hu12_area_sqkm,15000700045798,nhd_first_v1b_levelpath,canal,,460,False,247,168.0,exact_crosswalk,15000700045798,0,True,7.8847000099999995,7.8828797999999995,0.9997691465753051,canal_or_artificial_review,False,247,True,
02294405,0310/huc12/02294405,0310/huc12/02294405 (FL),280441081520200,TENOROC DITCH (SITE 17B) NEAR LAKELAND FL,159.4730888687525,wbd_upstream_hu12_area_sqkm,15000700009684,nhd_first_v1b_levelpath,canal,,460,False,476,365.0,exact_crosswalk,15000700009684,0,True,8.93599996,13.7438815,1.5380350896957704,canal_or_artificial_review,False,476,True,
02294405,0310/huc12/02294405,0310/huc12/02294405 (FL),280531081520500,TENOROC DITCH ABV STR (SITE 17A) NEAR LAKELAND FL,159.4730888687525,wbd_upstream_hu12_area_sqkm,15000700081951,nhd_first_v1b_global_closest,canal,,460,False,153,99.0,exact_crosswalk,15000700081951,0,True,4.62019998,5.5631074,1.2040836812435984,canal_or_artificial_review,False,153,True,
02294405,0310/huc12/02294405,0310/huc12/02294405 (FL),280531081520501,TENOROC DITCH BEL STR (SITE 17A) NEAR LAKELAND FL,159.4730888687525,wbd_upstream_hu12_area_sqkm,15000700081951,nhd_first_v1b_global_closest,canal,,460,False,153,99.0,exact_crosswalk,15000700081951,0,True,4.62019998,5.5631074,1.2040836812435984,canal_or_artificial_review,False,153,True,
02294405,0310/huc12/02294405,0310/huc12/02294405 (FL),280557081512300,TENOROC DITCH (SITE 13) NEAR LAKELAND FL,159.4730888687525,wbd_upstream_hu12_area_sqkm,15000700070177,nhd_first_v1b_global_closest,canal,,336,False,237,159.0,exact_crosswalk,15000700070177,0,True,2.04089997,2.0408926,0.9999963888480041,canal_or_artificial_review,False,237,True,
