site_no,vpuid,nested_usable_gauges,basin_huc12s,drainage_km2
09114000,1402,40,65,5711.2
09114500,1402,40,65,5711.2
09114520,1402,40,65,5711.2
383103106594200,1402,40,65,5711.2
383413106562401,1402,40,65,5711.2
06906500,1030,40,79,7283.9
09486490,1505,40,95,9178.5
09486500,1505,40,95,9178.5
09486510,1505,40,95,9178.5
12415290,1701,40,98,9577.8
07194555,1111,40,111,9775.2
06342020,1013,40,102,10082.8
09179450,1403,40,137,11268.5
07054000,1101,40,154,12868.9
12363500,1701,40,179,14719.0
12366500,1701,40,179,14719.0
06483950,1017,40,183,17943.2
08026290,1201,40,203,21229.5
13341050,1706,40,237,21364.3
06815990,1024,40,220,21403.5
09520030,1507,40,241,22975.9
12314000,1701,40,257,33651.5
12315200,1701,40,257,33651.5
06843500,1025,40,362,37101.2
06337500,1011,40,402,37483.8
11433420,1802,39,19,1595.7
11433500,1802,39,19,1595.7
09057500,1401,39,18,1660.3
11413510,1802,39,21,1900.3
11413600,1802,39,21,1900.3
11413700,1802,39,21,1900.3
10310405,1605,39,21,2058.1
10310407,1605,39,21,2058.1
10310448,1605,39,21,2058.1
11289000,1804,39,47,4100.8
11289500,1804,39,47,4100.8
11289501,1804,39,47,4100.8
11289650,1804,39,47,4100.8
11289651,1804,39,47,4100.8
11289660,1804,39,47,4100.8
06307500,1009,39,40,4866.8
11477000,1801,39,99,8168.5
12500450,1703,39,92,9464.4
12503000,1703,39,92,9464.4
06341000,1013,39,99,9713.2
06153800,1005,39,103,11050.8
06154000,1005,39,103,11050.8
06154100,1005,39,103,11050.8
07328000,1113,39,118,12441.1
07328100,1113,39,118,12441.1
09508000,1506,39,155,13721.5
07185080,1107,39,138,15593.4
09520000,1507,39,227,21583.4
06887500,1027,39,270,26955.9
09379910,1407,39,336,30832.4
09380000,1407,39,336,30832.4
09380002,1407,39,336,30832.4
09067020,1401,38,14,1075.3
09053500,1401,38,16,1507.8
09054000,1401,38,16,1507.8
09054500,1401,38,16,1507.8
09055000,1401,38,16,1507.8
09055300,1401,38,16,1507.8
09055500,1401,38,16,1507.8
09056000,1401,38,16,1507.8
09056500,1401,38,16,1507.8
06422000,1012,38,19,1851.6
11135000,1806,38,28,2324.7
11135200,1806,38,28,2324.7
11135250,1806,38,28,2324.7
11135500,1806,38,28,2324.7
13266500,1705,38,51,4360.3
06306950,1009,38,38,4613.9
09279500,1406,38,64,4846.3
09279501,1406,38,64,4846.3
11222975,1803,38,57,5045.6
06895500,1030,38,58,5363.9
13132513,1704,38,42,5661.4
13132515,1704,38,42,5661.4
13132520,1704,38,42,5661.4
13132535,1704,38,42,5661.4
13132565,1704,38,42,5661.4
13132580,1704,38,42,5661.4
10285700,1809,38,68,7451.0
08067074,1204,38,97,10257.2
08067520,1204,38,97,10257.2
06670500,1018,38,110,11816.5
07069000,1101,38,129,12659.4
07185000,1107,38,136,15447.2
07185030,1107,38,136,15447.2
06918250,1029,38,151,15572.5
09478350,1505,38,195,17159.9
09519800,1507,38,222,21226.2
06465500,1015,38,278,27108.4
06465000,1015,38,290,28546.5
06791300,1021,38,312,32347.1
09067000,1401,37,13,1024.2
09067005,1401,37,13,1024.2
06421500,1012,37,17,1617.8
11452500,1802,37,37,2943.9
11452600,1802,37,37,2943.9
384041121402601,1802,37,37,2943.9
384041121410301,1802,37,37,2943.9
11221500,1803,37,51,4432.8
11222000,1803,37,51,4432.8
06306500,1009,37,37,4463.9
11403700,1802,37,61,5015.1
11403800,1802,37,61,5015.1
11404330,1802,37,61,5015.1
11404360,1802,37,61,5015.1
11404380,1802,37,61,5015.1
11404400,1802,37,61,5015.1
06623500,1018,37,62,5798.7
09177000,1403,37,118,9614.9
07053450,1101,37,126,10438.4
07053500,1101,37,126,10438.4
09498500,1506,37,143,11199.8
06670000,1018,37,108,11580.6
09357000,1408,37,161,14098.0
06918070,1029,37,141,14525.0
09477570,1505,37,178,15151.9
06471550,1016,37,183,18772.3
06130500,1004,37,209,20247.0
06815575,1024,37,210,20354.7
08110200,1207,37,273,29009.6
06414000,1012,36,14,1309.0
06414700,1012,36,14,1309.0
06415500,1012,36,14,1309.0
06416000,1012,36,14,1309.0
06416300,1012,36,14,1309.0
06418800,1012,36,14,1309.0
06418900,1012,36,14,1309.0
11433212,1802,36,17,1477.6
11433300,1802,36,17,1477.6
14183000,1709,36,27,1769.8
14183010,1709,36,27,1769.8
14183020,1709,36,27,1769.8
444728122450000,1709,36,27,1769.8
14188900,1709,36,38,2694.1
06894650,1030,36,39,3483.5
06306300,1009,36,34,4124.0
06306000,1009,36,34,4124.0
12035002,1710,36,53,4616.2
12035100,1710,36,53,4616.2
06707500,1019,36,66,6781.6
06707525,1019,36,66,6781.6
13202000,1705,36,108,7020.6
13203000,1705,36,108,7020.6
13203510,1705,36,108,7020.6
13203700,1705,36,108,7020.6
13203760,1705,36,108,7020.6
13204500,1705,36,108,7020.6
06153500,1005,36,95,10166.9
11152500,1806,36,131,11084.0
11152570,1806,36,131,11084.0
10322500,1604,36,143,13096.5
09475500,1505,36,167,14076.0
09475505,1505,36,167,14076.0
06471000,1016,36,157,15909.4
08057055,1203,36,176,16409.9
09518500,1507,36,184,17536.6
09519500,1507,36,184,17536.6
09519501,1507,36,184,17536.6
09519502,1507,36,184,17536.6
08385648,1306,36,201,20662.6
06870500,1026,36,214,24668.4
07142800,1103,36,245,27975.3
09428510,1503,36,328,28895.5
09428511,1503,36,328,28895.5
09080200,1401,35,6,658.6
09080300,1401,35,6,658.6
09080400,1401,35,6,658.6
07103100,1102,35,11,918.4
07103700,1102,35,11,918.4
07103702,1102,35,11,918.4
07103703,1102,35,11,918.4
07103707,1102,35,11,918.4
09064600,1401,35,12,937.5
14163100,1709,35,29,2560.9
14163150,1709,35,29,2560.9
14163200,1709,35,29,2560.9
14163300,1709,35,29,2560.9
10259540,1810,35,41,3883.5
13157370,1705,35,49,4022.5
094196784,1501,35,31,4039.6
09419679,1501,35,31,4039.6
09419698,1501,35,31,4039.6
09419700,1501,35,31,4039.6
09419740,1501,35,31,4039.6
09419745,1501,35,31,4039.6
09419747,1501,35,31,4039.6
09419749,1501,35,31,4039.6
09419753,1501,35,31,4039.6
09419755,1501,35,31,4039.6
09419756,1501,35,31,4039.6
09419790,1501,35,31,4039.6
09419800,1501,35,31,4039.6
11194152,1803,35,64,6319.7
13251000,1705,35,114,8570.1
09356500,1408,35,113,9143.0
06142500,1005,35,92,9811.4
06143000,1005,35,92,9811.4
06144000,1005,35,92,9811.4
06153000,1005,35,92,9811.4
06601200,1023,35,175,16564.2
09419530,1501,35,188,18228.1
06813500,1024,35,203,19409.4
08385643,1306,35,194,19859.1
07142680,1103,35,244,27833.6
08160000,1209,35,336,35634.5
12113000,1711,34,15,1097.3
12113150,1711,34,15,1097.3
11179000,1805,34,20,1692.4
11179100,1805,34,20,1692.4
11180000,1805,34,20,1692.4
11180500,1805,34,20,1692.4
11180750,1805,34,20,1692.4
11102750,1807,34,20,2151.2
11103000,1807,34,20,2151.2
11103010,1807,34,20,2151.2
11133000,1806,34,27,2177.4
11133500,1806,34,27,2177.4
11133700,1806,34,27,2177.4
11134000,1806,34,27,2177.4
11134500,1806,34,27,2177.4
11134800,1806,34,27,2177.4
10259300,1810,34,37,3290.6
11212260,1803,34,43,3484.5
14319500,1710,34,55,3555.7
13157310,1705,34,43,3563.1
13157315,1705,34,43,3563.1
13157325,1705,34,43,3563.1
13157340,1705,34,43,3563.1
09408150,1501,34,43,4126.9
09408175,1501,34,43,4126.9
370656113260601,1501,34,43,4126.9
11114000,1807,34,42,4164.1
10136500,1602,34,52,4335.5
10136600,1602,34,52,4335.5
10137000,1602,34,52,4335.5
14074630,1707,34,72,5547.8
11194000,1803,34,63,6243.8
352533118494601,1803,34,63,6243.8
09191000,1404,34,57,6490.1
06701970,1019,34,65,6684.1
06702000,1019,34,65,6684.1
13250500,1705,34,113,8484.4
09355500,1408,34,112,9020.3
07096000,1102,34,115,9160.3
07053000,1101,34,114,9450.1
06667060,1018,34,92,9694.1
06669000,1018,34,92,9694.1
11486990,1801,34,98,9888.6
11507400,1801,34,98,9888.6
11507500,1801,34,98,9888.6
11507501,1801,34,98,9888.6
421015121471800,1801,34,98,9888.6
421131121465900,1801,34,98,9888.6
421209121463000,1801,34,98,9888.6
421209121463001,1801,34,98,9888.6
421330121474700,1801,34,98,9888.6
09474500,1505,34,166,14008.9
06317000,1009,34,140,16265.6
09419500,1501,34,187,18093.2
09419507,1501,34,187,18093.2
09419515,1501,34,187,18093.2
08025360,1201,34,187,19465.5
08385640,1306,34,193,19740.0
06870200,1026,34,212,24598.3
08109000,1207,34,233,24813.6
08092600,1206,34,306,33152.7
06719770,1019,33,19,1476.1
06719840,1019,33,19,1476.1
06719845,1019,33,19,1476.1
06720000,1019,33,19,1476.1
12150400,1711,33,23,1787.8
06731000,1019,33,35,2536.8
11451950,1802,33,36,2705.0
11452000,1802,33,36,2705.0
11218499,1803,33,42,3739.8
11218500,1803,33,42,3739.8
11218501,1803,33,42,3739.8
11218700,1803,33,42,3739.8
11288000,1804,33,46,3975.0
11113900,1807,33,41,4063.3
14074500,1707,33,66,4829.1
11530000,1801,33,79,7386.9
06340890,1013,33,82,7549.7
06340900,1013,33,82,7549.7
06340905,1013,33,82,7549.7
11354200,1802,33,100,9306.2
11355010,1802,33,100,9306.2
11152300,1806,33,128,10637.6
06434500,1012,33,92,11701.6
06436000,1012,33,92,11701.6
06482020,1017,33,124,12048.2
06482100,1017,33,124,12048.2
09474000,1505,33,157,13237.1
07176000,1107,33,162,16803.3
09388000,1502,33,175,16895.2
08385630,1306,33,176,18015.7
07336820,1114,33,224,20240.7
08098450,1207,33,225,23900.9
12309500,1701,33,246,32801.1
12310000,1701,33,246,32801.1
12310100,1701,33,246,32801.1
08156700,1209,33,426,45404.5
08157000,1209,33,426,45404.5
08157500,1209,33,426,45404.5
08158050,1209,33,426,45404.5
12438000,1702,33,342,62457.0
09080000,1401,32,5,579.8
09080100,1401,32,5,579.8
09033300,1401,32,10,783.0
09034000,1401,32,10,783.0
12107300,1711,32,14,1034.2
12107500,1711,32,14,1034.2
12107950,1711,32,14,1034.2
12108000,1711,32,14,1034.2
12108050,1711,32,14,1034.2
12108450,1711,32,14,1034.2
12108500,1711,32,14,1034.2
12108800,1711,32,14,1034.2
11087020,1807,32,18,1703.7
11087195,1807,32,18,1703.7
11087500,1807,32,18,1703.7
11088000,1807,32,18,1703.7
11090500,1807,32,18,1703.7
11090700,1807,32,18,1703.7
06730525,1019,32,33,2437.4
14317500,1710,32,51,3206.0
14318500,1710,32,51,3206.0
09244400,1405,32,47,3654.7
09244405,1405,32,47,3654.7
09244410,1405,32,47,3654.7
12183900,1711,32,47,4146.2
13118920,1704,32,40,4618.1
11192940,1803,32,61,5981.7
11192950,1803,32,61,5981.7
11193000,1803,32,61,5981.7
11193010,1803,32,61,5981.7
11193020,1803,32,61,5981.7
11193030,1803,32,61,5981.7
11193031,1803,32,61,5981.7
11193032,1803,32,61,5981.7
13249500,1705,32,100,7508.0
13250000,1705,32,100,7508.0
09497500,1506,32,103,8172.0
08385620,1306,32,163,16546.6
09519000,1507,32,183,17428.2
07244500,1110,32,198,17536.4
06403700,1012,32,226,26570.8
09428530,1503,32,317,27806.4
06329610,1010,32,395,35954.8
06329620,1010,32,395,35954.8
08158100,1209,32,421,45053.5
08154510,1209,32,433,45934.0
11417500,1802,31,8,911.2
14142800,1708,31,19,1295.2
14206241,1709,31,21,1454.4
14206500,1709,31,21,1454.4
10259050,1810,31,17,1461.0
10259100,1810,31,17,1461.0
12149000,1711,31,21,1649.0
12149500,1711,31,21,1649.0
06725100,1019,31,32,2257.6
06725450,1019,31,32,2257.6
06299980,1009,31,20,2347.3
06300000,1009,31,20,2347.3
14162500,1709,31,28,2436.8
11451520,1802,31,34,2488.5
11451760,1802,31,34,2488.5
11451800,1802,31,34,2488.5
09135950,1402,31,30,2510.5
09136100,1402,31,30,2510.5
09271070,1406,31,47,3326.2
11285500,1804,31,38,3374.5
10136000,1602,31,48,3913.8
12179800,1711,31,46,4067.4
12180300,1711,31,46,4067.4
12181000,1711,31,46,4067.4
06804700,1020,31,45,4267.0
06805000,1020,31,45,4267.0
13132100,1704,31,39,4406.0
13132373,1704,31,39,4406.0
13132500,1704,31,39,4406.0
09314500,1406,31,58,4616.2
06065500,1003,31,99,7203.5
07094500,1102,31,101,7933.2
11351700,1802,31,97,9051.2
11354510,1802,31,97,9051.2
11355000,1802,31,97,9051.2
06470878,1016,31,116,11765.9
06470980,1016,31,116,11765.9
06023100,1002,31,146,12380.7
06195750,1007,31,131,12549.7
09506500,1506,31,143,12693.2
08385520,1306,31,150,15090.7
08385522,1306,31,150,15090.7
06127600,1004,31,157,15352.9
08088600,1206,31,221,24102.0
06463720,1015,31,232,24440.5
06185600,1006,31,266,26005.1
06185650,1006,31,266,26005.1
09428500,1503,31,313,27419.2
09428503,1503,31,313,27419.2
09077750,1401,30,4,440.5
09077800,1401,30,4,440.5
09077900,1401,30,4,440.5
09077940,1401,30,4,440.5
09077945,1401,30,4,440.5
09077950,1401,30,4,440.5
09077960,1401,30,4,440.5
09078000,1401,30,4,440.5
09078600,1401,30,4,440.5
12122010,1711,30,6,627.9
12125000,1711,30,6,627.9
12125200,1711,30,6,627.9
12125500,1711,30,6,627.9
12126500,1711,30,6,627.9
11417000,1802,30,6,695.5
14142500,1708,30,17,1157.5
09052800,1401,30,15,1287.6
09053000,1401,30,15,1287.6
11209900,1803,30,22,1703.0
11210500,1803,30,22,1703.0
11210850,1803,30,22,1703.0
11210900,1803,30,22,1703.0
11210930,1803,30,22,1703.0
11210950,1803,30,22,1703.0
11211500,1803,30,22,1703.0
14187600,1709,30,28,1841.2
14188570,1709,30,28,1841.2
11046062,1807,30,24,2077.3
11046072,1807,30,24,2077.3
11046082,1807,30,24,2077.3
11283000,1804,30,37,3280.2
13157296,1705,30,42,3445.6
13157300,1705,30,42,3445.6
13157305,1705,30,42,3445.6
08268700,1302,30,32,3475.3
09407810,1501,30,37,3607.5
09408135,1501,30,37,3607.5
14069500,1707,30,64,4589.6
14070500,1707,30,64,4589.6
10277400,1809,30,53,5858.4
10277500,1809,30,53,5858.4
10278000,1809,30,53,5858.4
13194500,1705,30,107,6957.2
13201000,1705,30,107,6957.2
06058502,1003,30,95,6973.6
08240000,1301,30,107,8513.4
06770500,1020,30,76,8646.0
06481400,1017,30,100,9861.6
06482000,1017,30,100,9861.6
433600096442400,1017,30,100,9861.6
09473400,1505,30,138,11549.4
09473500,1505,30,138,11549.4
06127500,1004,30,119,11739.5
07183500,1107,30,112,12833.9
13340000,1706,30,159,14295.4
08024400,1201,30,169,17650.9
12308500,1701,30,245,32719.5
12309000,1701,30,245,32719.5
08155260,1209,30,428,45556.6
09025300,1401,29,6,469.7
09025400,1401,29,6,469.7
09027100,1401,29,6,469.7
395607105472701,1401,29,6,469.7
395632105481201,1401,29,6,469.7
395706105485201,1401,29,6,469.7
06412500,1012,29,12,1068.8
06412510,1012,29,12,1068.8
06412580,1012,29,12,1068.8
06412600,1012,29,12,1068.8
06412700,1012,29,12,1068.8
06412800,1012,29,12,1068.8
06412810,1012,29,12,1068.8
06412900,1012,29,12,1068.8
06413200,1012,29,12,1068.8
06413300,1012,29,12,1068.8
06413550,1012,29,12,1068.8
06413570,1012,29,12,1068.8
06413600,1012,29,12,1068.8
06413620,1012,29,12,1068.8
06413650,1012,29,12,1068.8
06413660,1012,29,12,1068.8
06413670,1012,29,12,1068.8
06413700,1012,29,12,1068.8
06413800,1012,29,12,1068.8
06719526,1019,29,18,1397.8
06719560,1019,29,18,1397.8
10309100,1605,29,16,1480.8
385733119471504,1605,29,16,1480.8
14159110,1709,29,26,2154.8
14159800,1709,29,26,2154.8
14162400,1709,29,26,2154.8
12033000,1710,29,45,3774.3
06620000,1018,29,45,3929.0
13146500,1704,29,64,5042.7
06340700,1013,29,78,7074.9
06340780,1013,29,78,7074.9
06286200,1008,29,70,7718.2
06770470,1020,29,75,8581.0
06770478,1020,29,75,8581.0
07128500,1102,29,105,8928.2
11151700,1806,29,111,9239.0
06470875,1016,29,115,11679.7
07183300,1107,29,103,11864.2
08385000,1306,29,132,13143.2
08385500,1306,29,132,13143.2
08385503,1306,29,132,13143.2
06102000,1003,29,146,15517.8
12447300,1702,29,241,20779.6
12447302,1702,29,241,20779.6
06185500,1006,29,253,24721.3
08160700,1209,29,246,25942.6
08160500,1209,29,291,31109.5
08447410,1307,29,402,46855.8
12436500,1702,29,313,59894.3
16283000,2006,28,1,48.8
16283200,2006,28,1,48.8
16283500,2006,28,1,48.8
16283600,2006,28,1,48.8
16283700,2006,28,1,48.8
16283800,2006,28,1,48.8
16284000,2006,28,1,48.8
16284200,2006,28,1,48.8
16284500,2006,28,1,48.8
16285000,2006,28,1,48.8
16286000,2006,28,1,48.8
16287000,2006,28,1,48.8
16291000,2006,28,1,48.8
16292000,2006,28,1,48.8
16294100,2006,28,1,48.8
16294900,2006,28,1,48.8
16295300,2006,28,1,48.8
212718157505801,2006,28,1,48.8
212719157505601,2006,28,1,48.8
212720157505501,2006,28,1,48.8
212721157505301,2006,28,1,48.8
212837157522001,2006,28,1,48.8
212856157514601,2006,28,1,48.8
212856157514801,2006,28,1,48.8
212856157514802,2006,28,1,48.8
212857157514701,2006,28,1,48.8
212900157515101,2006,28,1,48.8
212900157515201,2006,28,1,48.8
212900157515401,2006,28,1,48.8
11414154,1802,28,4,512.7
11414155,1802,28,4,512.7
11414170,1802,28,4,512.7
11414200,1802,28,4,512.7
11414210,1802,28,4,512.7
11414250,1802,28,4,512.7
11414280,1802,28,4,512.7
11414350,1802,28,4,512.7
11414360,1802,28,4,512.7
11416100,1802,28,4,512.7
11416200,1802,28,4,512.7
09052000,1401,28,14,1129.8
09052400,1401,28,14,1129.8
09052500,1401,28,14,1129.8
14187500,1709,28,26,1661.0
06052100,1002,28,17,1663.7
06052200,1002,28,17,1663.7
06052300,1002,28,17,1663.7
12170000,1711,28,20,1817.6
12170300,1711,28,20,1817.6
14317450,1710,28,39,2338.1
11158900,1806,28,36,3367.8
11159000,1806,28,36,3367.8
13132000,1704,28,36,3426.8
13016100,1704,28,62,6490.7
13016500,1704,28,62,6490.7
06286000,1008,28,69,7599.3
06664000,1018,28,78,8043.6
07128000,1102,28,103,8647.4
13170300,1705,28,102,8745.1
13170350,1705,28,102,8745.1
10208000,1603,28,123,10384.7
07183200,1107,28,96,10971.8
09473100,1505,28,135,11274.3
06470830,1016,28,114,11520.2
06470833,1016,28,114,11520.2
09506000,1506,28,137,12101.1
06101630,1003,28,144,15248.2
09404200,1501,28,262,23841.2
06887000,1027,28,253,25203.5
09427520,1503,28,306,26863.5
09427600,1503,28,306,26863.5
09427800,1503,28,306,26863.5
06837000,1025,28,305,31716.9
08446550,1307,28,268,32338.0
12306000,1701,28,244,32654.2
12308000,1701,28,244,32654.2
06329590,1010,28,386,35074.1
12435500,1702,28,310,59689.6
07103965,1102,27,7,611.6
07103970,1102,27,7,611.6
07104000,1102,27,7,611.6
07104500,1102,27,7,611.6
07104905,1102,27,7,611.6
11427765,1802,27,9,817.1
11431000,1802,27,9,817.1
11431500,1802,27,9,817.1
11433200,1802,27,9,817.1
06610685,1023,27,10,1039.6
06610795,1023,27,10,1039.6
06610798,1023,27,10,1039.6
11204680,1803,27,13,1070.4
11204900,1803,27,13,1070.4
11205000,1803,27,13,1070.4
444516122243900,1709,27,20,1318.5
14186610,1709,27,24,1529.9
14186700,1709,27,24,1529.9
14187200,1709,27,24,1529.9
11321000,1804,27,20,1611.1
11321500,1804,27,20,1611.1
11322000,1804,27,20,1611.1
11131000,1806,27,24,1907.9
11131500,1806,27,24,1907.9
11132000,1806,27,24,1907.9
12213100,1711,27,25,2165.3
12213145,1711,27,25,2165.3
13263500,1705,27,36,3005.2
12031000,1710,27,40,3359.9
13157015,1705,27,41,3393.3
13157105,1705,27,41,3393.3
13157110,1705,27,41,3393.3
13157125,1705,27,41,3393.3
13157130,1705,27,41,3393.3
13157160,1705,27,41,3393.3
13157291,1705,27,41,3393.3
13157293,1705,27,41,3393.3
14238800,1708,27,53,4133.3
07093700,1102,27,53,4348.7
13145000,1704,27,60,4644.4
13145500,1704,27,60,4644.4
11475000,1801,27,70,5457.5
13108000,1704,27,67,5680.9
13108150,1704,27,67,5680.9
13247500,1705,27,80,5785.5
10039500,1601,27,56,6408.7
07126500,1102,27,100,8277.8
06770375,1020,27,74,8397.8
10206001,1603,27,120,10013.9
06126500,1004,27,106,10476.5
13334000,1706,27,159,10634.3
12363000,1701,27,138,11655.9
09505550,1506,27,136,11997.0
13339000,1706,27,144,12551.2
06101500,1003,27,127,13487.2
07241800,1110,27,177,17133.7
07164000,1105,27,188,18231.4
06902000,1028,27,216,19458.2
07241550,1110,27,205,19808.7
12447200,1702,27,238,20507.0
07241520,1110,27,217,21061.0
08088000,1206,27,202,22209.1
06886000,1027,27,242,23987.0
08436500,1307,27,215,26370.4
08437500,1307,27,215,26370.4
08437600,1307,27,215,26370.4
08438100,1307,27,215,26370.4
08441500,1307,27,215,26370.4
06329500,1010,27,370,33554.0
16524000,2002,26,1,47.2
16527000,2002,26,1,47.2
16527500,2002,26,1,47.2
16531099,2002,26,1,47.2
16531100,2002,26,1,47.2
16532000,2002,26,1,47.2
16535000,2002,26,1,47.2
16536000,2002,26,1,47.2
16538000,2002,26,1,47.2
16541000,2002,26,1,47.2
16541500,2002,26,1,47.2
16542000,2002,26,1,47.2
16543000,2002,26,1,47.2
16544000,2002,26,1,47.2
16545000,2002,26,1,47.2
16551000,2002,26,1,47.2
16552000,2002,26,1,47.2
16552500,2002,26,1,47.2
16552600,2002,26,1,47.2
16552800,2002,26,1,47.2
16554000,2002,26,1,47.2
16554500,2002,26,1,47.2
16555000,2002,26,1,47.2
16556000,2002,26,1,47.2
16557000,2002,26,1,47.2
205224156113101,2002,26,1,47.2
205233156111901,2002,26,1,47.2
14316455,1710,26,24,1396.4
14316460,1710,26,24,1396.4
14316500,1710,26,24,1396.4
12167500,1711,26,19,1700.0
12167700,1711,26,19,1700.0
12168997,1711,26,19,1700.0
12169500,1711,26,19,1700.0
10162850,1602,26,25,1769.4
10163000,1602,26,25,1769.4
07221000,1108,26,31,3045.6
14152000,1709,26,41,3537.8
09364200,1408,26,44,3551.5
09364500,1408,26,44,3551.5
07198000,1111,26,48,4282.2
12324680,1701,26,57,4617.0
13050500,1704,26,48,4849.2
13056000,1704,26,48,4849.2
10038000,1601,26,55,6326.1
14031500,1707,26,78,6539.9
14032500,1707,26,78,6539.9
14033500,1707,26,78,6539.9
14033501,1707,26,78,6539.9
06208790,1007,26,68,7022.4
06208800,1007,26,68,7022.4
07126485,1102,26,86,7170.1
09444500,1504,26,75,7258.3
13333000,1706,26,128,8701.8
07183000,1107,26,87,9930.2
07214000,1108,26,118,11003.8
10321000,1604,26,125,11251.3
08384500,1306,26,123,12241.4
07163500,1105,26,182,17640.4
08162501,1209,26,174,18521.6
08162506,1209,26,174,18521.6
09404120,1501,26,215,19721.7
06402600,1012,26,213,25377.7
06830000,1025,26,289,30159.3
09050700,1401,25,13,1008.4
09051000,1401,25,13,1008.4
09051050,1401,25,13,1008.4
09051500,1401,25,13,1008.4
10309000,1605,25,12,1038.4
10309010,1605,25,12,1038.4
14181410,1709,25,18,1214.1
14181415,1709,25,18,1214.1
14181500,1709,25,18,1214.1
14181650,1709,25,18,1214.1
12388000,1701,25,17,1675.6
12388200,1701,25,17,1675.6
12141100,1711,25,21,2155.5
07218100,1108,25,23,2233.6
09313980,1406,25,35,2488.8
09314000,1406,25,35,2488.8
09314250,1406,25,35,2488.8
11072100,1807,25,24,2634.5
11072200,1807,25,24,2634.5
14238000,1708,25,48,3745.7
14238500,1708,25,48,3745.7
12413860,1701,25,38,3794.4
13143500,1704,25,57,4375.3
13144000,1704,25,57,4375.3
13144500,1704,25,57,4375.3
13246500,1705,25,77,5637.6
06285000,1008,25,58,6304.7
06285100,1008,25,58,6304.7
13332500,1706,25,99,6822.6
12352500,1701,25,86,7404.7
06770200,1020,25,69,7845.8
06770253,1020,25,69,7845.8
06126050,1004,25,83,8207.3
07182510,1107,25,75,8612.4
07211500,1108,25,94,8889.9
09472500,1505,25,111,9428.5
421401121480900,1801,25,97,9675.4
08383500,1306,25,105,10305.0
09504950,1506,25,125,11146.3
09505000,1506,25,125,11146.3
09505500,1506,25,125,11146.3
07335500,1114,25,134,12568.3
09334500,1407,25,170,14390.5
09335000,1407,25,170,14390.5
07163300,1105,25,177,17144.0
07141220,1103,25,150,17441.5
06785000,1021,25,196,20148.5
06463000,1015,25,214,22584.2
09424150,1503,25,305,26806.8
09424170,1503,25,305,26806.8
06328495,1010,25,332,29751.0
06610732,1023,24,9,952.5
06610740,1023,24,9,952.5
06610770,1023,24,9,952.5
411057096012501,1023,24,9,952.5
411126096003101,1023,24,9,952.5
411232096012401,1023,24,9,952.5
410853095575601,1023,24,9,952.8
10257548,1810,24,11,991.1
10257549,1810,24,11,991.1
10257550,1810,24,11,991.1
10257710,1810,24,11,991.1
10257720,1810,24,11,991.1
11216200,1803,24,10,1001.8
11216300,1803,24,10,1001.8
11216500,1803,24,10,1001.8
11218400,1803,24,10,1001.8
11203190,1803,24,12,1010.3
11203220,1803,24,12,1010.3
11203221,1803,24,12,1010.3
11203500,1803,24,12,1010.3
12099000,1711,24,11,1284.1
12100000,1711,24,11,1284.1
12100490,1711,24,11,1284.1
12100494,1711,24,11,1284.1
12100496,1711,24,11,1284.1
12100498,1711,24,11,1284.1
12100500,1711,24,11,1284.1
12101100,1711,24,11,1284.1
12101102,1711,24,11,1284.1
11319500,1804,24,18,1429.6
11130500,1806,24,22,1802.1
11045000,1807,24,22,1917.8
11045050,1807,24,22,1917.8
11045300,1807,24,22,1917.8
11045370,1807,24,22,1917.8
11045600,1807,24,22,1917.8
11045700,1807,24,22,1917.8
11046000,1807,24,22,1917.8
11046050,1807,24,22,1917.8
12211200,1711,24,22,1946.1
12211500,1711,24,22,1946.1
12212430,1711,24,22,1946.1
09134100,1402,24,25,2055.1
11451540,1802,24,29,2090.6
10300200,1605,24,26,2225.7
13130300,1704,24,25,2470.7
13130500,1704,24,25,2470.7
06803555,1020,24,30,2925.4
14339000,1710,24,40,3214.0
12413500,1701,24,35,3447.2
12413810,1701,24,35,3447.2
09364010,1408,24,43,3465.0
12324300,1701,24,50,3999.6
12324400,1701,24,50,3999.6
10263000,1809,24,45,4412.7
11528000,1801,24,50,4488.9
11529500,1801,24,50,4488.9
11403200,1802,24,57,4620.0
06089000,1003,24,62,4739.4
09444000,1504,24,46,4876.0
13107200,1704,24,61,5086.3
11192000,1803,24,60,5895.7
11192500,1803,24,60,5895.7
11192501,1803,24,60,5895.7
09328910,1406,24,61,6296.9
11150500,1806,24,82,6798.9
06125600,1004,24,78,7672.9
07182400,1107,24,67,7773.5
09472100,1505,24,95,8285.2
06916600,1029,24,80,8565.8
09514300,1507,24,91,8733.4
331954112371801,1507,24,91,8733.4
332029112353701,1507,24,91,8733.4
332108112332001,1507,24,91,8733.4
09386500,1502,24,100,9043.8
07326500,1113,24,91,9553.2
08383400,1306,24,100,9651.3
09260000,1405,24,91,10308.2
09417000,1501,24,112,10853.6
09417400,1501,24,112,10853.6
07242000,1110,24,134,13164.3
14048000,1707,24,252,20406.4
07241500,1110,24,225,21756.4
06884700,1027,24,227,22115.9
06452000,1014,24,298,25705.7
311221098340800,1209,24,352,38427.3
09271450,1406,23,15,1014.3
09271470,1406,23,15,1014.3
09271500,1406,23,15,1014.3
09271550,1406,23,15,1014.3
402356109253101,1406,23,15,1014.3
06719500,1019,23,13,1072.3
06719505,1019,23,13,1072.3
