site_no,vpuid,nested_usable_gauges,basin_huc12s,drainage_km2
13159800,1705,7,4,333.7
13160000,1705,7,4,333.7
13160500,1705,7,4,333.7
13161000,1705,7,4,333.7
07218475,1108,7,4,337.8
07218525,1108,7,4,337.8
06610792,1023,7,4,348.5
06610793,1023,7,4,348.5
410845095584201,1023,7,4,348.6
072632966,1111,7,3,362.8
072632971,1111,7,3,362.8
072632982,1111,7,3,362.8
07263300,1111,7,3,362.8
09183500,1403,7,4,368.4
09183600,1403,7,4,368.4
09184000,1403,7,4,368.4
09185100,1403,7,4,368.4
10133980,1602,7,4,371.9
11095500,1807,7,5,395.3
11096000,1807,7,5,395.3
09383420,1502,7,8,418.2
09383430,1502,7,8,418.2
13199000,1705,7,7,421.9
06062990,1003,7,6,440.7
06063000,1003,7,6,440.7
06064100,1003,7,6,440.7
06064150,1003,7,6,440.7
12326420,1701,7,7,453.8
12327090,1701,7,7,453.8
09340500,1408,7,8,466.1
09340800,1408,7,8,466.1
09341500,1408,7,8,466.1
11108134,1807,7,5,478.0
11108135,1807,7,5,478.0
11108145,1807,7,5,478.0
06323000,1009,7,5,478.2
06889200,1027,7,4,489.1
14144805,1708,7,4,491.7
454705122451400,1708,7,4,491.7
12037400,1710,7,5,507.3
12037500,1710,7,5,507.3
09093000,1401,7,5,513.7
09093500,1401,7,5,513.7
14223000,1708,7,5,537.3
14223500,1708,7,5,537.3
14223600,1708,7,5,537.3
07327490,1113,7,6,541.4
14313200,1710,7,9,548.5
14313500,1710,7,9,548.5
14313501,1710,7,9,548.5
06071000,1003,7,9,595.8
06408500,1012,7,7,621.1
06061500,1003,7,8,625.2
11069200,1807,7,7,637.2
11069500,1807,7,7,637.2
11069501,1807,7,7,637.2
14330500,1710,7,7,650.2
14331000,1710,7,7,650.2
14331500,1710,7,7,650.2
14332000,1710,7,7,650.2
14332001,1710,7,7,650.2
14334700,1710,7,7,650.2
14150500,1709,7,8,652.7
14151000,1709,7,8,652.7
11026000,1807,7,8,691.3
11029000,1807,7,8,691.3
14054000,1707,7,9,704.7
14054500,1707,7,9,704.7
13349200,1706,7,10,768.9
14241100,1708,7,9,786.5
10129500,1602,7,12,865.7
09372000,1408,7,11,900.0
09082500,1401,7,9,938.2
09083700,1401,7,9,938.2
09083800,1401,7,9,938.2
09489100,1506,7,13,951.1
06479438,1017,7,11,952.3
06479450,1017,7,11,952.3
06479452,1017,7,11,952.3
14347000,1710,7,12,966.0
14348000,1710,7,12,966.0
14201300,1709,7,14,1009.4
14201340,1709,7,14,1009.4
14123500,1707,7,11,1014.6
14170000,1709,7,10,1066.0
08382000,1306,7,11,1066.1
08276300,1302,7,11,1087.7
11109600,1807,7,12,1094.5
09410100,1501,7,13,1133.6
09410400,1501,7,13,1133.6
06699500,1019,7,12,1146.0
11367760,1802,7,16,1148.6
11367800,1802,7,16,1148.6
09332100,1407,7,13,1163.5
09332500,1407,7,13,1163.5
06665000,1018,7,13,1285.2
06665500,1018,7,13,1285.2
06665790,1018,7,13,1285.2
06665800,1018,7,13,1285.2
14366000,1710,7,19,1287.3
07332500,1114,7,14,1305.4
10297500,1605,7,17,1308.9
13048500,1704,7,13,1314.3
13049500,1704,7,13,1314.3
06011500,1002,7,15,1343.0
12513650,1702,7,8,1356.6
09371000,1408,7,21,1370.2
11476000,1801,7,15,1396.7
11476500,1801,7,15,1396.7
06604440,1023,7,17,1405.5
06316000,1009,7,14,1446.2
09230300,1404,7,12,1477.5
09229500,1404,7,12,1477.5
08105300,1207,7,14,1526.8
06309500,1009,7,15,1675.1
11158500,1806,7,17,1711.3
11158600,1806,7,17,1711.3
14157500,1709,7,19,1724.8
07124200,1102,7,23,1740.1
07124350,1102,7,23,1740.1
06053500,1003,7,27,1763.2
06054000,1003,7,27,1763.2
06054500,1003,7,27,1763.2
460709111241001,1003,7,27,1763.2
10268000,1809,7,16,1829.8
08042515,1204,7,3,1964.3
08042520,1204,7,3,1964.3
08249000,1301,7,25,1985.8
06279940,1008,7,18,2020.2
06233900,1008,7,22,2080.8
07349890,1114,7,21,2123.5
07351750,1114,7,29,2192.7
11394000,1802,7,25,2338.2
06842500,1025,7,26,2401.3
06843000,1025,7,26,2401.3
12452500,1702,7,29,2415.2
12452550,1702,7,29,2417.4
07056000,1101,7,26,2476.5
06277000,1008,7,25,2518.9
10318000,1604,7,29,2585.2
12172500,1711,7,28,2608.6
12174500,1711,7,28,2608.6
06165000,1005,7,27,2621.8
12459000,1702,7,34,2638.1
06449500,1014,7,33,2732.5
07062500,1101,7,30,2840.4
13191000,1705,7,45,2855.1
09470920,1505,7,36,2881.5
06696000,1019,7,30,2906.3
06696200,1019,7,30,2906.3
12358000,1701,7,31,2939.6
12358500,1701,7,31,2941.9
07181000,1107,7,25,2965.9
13337000,1706,7,38,3059.7
06468250,1016,7,28,3166.1
10243234,1602,7,34,3225.7
08478300,1303,7,30,3348.6
08478400,1303,7,30,3348.6
11493500,1801,7,29,3374.1
06295500,1010,7,47,3386.2
06295900,1010,7,47,3386.2
06296000,1010,7,47,3386.2
06296003,1010,7,47,3386.2
09387300,1502,7,31,3388.4
06222000,1008,7,34,3399.2
06222100,1008,7,34,3399.2
07144100,1103,7,31,3469.6
375350097262800,1103,7,31,3469.6
08418000,1307,7,34,3522.8
08419000,1307,7,34,3522.8
08343100,1302,7,35,3691.3
09330230,1407,7,40,3801.0
09330250,1407,7,40,3801.0
08379500,1306,7,40,3808.9
09216050,1404,7,34,3956.2
06349500,1013,7,36,3957.9
464556100432200,1013,7,36,3957.9
11485000,1801,7,44,3966.2
11486000,1801,7,44,3966.2
420833121402000,1801,7,44,3966.2
14040500,1707,7,60,4366.9
13289500,1705,7,63,4420.2
09482000,1505,7,48,4456.3
09482001,1505,7,48,4456.3
07059998,1101,7,47,4740.2
07060000,1101,7,47,4740.2
07060001,1101,7,47,4740.2
07311900,1113,7,42,4887.3
09430500,1504,7,48,5137.7
09456800,1504,7,53,5310.7
14079500,1707,7,69,5342.8
09502830,1506,7,60,5583.7
06446000,1014,7,70,5787.8
12467000,1702,7,64,5818.6
07141200,1103,7,52,5915.6
07244000,1110,7,77,6202.4
09415589,1501,7,67,6357.4
09415590,1501,7,67,6357.4
06798800,1022,7,64,6436.7
06884025,1027,7,76,7409.3
13310199,1706,7,99,7451.1
06833500,1025,7,70,7478.4
06834000,1025,7,70,7478.4
13220000,1705,7,89,7872.6
13220500,1705,7,89,7872.6
06357500,1013,7,117,8553.4
07150500,1106,7,81,9072.5
08033500,1202,7,87,9574.2
06457500,1015,7,96,10543.5
06335500,1011,7,112,12126.5
06862000,1026,7,125,13919.0
07299200,1112,7,126,15232.1
07234000,1110,7,203,20503.0
16249500,2006,6,1,52.1
16249900,2006,6,1,52.1
16254000,2006,6,1,52.1
16260500,2006,6,1,52.1
16264600,2006,6,1,52.1
16264690,2006,6,1,52.1
16264850,2006,6,1,52.1
16094200,2007,6,1,58.1
16095000,2007,6,1,58.1
16095200,2007,6,1,58.1
16095900,2007,6,1,58.1
16097000,2007,6,1,58.1
16097300,2007,6,1,58.1
16097500,2007,6,1,58.1
16648000,2002,6,1,63.4
16649000,2002,6,1,63.4
205120156312801,2002,6,1,63.4
205121156321501,2002,6,1,63.4
205123156320501,2002,6,1,63.4
205125156304801,2002,6,1,63.4
205126156315501,2002,6,1,63.4
16077000,2007,6,1,67.0
16078000,2007,6,1,67.0
16079000,2007,6,1,67.0
16080000,2007,6,1,67.0
16080001,2007,6,1,67.0
16082000,2007,6,1,67.0
16088000,2007,6,1,67.0
14211400,1709,6,1,69.0
14211499,1709,6,1,69.0
452736122294900,1709,6,1,69.0
452746122220200,1709,6,1,69.0
452753122233100,1709,6,1,69.0
452755122234100,1709,6,1,69.0
452807122215001,1709,6,1,69.0
07105920,1102,6,1,70.6
07105924,1102,6,1,70.6
07105928,1102,6,1,70.6
07105932,1102,6,1,70.6
07105940,1102,6,1,70.6
384047104510301,1102,6,1,70.6
384048104504901,1102,6,1,70.6
09238700,1405,6,1,72.2
09238705,1405,6,1,72.2
09238710,1405,6,1,72.2
09238750,1405,6,1,72.2
09238770,1405,6,1,72.2
09238800,1405,6,1,72.2
09238900,1405,6,1,72.2
11362800,1802,6,1,80.6
11362880,1802,6,1,80.6
11362890,1802,6,1,80.6
11362900,1802,6,1,80.6
11362940,1802,6,1,80.6
11362945,1802,6,1,80.6
11362950,1802,6,1,80.6
10260550,1809,6,1,87.6
10260620,1809,6,1,87.6
10260630,1809,6,1,87.6
10260650,1809,6,1,87.6
10260700,1809,6,1,87.6
10260782,1809,6,1,87.6
10260820,1809,6,1,87.6
10336770,1605,6,1,105.4
10336775,1605,6,1,105.4
10336778,1605,6,1,105.4
10336779,1605,6,1,105.4
10336780,1605,6,1,105.4
10336785,1605,6,1,105.4
10336790,1605,6,1,105.4
11052500,1807,6,1,109.7
11052504,1807,6,1,109.7
11052790,1807,6,1,109.7
11052800,1807,6,1,109.7
11053000,1807,6,1,109.7
11054000,1807,6,1,109.7
11054001,1807,6,1,109.7
11427800,1802,6,1,122.8
11427940,1802,6,1,122.8
11427960,1802,6,1,122.8
11428000,1802,6,1,122.8
11428001,1802,6,1,122.8
11428300,1802,6,1,122.8
11428400,1802,6,1,122.8
11120500,1806,6,2,122.9
11120510,1806,6,2,122.9
11120520,1806,6,2,122.9
11120530,1806,6,2,122.9
16756000,2001,6,1,145.8
16756100,2001,6,1,145.8
16756300,2001,6,1,145.8
16756500,2001,6,1,145.8
16757000,2001,6,1,145.8
16758000,2001,6,1,145.8
16759000,2001,6,1,145.8
10287262,1809,6,1,150.9
10287281,1809,6,1,150.9
10287289,1809,6,1,150.9
10287290,1809,6,1,150.9
10287291,1809,6,1,150.9
10287300,1809,6,1,150.9
10287400,1809,6,1,150.9
11242350,1804,6,1,151.0
11242400,1804,6,1,151.0
11243300,1804,6,1,151.0
11243500,1804,6,1,151.0
11244000,1804,6,1,151.0
11244050,1804,6,1,151.0
11244100,1804,6,1,151.0
06610742,1023,6,1,153.1
06610750,1023,6,1,153.1
06610760,1023,6,1,153.1
06610765,1023,6,1,153.1
411337096004501,1023,6,1,153.1
411535096020301,1023,6,1,153.1
411613096022601,1023,6,1,153.1
06645150,1018,6,2,154.9
06645160,1018,6,2,154.9
06645161,1018,6,2,154.9
06645164,1018,6,2,154.9
06645166,1018,6,2,154.9
06645174,1018,6,2,154.9
06645178,1018,6,2,154.9
06893350,1030,6,2,193.7
06893390,1030,6,2,193.7
06893400,1030,6,2,193.7
11407810,1802,6,3,196.6
11407815,1802,6,3,196.6
11407900,1802,6,3,196.6
11408500,1802,6,3,196.6
11408501,1802,6,3,196.6
11408550,1802,6,3,196.6
11408599,1802,6,3,196.6
12114500,1711,6,3,211.9
12115000,1711,6,3,211.9
12115800,1711,6,3,211.9
12143600,1711,6,2,224.3
12143700,1711,6,2,224.3
12143800,1711,6,2,224.3
12143900,1711,6,2,224.3
12144000,1711,6,2,224.3
11154100,1806,6,2,224.5
11154200,1806,6,2,224.5
11154500,1806,6,2,224.5
14196500,1709,6,4,233.9
14197000,1709,6,4,233.9
14185880,1709,6,4,239.8
443348122244400,1709,6,4,239.8
443404122240500,1709,6,4,239.8
443502122240500,1709,6,4,239.8
443517122221800,1709,6,4,239.8
443519122225800,1709,6,4,239.8
06889160,1027,6,2,240.0
06889170,1027,6,2,240.0
06889180,1027,6,2,240.0
08380400,1306,6,3,255.1
08380500,1306,6,3,255.1
08381000,1306,6,3,255.1
09270000,1406,6,5,257.5
10133800,1602,6,3,262.4
10133895,1602,6,3,262.4
10133900,1602,6,3,262.4
07052150,1101,6,3,264.7
07052152,1101,6,3,264.7
07052160,1101,6,3,264.7
13241000,1705,6,5,266.6
13241500,1705,6,5,266.6
13242000,1705,6,5,266.6
13242500,1705,6,5,266.6
13243000,1705,6,5,266.6
11438000,1802,6,4,288.3
06321020,1009,6,3,290.8
06321040,1009,6,3,290.8
06321500,1009,6,3,290.8
06321800,1009,6,3,290.8
14128950,1708,6,3,306.5
09265500,1406,6,5,315.0
09266000,1406,6,5,315.0
09266500,1406,6,5,315.0
09267100,1406,6,5,315.0
07048480,1101,6,4,321.9
07048490,1101,6,4,321.9
07048493,1101,6,4,321.9
07048495,1101,6,4,321.9
07048500,1101,6,4,321.9
07048550,1101,6,4,321.9
08236500,1301,6,5,321.9
06726900,1019,6,4,333.0
06727000,1019,6,4,333.0
13311500,1706,6,6,338.6
13312000,1706,6,6,338.6
12323233,1701,6,4,359.1
12323240,1701,6,4,359.1
12323242,1701,6,4,359.1
12323248,1701,6,4,359.1
12323250,1701,6,4,359.1
07327483,1113,6,4,361.4
07214680,1108,6,5,374.1
07214700,1108,6,5,374.1
11141300,1806,6,5,375.3
11141500,1806,6,5,375.3
11136050,1806,6,5,395.4
11136100,1806,6,5,395.4
11136150,1806,6,5,395.4
06893820,1030,6,6,401.0
06893830,1030,6,6,401.0
09357500,1408,6,4,412.8
09358000,1408,6,4,412.8
09359020,1408,6,4,412.8
11406500,1802,6,5,433.9
13153783,1705,6,6,436.2
13153786,1705,6,6,436.2
13154500,1705,6,6,436.2
13154510,1705,6,6,436.2
13155074,1705,6,6,436.2
13155075,1705,6,6,436.2
10310000,1605,6,4,436.7
10310358,1605,6,4,436.7
06407000,1012,6,5,454.6
06407500,1012,6,5,454.6
06408000,1012,6,5,454.6
06279800,1008,6,5,459.8
09403690,1501,6,7,472.5
12182000,1711,6,5,479.5
12182500,1711,6,5,479.5
12183000,1711,6,5,479.5
12183500,1711,6,5,479.5
08266820,1302,6,4,490.8
08267000,1302,6,4,490.8
09510200,1506,6,5,498.7
11482120,1801,6,4,522.3
11482125,1801,6,4,522.3
11482130,1801,6,4,522.3
11482200,1801,6,4,522.3
06647890,1018,6,5,523.4
06647900,1018,6,5,523.4
06647920,1018,6,5,523.4
06648000,1018,6,5,523.4
10396000,1712,6,8,541.9
424325118495900,1712,6,8,541.9
424547118503500,1712,6,8,541.9
07332400,1114,6,6,543.4
06430900,1012,6,4,545.9
06431500,1012,6,4,545.9
06432020,1012,6,4,545.9
09297500,1406,6,5,557.9
09297700,1406,6,5,557.9
11518300,1801,6,6,567.8
11518310,1801,6,6,567.8
14205800,1709,6,8,598.1
453113123003501,1709,6,8,598.1
14216000,1708,6,11,604.5
11277000,1804,6,9,610.0
11277300,1804,6,9,610.0
11278200,1804,6,9,610.0
11278300,1804,6,9,610.0
11278400,1804,6,9,610.0
10154500,1602,6,9,613.8
10155000,1602,6,9,613.8
07206000,1108,6,7,632.7
07206200,1108,6,7,632.7
07206300,1108,6,7,632.7
07206400,1108,6,7,632.7
13325500,1706,6,9,638.3
13327000,1706,6,9,638.3
13327500,1706,6,9,638.3
09263500,1406,6,12,656.4
385903107210800,1402,6,8,664.9
12187000,1711,6,7,671.6
13072000,1704,6,8,672.1
06795250,1020,6,6,676.6
413433097345101,1020,6,6,676.6
06711500,1019,6,9,680.1
08083300,1206,6,7,680.2
08083430,1206,6,7,680.2
06289500,1008,6,5,681.9
10010500,1601,6,6,688.1
10011500,1601,6,6,688.1
13342450,1706,6,6,706.4
11413000,1802,6,8,742.1
13293500,1706,6,12,746.3
06928380,1029,6,7,751.6
06928420,1029,6,7,751.6
06928430,1029,6,7,751.6
10123000,1601,6,8,759.1
10123500,1601,6,8,759.1
09041400,1401,6,9,761.6
09041500,1401,6,9,761.6
14122900,1707,6,8,765.8
14123000,1707,6,8,765.8
11259000,1804,6,8,768.1
11259300,1804,6,8,768.3
09288100,1406,6,11,773.5
09371700,1408,6,9,776.5
13092747,1704,6,8,794.3
13093000,1704,6,8,794.3
13093095,1704,6,8,794.3
11292610,1804,6,10,795.4
11292700,1804,6,10,795.4
11106550,1807,6,7,802.8
06709000,1019,6,12,833.0
06709500,1019,6,12,833.0
06709530,1019,6,12,833.0
06698500,1019,6,8,848.7
06699005,1019,6,8,848.7
06011000,1002,6,10,852.4
11226500,1804,6,9,852.6
09507980,1506,6,10,858.0
11109525,1807,6,10,869.1
11109550,1807,6,10,869.1
09324500,1406,6,9,875.1
09325000,1406,6,9,875.1
11329500,1804,6,12,885.6
09318500,1406,6,8,895.5
14168500,1709,6,9,932.2
14169000,1709,6,9,932.2
14169001,1709,6,9,932.2
12133000,1711,6,10,934.5
13310700,1706,6,12,938.1
07202000,1108,6,10,940.5
08474095,1211,6,1,948.1
08474107,1211,6,1,948.1
08474108,1211,6,1,948.1
08474110,1211,6,1,948.1
08474115,1211,6,1,948.1
08474118,1211,6,1,948.1
08474300,1211,6,1,948.1
08275300,1302,6,10,1003.3
08276000,1302,6,10,1003.3
10293000,1605,6,11,1005.7
09370800,1408,6,17,1012.3
09370820,1408,6,17,1012.3
14101500,1707,6,13,1043.5
06204500,1007,6,9,1044.4
06204700,1007,6,9,1044.4
06315000,1009,6,11,1087.2
06891483,1027,6,10,1100.4
06891486,1027,6,10,1100.4
06891488,1027,6,10,1100.4
06891490,1027,6,10,1100.4
06891500,1027,6,10,1100.4
385548095192701,1027,6,10,1100.4
10296700,1605,6,15,1128.0
10297010,1605,6,15,1128.0
12513500,1702,6,7,1136.1
06631500,1018,6,10,1138.8
13148500,1704,6,14,1206.1
13052200,1704,6,17,1209.3
13053000,1704,6,17,1209.3
06344500,1013,6,13,1212.0
09109000,1402,6,13,1236.3
09110000,1402,6,13,1236.3
10264640,1809,6,14,1251.1
12476000,1703,6,12,1252.8
12477000,1703,6,12,1252.8
13042000,1704,6,14,1278.7
11481000,1801,6,13,1280.3
14209500,1709,6,19,1296.1
06033000,1002,6,16,1297.8
06813000,1024,6,16,1331.7
07146895,1103,6,12,1341.6
06199500,1007,6,16,1366.1
06200000,1007,6,16,1366.1
14157000,1709,6,15,1444.4
13316500,1706,6,19,1492.8
08324000,1302,6,15,1496.6
11399500,1802,6,18,1533.5
14326510,1710,6,19,1538.5
10046000,1601,6,16,1565.5
10059500,1601,6,16,1565.5
07179710,1107,6,15,1597.6
383059096183300,1107,6,15,1597.6
383131096195300,1107,6,15,1597.6
09494000,1506,6,25,1652.2
13026500,1704,6,16,1661.4
09349800,1408,6,20,1752.2
06930000,1029,6,20,1821.4
06930015,1029,6,20,1821.4
06930060,1029,6,20,1821.4
06154490,1005,6,16,1839.8
06154500,1005,6,16,1839.8
06154510,1005,6,16,1839.8
06154550,1005,6,16,1839.8
06890100,1027,6,23,1860.6
11532500,1801,6,21,1862.4
11532650,1801,6,21,1862.4
11401200,1802,6,24,1939.1
11401500,1802,6,24,1939.1
11525500,1801,6,22,1975.0
11525535,1801,6,22,1975.0
11525540,1801,6,22,1975.0
06276000,1008,6,21,2013.6
06276500,1008,6,21,2013.6
07349849,1114,6,20,2041.5
07349860,1114,6,20,2041.5
07349868,1114,6,20,2041.5
07349870,1114,6,20,2041.5
11393500,1802,6,23,2169.2
09386950,1502,6,21,2178.1
09167500,1403,6,29,2178.7
06081000,1003,6,30,2184.9
06082200,1003,6,30,2184.9
08068000,1204,6,20,2208.2
08217000,1301,6,35,2231.7
08217500,1301,6,35,2231.7
06917560,1029,6,23,2240.2
14036000,1707,6,27,2248.4
06904050,1028,6,24,2252.4
09394000,1502,6,36,2321.1
10317500,1604,6,26,2336.6
11529000,1801,6,24,2412.3
06164800,1005,6,26,2459.8
07062050,1101,6,27,2560.3
10323000,1604,6,27,2603.4
06449300,1014,6,31,2626.0
07248500,1111,6,36,2630.9
07144795,1103,6,20,2633.1
07144800,1103,6,20,2633.1
06038500,1002,6,23,2644.6
08343000,1302,6,26,2648.0
13190565,1705,6,43,2672.8
09119000,1402,6,31,2855.1
07334000,1114,6,31,2893.8
13338500,1706,6,35,3050.7
07076000,1101,6,32,3082.4
10189000,1603,6,37,3215.0
06919000,1029,6,32,3295.7
10320000,1604,6,36,3366.3
10320500,1604,6,36,3366.3
06207500,1007,6,36,3431.6
06138500,1005,6,35,3524.7
09215550,1404,6,31,3631.8
09216000,1404,6,31,3631.8
08167900,1210,6,39,3935.0
06677000,1018,6,38,4040.2
06677010,1018,6,38,4040.2
10255885,1810,6,47,4050.3
06766498,1020,6,37,4137.3
06766499,1020,6,37,4137.3
06766500,1020,6,37,4137.3
06922000,1029,6,40,4398.8
11013500,1807,6,46,4448.4
06353000,1013,6,53,4630.1
13336500,1706,6,55,4962.1
07301110,1112,6,50,5146.7
08045500,1203,6,55,5308.8
06457000,1015,6,52,5564.1
06899500,1028,6,60,5628.8
07346085,1114,6,57,5636.7
06798500,1022,6,57,5942.5
06784000,1021,6,70,6008.8
06884000,1027,6,64,6188.9
13341000,1706,6,69,6326.8
07302000,1112,6,58,6696.7
07302520,1112,6,58,6696.7
07303000,1112,6,58,6696.7
07155590,1104,6,86,7328.9
09404112,1501,6,77,7430.6
09404115,1501,6,77,7430.6
08038500,1202,6,72,7570.3
08020500,1201,6,77,8139.5
08020820,1201,6,77,8139.5
07149500,1106,6,70,8148.2
07149520,1106,6,70,8148.2
07158500,1105,6,79,8393.9
06777000,1021,6,82,9635.1
08434000,1307,6,77,9741.8
12404900,1702,6,138,10832.5
12405000,1702,6,138,10832.5
09424000,1503,6,117,10841.5
07229050,1109,6,102,10972.9
06824500,1025,6,116,12441.6
06861000,1026,6,117,13022.4
12301500,1701,6,123,21965.1
07228000,1109,6,230,23484.6
07105945,1102,5,1,50.3
07105950,1102,5,1,50.3
07105960,1102,5,1,50.3
383944104474201,1102,5,1,50.3
384037104472001,1102,5,1,50.3
384220104503701,1102,5,1,50.3
16086000,2007,5,1,54.2
16087000,2007,5,1,54.2
16090000,2007,5,1,54.2
16091000,2007,5,1,54.2
16092000,2007,5,1,54.2
16093200,2007,5,1,54.2
16604500,2002,5,1,57.8
16605500,2002,5,1,57.8
205250156324401,2002,5,1,57.8
205255156322401,2002,5,1,57.8
205256156321601,2002,5,1,57.8
205304156314401,2002,5,1,57.8
13055198,1704,5,1,74.5
13055210,1704,5,1,74.5
13055230,1704,5,1,74.5
13055250,1704,5,1,74.5
13055270,1704,5,1,74.5
13055300,1704,5,1,74.5
09140200,1402,5,1,88.2
09140500,1402,5,1,88.2
09140700,1402,5,1,88.2
09141000,1402,5,1,88.2
09141200,1402,5,1,88.2
09141500,1402,5,1,88.2
09095526,1401,5,1,92.6
09095528,1401,5,1,92.6
09106104,1401,5,1,92.6
09106108,1401,5,1,92.6
09153290,1401,5,1,92.6
09153300,1401,5,1,92.6
12080500,1711,5,1,110.7
12080650,1711,5,1,110.7
12080670,1711,5,1,110.7
12080750,1711,5,1,110.7
12081000,1711,5,1,110.7
12081010,1711,5,1,110.7
10287655,1809,5,1,121.3
10287720,1809,5,1,121.3
10287762,1809,5,1,121.3
10287770,1809,5,1,121.3
10287780,1809,5,1,121.3
10287900,1809,5,1,121.3
12122500,1711,5,1,121.9
12123000,1711,5,1,121.9
12123100,1711,5,1,121.9
12123200,1711,5,1,121.9
12124000,1711,5,1,121.9
12124500,1711,5,1,121.9
12103205,1711,5,1,135.5
12103207,1711,5,1,135.5
12103210,1711,5,1,135.5
12103212,1711,5,1,135.5
12103220,1711,5,1,135.5
12103330,1711,5,1,135.5
11426110,1802,5,1,140.1
11426120,1802,5,1,140.1
11426130,1802,5,1,140.1
11426140,1802,5,1,140.1
11426150,1802,5,1,140.1
11426160,1802,5,1,140.1
11465800,1801,5,1,144.1
11465850,1801,5,1,144.1
11466050,1801,5,1,144.1
11466065,1801,5,1,144.1
11466080,1801,5,1,144.1
11466170,1801,5,1,144.1
11428995,1802,5,2,148.3
11429000,1802,5,2,148.3
11430000,1802,5,2,148.3
11430500,1802,5,2,148.3
09132920,1402,5,2,150.2
09132940,1402,5,2,150.2
09132960,1402,5,2,150.2
07218615,1108,5,2,157.5
07218635,1108,5,2,157.5
07218655,1108,5,2,157.5
07218700,1108,5,2,157.5
07218720,1108,5,2,157.5
06405500,1012,5,2,160.5
06405800,1012,5,2,160.5
10172000,1602,5,3,164.1
10172200,1602,5,3,164.1
10172220,1602,5,3,164.1
402114105350101,1019,5,2,168.8
11400000,1802,5,2,169.1
11400200,1802,5,2,169.1
11400500,1802,5,2,169.1
11400600,1802,5,2,169.1
11401000,1802,5,2,169.1
11401100,1802,5,2,169.1
14349500,1710,5,2,181.0
14350000,1710,5,2,181.0
420628122360400,1710,5,2,181.0
14138850,1708,5,3,194.0
14138870,1708,5,3,194.0
14138900,1708,5,3,194.0
14139500,1708,5,3,194.0
394115105525600,1019,5,2,202.9
09310500,1406,5,3,204.4
09310550,1406,5,3,204.4
09268500,1406,5,4,215.0
10348801,1605,5,2,218.1
11296500,1804,5,2,220.9
11297000,1804,5,2,220.9
11297200,1804,5,2,220.9
11297500,1804,5,2,220.9
11298000,1804,5,2,220.9
11477400,1801,5,3,221.1
11477425,1801,5,3,221.1
11477450,1801,5,3,221.1
11477475,1801,5,3,221.1
11477476,1801,5,3,221.1
11477500,1801,5,3,221.1
09274900,1406,5,3,231.7
09275000,1406,5,3,231.7
09275500,1406,5,3,231.7
09276600,1406,5,3,231.7
14128910,1708,5,2,233.3
453630122021400,1708,5,2,233.3
453604122060000,1708,5,2,233.3
11116500,1807,5,3,238.9
11116550,1807,5,3,238.9
07327447,1113,5,3,243.6
11208720,1803,5,3,246.7
11208730,1803,5,3,246.7
11208731,1803,5,3,246.7
09059500,1401,5,2,249.2
11070256,1807,5,2,255.5
11070262,1807,5,2,255.5
11070263,1807,5,2,255.5
11070270,1807,5,2,255.5
09010500,1401,5,3,263.7
09010501,1401,5,3,263.7
09010600,1401,5,3,263.7
09011000,1401,5,3,263.7
06436190,1012,5,2,269.0
06436198,1012,5,2,269.0
10264500,1809,5,3,269.0
10264501,1809,5,3,269.0
10264502,1809,5,3,269.0
11160200,1806,5,2,273.6
11160300,1806,5,2,273.6
11160430,1806,5,2,273.6
08235700,1301,5,4,278.6
08236000,1301,5,4,278.6
11427760,1802,5,3,287.5
11427770,1802,5,3,287.5
11428600,1802,5,3,287.5
14097200,1707,5,3,291.9
12104500,1711,5,5,292.9
12104700,1711,5,5,292.9
09196940,1404,5,3,304.5
09196960,1404,5,3,304.5
09197000,1404,5,3,304.5
09197500,1404,5,3,304.5
09198000,1404,5,3,304.5
13253000,1705,5,4,306.7
13253500,1705,5,4,306.7
09299400,1406,5,4,322.1
09299500,1406,5,4,322.1
09299600,1406,5,4,322.1
09299700,1406,5,4,322.1
06339000,1013,5,3,325.9
06339010,1013,5,3,325.9
12036500,1710,5,3,337.2
12036650,1710,5,3,337.2
12413150,1701,5,4,337.9
10343200,1605,5,6,352.6
13070300,1704,5,5,395.2
13070500,1704,5,5,395.2
13071000,1704,5,5,395.2
13071010,1704,5,5,395.2
13017500,1704,5,5,406.0
13018350,1704,5,5,406.0
13018500,1704,5,5,406.0
11279500,1804,5,4,422.7
11280000,1804,5,4,422.7
11281000,1804,5,4,422.9
11282500,1804,5,4,422.9
11144600,1806,5,6,423.4
11145000,1806,5,6,423.4
11145500,1806,5,6,423.4
12078705,1711,5,4,441.8
12078720,1711,5,4,441.8
12078730,1711,5,4,441.8
12080000,1711,5,4,441.8
12080010,1711,5,4,441.8
06059000,1003,5,6,450.0
07332390,1114,5,5,456.5
11214540,1803,5,4,459.0
11016200,1807,5,5,470.0
13347500,1706,5,5,477.7
11504000,1801,5,5,489.3
11504100,1801,5,5,489.3
11504107,1801,5,5,489.3
11504115,1801,5,5,489.3
11504290,1801,5,5,489.3
09419673,1501,5,5,504.7
09419674,1501,5,5,504.7
09419676,1501,5,5,504.7
09419677,1501,5,5,504.7
094196775,1501,5,5,504.7
12379500,1701,5,5,504.9
09507950,1506,5,6,528.9
09153400,1401,5,5,536.5
09160000,1401,5,5,536.5
09160500,1401,5,5,536.5
09161000,1401,5,5,536.5
09163050,1401,5,5,536.5
08255000,1302,5,5,541.5
11449255,1802,5,9,544.5
11333500,1804,5,6,550.4
