site_no,station_name,usgs_da_km2,usgs_da_source,name_peace_river,name_tributary,name_lake_outlet,name_lake,name_canal,v1b_nhdplusid,v1b_pick_rule,reference_class,reference_gnis,reference_ftype,reference_has_wb_link,nhd_first_totdasqkm,nhd_first_streamorde,nhd_first_ftype,nhd_first_gnis,swat_gis_id,swat_lcha,mapping_method,mapped_nhdplusid,replacement_steps_downstream,chandeg_present,nhd_tda_km2,swat_da_km2,swat_nhd_ratio,swat_nhd_pct_diff,assignment_class,calibration_eligible,reason_code,production_gis_channel,production_nhdplusid,production_nhd_pick_rule,v1_draft_nhdplusid,production_pick_rule,v1_draft_pick_rule,v1b_context,prod_eq_v1b,prod_eq_v1b_nhd,prod_eq_v1b_gis,v1b_changed_from_draft,audit_v1b_ratio_swat_vs_tda,audit_v1b_pct_diff_vs_tda,audit_v1b_ratio_swat_vs_orig_up,audit_prod_ratio_swat_vs_tda,audit_prod_pct_diff_vs_tda,notes,v1b_nhdplusid_p1b,v1b_pick_rule_p1b,v1_draft_context,prod_eq_draft,draft_eq_v1b,production_nhdplusid_p0,audit_v1b_usgs_site_no,audit_v1b_station_name,audit_v1b_nhdplusid_crosswalk,audit_v1b_crosswalk_snap_dist_m,audit_v1b_nhdplusid_gage_pick_500m,audit_v1b_crosswalk_eq_gage_pick,audit_v1b_nhd_gage_pick_rule,audit_v1b_swat_chandeg_km2,audit_v1b_nhd_local_areasqkm_km2,audit_v1b_nhd_totdasqkm_km2,audit_v1b_nhd_orig_upstream_catchment_sum_km2,audit_v1b_nhd_clean_upstream_catchment_sum_km2,audit_v1b_nhd_orig_upstream_waterbody_km2,audit_v1b_nhd_orig_upstream_n_reaches,audit_v1b_nhd_clean_upstream_n_reaches,audit_v1b_usgs_da_km2,audit_v1b_pct_diff_vs_local,audit_v1b_ratio_swat_vs_local,audit_v1b_pct_diff_vs_orig_up,audit_v1b_pct_diff_vs_clean_up,audit_v1b_ratio_swat_vs_clean_up,audit_prod_usgs_site_no,audit_prod_station_name,audit_prod_nhdplusid_crosswalk,audit_prod_crosswalk_snap_dist_m,audit_prod_nhdplusid_gage_pick_500m,audit_prod_crosswalk_eq_gage_pick,audit_prod_nhd_gage_pick_rule,audit_prod_swat_chandeg_km2,audit_prod_nhd_local_areasqkm_km2,audit_prod_nhd_totdasqkm_km2,audit_prod_nhd_orig_upstream_catchment_sum_km2,audit_prod_nhd_clean_upstream_catchment_sum_km2,audit_prod_nhd_orig_upstream_waterbody_km2,audit_prod_nhd_orig_upstream_n_reaches,audit_prod_nhd_clean_upstream_n_reaches,audit_prod_usgs_da_km2,audit_prod_pct_diff_vs_local,audit_prod_ratio_swat_vs_local,audit_prod_pct_diff_vs_orig_up,audit_prod_ratio_swat_vs_orig_up,audit_prod_pct_diff_vs_clean_up,audit_prod_ratio_swat_vs_clean_up
02296525,PEACE RIVER BELOW CHARLIE CREEK NEAR GARDNER FL,3257.1980523767875,wbd_upstream_hu12_area_sqkm,True,True,False,False,False,15000700058438,nhd_first_v1b_gnis,mainstem,Peace River,558,True,2873.30059969,6,558,Peace River,242,238.0,exact_crosswalk,15000700058438,0,True,2873.30059969,3228.5101094,1.1236242075570944,12.362420755709428,mainstem_known_nhd_offset,True,calibration_ready_documented_nhd_offset,242,15000700010017,da_distance,15000700058438,da_distance,nhd_first_mainstem_levelpath_gnis,mainstem,False,False,True,False,1.1236,12.36,1.1236,1.1236,12.36,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700058438,nhd_first_v1b_gnis,mainstem,False,True,15000700010017,02296525,PEACE RIVER BELOW CHARLIE CREEK NEAR GARDNER FL,15000700058438.0,139.2,15000700010017.0,False,da_distance,3228.51,1.1,2873.3,2873.3,2850.82,435.15,4582.0,4535.0,3257.2,293400.92,2935.0092,12.36,13.25,1.1325,02296525,PEACE RIVER BELOW CHARLIE CREEK NEAR GARDNER FL,15000700058438.0,139.2,15000700010017.0,False,da_distance,3228.51,1.1,2873.3,2873.3,2850.82,435.15,4582.0,4535.0,3257.2,293400.92,2935.0092,12.36,1.1236,13.25,1.1325
02296750,"PEACE RIVER AT SR 70 AT ARCADIA, FL",3540.513746829312,nwis_contrib_drain_area_km2,True,False,False,False,False,15000700033482,nhd_first_v1b_gnis,mainstem,Peace River,558,True,3036.01379949,6,558,Peace River,220,216.0,lake_outlet_replacement,15000700033473,2,True,3036.01379949,3415.8747352,1.1251183165813707,12.511831658137067,lake_outlet_review,False,lake_outlet_manual_review,220,15000700033482,da_distance,15000700033482,da_distance,nhd_first_mainstem_levelpath_gnis,mainstem,True,True,True,False,,,,,,Mapped at downstream step 2 to NHD 15000700033473 (ref 15000700033482).,15000700033482,nhd_first_v1b_gnis,mainstem,True,True,15000700033482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02297000,10D JOSHUA CREEK NEAR ARCADIA FL,332.46068211037607,wbd_upstream_hu12_area_sqkm,False,True,False,False,False,15000700046304,nhd_first_v1b_gnis,tributary,Joshua Creek,460,False,172.9473999,4,460,Joshua Creek,769,732.0,exact_crosswalk,15000700046304,0,True,172.9473999,183.1886734,1.059216117188935,5.921611718893501,tributary_clean,True,calibration_ready,769,15000700082207,da_distance,15000700046304,da_distance,nhd_first_tributary_local_gnis,tributary,False,False,True,False,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700046304,nhd_first_v1b_gnis,tributary,False,True,15000700082207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02297100,JOSHUA CREEK AT NOCATEE FL,341.878430564352,nwis_contrib_drain_area_km2,False,True,False,False,False,15000700021498,nhd_first_v1b_gnis,tributary,Joshua Creek,460,False,289.74049981,4,460,Joshua Creek,625,592.0,exact_crosswalk,15000700021498,0,True,289.74049981,312.1234673,1.0772517735859428,7.725177358594271,tributary_clean,True,calibration_ready,625,15000700021498,da_distance,15000700021498,da_distance,nhd_first_tributary_local_gnis,tributary,True,True,True,False,1.0773,7.73,1.0773,1.0773,7.73,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700021498,nhd_first_v1b_gnis,tributary,True,True,15000700021498,02297100,JOSHUA CREEK AT NOCATEE FL,15000700021498.0,12.8,15000700021498.0,True,da_distance,312.12,1.57,289.74,289.74,289.19,17.05,315.0,313.0,332.46,19780.48,198.8048,7.73,7.93,1.0793,02297100,JOSHUA CREEK AT NOCATEE FL,15000700021498.0,12.8,15000700021498.0,True,da_distance,312.12,1.57,289.74,289.74,289.19,17.05,315.0,313.0,332.46,19780.48,198.8048,7.73,1.0773,7.93,1.0793
02297105,PEACE RIVER AT NOCATEE FL,4325.28014426112,nwis_drain_area_km2,True,False,False,False,False,15000700021293,nhd_first_v1b_gnis,mainstem,Peace River,558,True,3071.17599959,6,558,Peace River,214,210.0,lake_outlet_replacement,15000700069535,1,True,3071.17599959,3754.9390715,1.222638843231805,22.26388432318049,lake_outlet_review,False,lake_outlet_manual_review,214,15000700009401,da_distance,15000700021293,da_distance,nhd_first_mainstem_levelpath_gnis,mainstem,False,False,True,False,,,,,,Mapped at downstream step 1 to NHD 15000700069535 (ref 15000700021293).,15000700021293,nhd_first_v1b_gnis,mainstem,False,True,15000700009401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02297153,WEST FORK HORSE CREEK NEAR MYAKKA HEAD FL,34.964839489536,nwis_contrib_drain_area_km2,False,True,False,False,False,15000700020086,nhd_first_v1b_gnis,tributary,Horse Creek,460,False,23.84070001,2,460,West Fork Horse Creek,632,599.0,exact_crosswalk,15000700020086,0,True,59.19119988,87.71854219999999,1.4819524249860498,48.195242498605,tributary_clean,True,calibration_ready,632,15000700080459,da_distance,15000700056023,da_distance,nhd_first_tributary_local_gnis,tributary,False,False,True,True,1.482,48.2,1.482,1.482,48.2,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700020086,nhd_first_v1b_gnis,tributary,False,False,15000700080459,02297153,WEST FORK HORSE CREEK NEAR MYAKKA HEAD FL,15000700020086.0,36.5,15000700020085.0,False,da_distance,87.72,0.19,59.19,59.19,59.1,2.34,187.0,184.0,100.5,46067.65,461.6765,48.2,48.42,1.4842,02297153,WEST FORK HORSE CREEK NEAR MYAKKA HEAD FL,15000700020086.0,36.5,15000700020085.0,False,da_distance,87.72,0.19,59.19,59.19,59.1,2.34,187.0,184.0,100.5,46067.65,461.6765,48.2,1.482,48.42,1.4842
02297155,HORSE CREEK NEAR MYAKKA HEAD FL,108.779500634112,nwis_contrib_drain_area_km2,False,True,False,False,False,15000700056297,nhd_first_v1b_gnis,tributary,Horse Creek,460,False,89.1130999,3,460,Horse Creek,603,570.0,exact_crosswalk,15000700056297,0,True,89.1130999,125.5828044,1.4092518893510066,40.92518893510067,tributary_clean,True,calibration_ready,603,15000700056297,da_distance,15000700056297,da_distance,nhd_first_tributary_local_gnis,tributary,True,True,True,False,1.4093,40.93,1.4093,1.4093,40.93,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700056297,nhd_first_v1b_gnis,tributary,True,True,15000700056297,02297155,HORSE CREEK NEAR MYAKKA HEAD FL,15000700056297.0,115.1,15000700056297.0,True,da_distance,125.58,3.31,89.11,89.11,89.02,3.21,216.0,213.0,300.91,3694.04,37.9404,40.93,41.07,1.4107,02297155,HORSE CREEK NEAR MYAKKA HEAD FL,15000700056297.0,115.1,15000700056297.0,True,da_distance,125.58,3.31,89.11,89.11,89.02,3.21,216.0,213.0,300.91,3694.04,37.9404,40.93,1.4093,41.07,1.4107
02297220,BRUSHY CREEK NEAR LILLY FL,123.80143167406078,nwis_drain_area_km2,False,True,False,False,False,15000700068795,nhd_first_v1b_gnis,tributary,Brushy Creek,460,False,97.07680005,4,460,Brushy Creek,903,857.0,downstream_replacement,15000700008579,1,True,97.07680005,101.4352601,1.0448970304723182,4.48970304723182,tributary_clean,True,calibration_ready,903,15000700008579,da_distance,15000700068795,da_distance,nhd_first_tributary_local_gnis,tributary,False,False,True,False,1.0307,3.07,1.1233,1.0307,3.07,Mapped at downstream step 1 to NHD 15000700008579 (ref 15000700068795).,15000700068795,nhd_first_v1b_gnis,tributary,False,True,15000700008579,02297220,BRUSHY CREEK NEAR LILLY FL,15000700008579.0,58.1,15000700008579.0,True,da_distance,101.44,0.92,98.41,90.3,83.83,31.99,191.0,186.0,224.36,10925.57,110.2557,12.33,21.0,1.21,02297220,BRUSHY CREEK NEAR LILLY FL,15000700008579.0,58.1,15000700008579.0,True,da_distance,101.44,0.92,98.41,90.3,83.83,31.99,191.0,186.0,224.36,10925.57,110.2557,12.33,1.1233,21.0,1.21
02297251,HORSE CREEK NEAR LIMESTONE FL,336.69845434368,nwis_drain_area_km2,False,True,False,False,False,15000700020669,nhd_first_v1b_gnis,tributary,Horse Creek,460,False,287.27850015,5,460,Horse Creek,499,469.0,exact_crosswalk,15000700020669,0,True,287.27850015,327.86025240000004,1.141262754535444,14.126275453544421,tributary_clean,True,calibration_ready,499,15000700008841,da_distance,15000700020669,da_distance,nhd_first_tributary_local_gnis,tributary,False,False,True,False,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700020669,nhd_first_v1b_gnis,tributary,False,True,15000700008841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02297272,BRANDY BRANCH AT PINE LEVEL FL,39.1088204660736,nwis_drain_area_km2,False,True,False,False,False,15000700020494,nhd_first_v1b_tiebreak,tributary,,334,False,37.63250001,2,460,Brandy Branch,1279,1208.0,downstream_replacement,15000700068778,2,True,0.08570001,41.3864771,482.9226636029564,48192.26636029565,tributary_clean,True,calibration_ready,1279,15000700044733,da_distance,15000700056742,da_distance,nhd_first_tributary_local_gnis,tributary,False,False,True,True,,,,,,Mapped at downstream step 2 to NHD 15000700068778 (ref 15000700020494).,15000700020494,nhd_first_v1b_tiebreak,tributary,False,False,15000700044733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02297290,BUZZARD ROOST BRANCH NEAR PINE LEVEL FL,74.33265876664319,nwis_drain_area_km2,False,True,False,False,False,15000700068465,nhd_first_v1b_gnis,tributary,Buzzard Roost Branch,460,False,72.52869992,4,460,Buzzard Roost Branch,945,898.0,exact_crosswalk,15000700068465,0,True,72.52869992,74.06611149999999,1.021197285787499,2.1197285787499016,tributary_clean,True,calibration_ready,945,15000700092772,da_distance,15000700068465,da_distance,nhd_first_tributary_local_gnis,tributary,False,False,True,False,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700068465,nhd_first_v1b_gnis,tributary,False,True,15000700092772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02297310,"HORSE CREEK AT SR 72 NEAR ARCADIA, FL",564.6174080532479,nwis_contrib_drain_area_km2,False,True,False,False,False,15000700008553,nhd_first_v1b_tiebreak,tributary,,460,False,516.23729985,5,460,Horse Creek,1307,1235.0,exact_crosswalk,15000700008553,0,True,23.33289992,23.7228866,1.0167140253177755,1.6714025317775412,tributary_clean,True,calibration_ready,1307,15000700092763,da_distance,15000700092763,da_distance,nhd_first_tributary_local_gnis,tributary,False,False,True,True,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700008553,nhd_first_v1b_tiebreak,tributary,True,False,15000700092763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02297345,PEACE RIVER AT PLATT FL,4599.151207517376,wbd_upstream_hu12_area_sqkm,True,False,False,False,False,15000700008331,nhd_first_v1b_gnis,mainstem,Peace River,558,True,4007.49659929,6,558,Peace River,183,179.0,exact_crosswalk,15000700008331,0,True,4007.49659929,4463.273679,1.1137311207677003,11.37311207677004,mainstem_known_nhd_offset,True,calibration_ready_documented_nhd_offset,183,15000700008330,da_distance,15000700008331,da_distance,nhd_first_mainstem_levelpath_gnis,mainstem,False,False,True,False,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700008331,nhd_first_v1b_gnis,mainstem,False,True,15000700008330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02297350,PEACE RIVER NR PEACE RIVER HEIGHTS NR FT. OGDEN FL,4610.17883639808,nwis_drain_area_km2,True,False,False,False,False,15000700080628,nhd_first_v1b_gnis,mainstem,Peace River,558,True,4013.29919928,6,558,Peace River,166,162.0,exact_crosswalk,15000700080628,0,True,4013.29919928,4468.1875762,1.1133452439832068,11.334524398320681,mainstem_known_nhd_offset,True,calibration_ready_documented_nhd_offset,166,15000700020270,da_distance,15000700080628,da_distance,nhd_first_mainstem_levelpath_gnis,mainstem,False,False,True,False,1.1133,11.33,1.1137,1.1133,11.33,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700080628,nhd_first_v1b_gnis,mainstem,False,True,15000700020270,02297350,PEACE RIVER NR PEACE RIVER HEIGHTS NR FT. OGDEN FL,15000700080628.0,49.7,15000700020270.0,False,da_distance,4468.19,0.36,4013.3,4012.03,3976.15,583.44,6824.0,6745.0,4599.15,1241063.22,12411.6322,11.37,12.37,1.1237,02297350,PEACE RIVER NR PEACE RIVER HEIGHTS NR FT. OGDEN FL,15000700080628.0,49.7,15000700020270.0,False,da_distance,4468.19,0.36,4013.3,4012.03,3976.15,583.44,6824.0,6745.0,4599.15,1241063.22,12411.6322,11.37,1.1137,12.37,1.1237
02297460,PEACE RIVER AT HARBOUR HEIGHTS FL,4843.27776632832,nwis_drain_area_km2,True,False,False,False,False,15000700068714,nhd_first_v1b_gnis,mainstem,Peace River,558,True,4130.56349937,6,558,Peace River,59,59.0,exact_crosswalk,15000700068714,0,True,4130.56349937,4595.748796899999,1.1126202992886929,11.262029928869286,mainstem_known_nhd_offset,True,calibration_ready_documented_nhd_offset,59,15000700008493,da_distance,15000700068714,da_distance,nhd_first_mainstem_levelpath_gnis,mainstem,False,False,True,False,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700068714,nhd_first_v1b_gnis,mainstem,False,True,15000700008493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02297600,SHELL CREEK AT CIRCLE K GROVES NEAR FT OGDEN FL,198.1594209755774,wbd_upstream_hu12_area_sqkm,False,True,False,False,False,15000700021819,nhd_first_v1b_gnis,tributary,Shell Creek,460,False,153.71659989,2,460,Shell Creek,2718,2418.0,exact_crosswalk,15000700021819,0,True,153.71659989,165.60747909999998,1.0773558562868886,7.73558562868885,tributary_clean,True,calibration_ready,2718,15000700021819,da_distance,15000700021819,da_distance,nhd_first_tributary_local_gnis,tributary,True,True,True,False,1.0773,7.73,1.0773,1.0773,7.73,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700021819,nhd_first_v1b_gnis,tributary,True,True,15000700021819,02297600,SHELL CREEK AT CIRCLE K GROVES NEAR FT OGDEN FL,15000700021819.0,50.2,15000700021819.0,True,da_distance,165.61,2.36,153.72,153.72,153.72,0.19,19.0,19.0,198.16,6917.27,70.1727,7.73,7.73,1.0773,02297600,SHELL CREEK AT CIRCLE K GROVES NEAR FT OGDEN FL,15000700021819.0,50.2,15000700021819.0,True,da_distance,165.61,2.36,153.72,153.72,153.72,0.19,19.0,19.0,198.16,6917.27,70.1727,7.73,1.0773,7.73,1.0773
02297635,SHELL CREEK ON CR 764 NEAR PUNTA GORDA FL,233.3579287412736,nwis_drain_area_km2,False,True,False,False,False,15000700093511,nhd_first_v1b_gnis,tributary,Shell Creek,558,True,202.58810002,3,558,Shell Creek,1863,1715.0,exact_crosswalk,15000700093511,0,True,202.58810002,221.5708551,1.0937012345647448,9.370123456474468,tributary_clean,True,calibration_ready,1863,15000700093511,da_distance,15000700093511,da_distance,nhd_first_tributary_local_gnis,tributary,True,True,True,False,1.0937,9.37,1.0937,1.0937,9.37,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700093511,nhd_first_v1b_gnis,tributary,True,True,15000700093511,02297635,SHELL CREEK ON CR 764 NEAR PUNTA GORDA FL,15000700093511.0,7.2,15000700093511.0,True,da_distance,221.57,4.17,202.59,202.59,202.59,3.4,53.0,53.0,247.11,5213.45,53.1345,9.37,9.37,1.0937,02297635,SHELL CREEK ON CR 764 NEAR PUNTA GORDA FL,15000700093511.0,7.2,15000700093511.0,True,da_distance,221.57,4.17,202.59,202.59,202.59,3.4,53.0,53.0,247.11,5213.45,53.1345,9.37,1.0937,9.37,1.0937
02297733,MOSSY GULLY TRIB AT ST HWY 70 NEAR ARCADIA FL,17.19752105263104,nwis_drain_area_km2,False,False,False,False,False,15000700083497,nhd_first_v1b_global_closest,mainstem,,558,True,0.3107,1,558,,7776,6789.0,exact_crosswalk,15000700083497,0,True,0.3107,0.3015161,0.970441261667203,-2.9558738332796803,mainstem_clean,True,calibration_ready,7776,15000700083497,global_closest,15000700083497,global_closest,global_closest,cumulative,True,True,True,False,0.9726,2.74,0.9726,0.9726,2.74,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700083497,nhd_first_v1b_global_closest,cumulative,True,True,15000700083497,02297733,MOSSY GULLY TRIB AT ST HWY 70 NEAR ARCADIA FL,15000700083497.0,0.4,15000700083497.0,True,global_closest,0.3,0.31,0.31,0.31,0.31,0.07,1.0,1.0,639.85,2.74,0.9726,2.74,2.74,0.9726,02297733,MOSSY GULLY TRIB AT ST HWY 70 NEAR ARCADIA FL,15000700083497.0,0.4,15000700083497.0,True,global_closest,0.3,0.31,0.31,0.31,0.31,0.07,1.0,1.0,639.85,2.74,0.9726,2.74,0.9726,2.74,0.9726
02297875,COW SLOUGH NEAR ARCADIA FL,37.2958287888384,nwis_drain_area_km2,False,False,False,False,False,15000700011914,nhd_first_v1b_levelpath,mainstem,,336,False,66.77250001,1,336,,9192,7982.0,exact_crosswalk,15000700011914,0,True,66.77250001,67.03798,1.003975888127002,0.39758881270020446,mainstem_clean,True,calibration_ready,9192,15000700011914,da_distance,15000700011914,da_distance,nhd_first_mainstem_levelpath_gnis,cumulative,True,True,True,False,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700011914,nhd_first_v1b_levelpath,cumulative,True,True,15000700011914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02298110,PRAIRIE CREEK UPSTREAM OF SR 31 NEAR FT OGDEN FL,639.845180240423,wbd_upstream_hu12_area_sqkm,False,True,False,False,False,15000700046866,nhd_first_v1b_gnis,tributary,Prairie Creek,460,False,409.66009999,4,336,,933,887.0,exact_crosswalk,15000700046866,0,True,152.57199992,161.1263888,1.056067881947444,5.606788194744406,tributary_clean,True,calibration_ready,933,15000700022570,da_distance,15000700082986,da_distance,nhd_first_tributary_local_gnis,tributary,False,False,True,True,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700046866,nhd_first_v1b_gnis,tributary,False,False,15000700022570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02298123,PRAIRIE CREEK NEAR FORT OGDEN FL,603.467229708288,nwis_contrib_drain_area_km2,False,True,False,False,False,15000700010471,nhd_first_v1b_gnis,tributary,Prairie Creek,460,False,5.800400000000001,1,460,,775,738.0,exact_crosswalk,15000700010471,0,True,197.6494999,206.1826697,1.0431732425547109,4.3173242554710844,tributary_clean,True,calibration_ready,775,15000700046577,da_distance,15000700070438,da_distance,nhd_first_tributary_local_gnis,tributary,False,False,True,True,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700010471,nhd_first_v1b_gnis,tributary,False,False,15000700046577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02298124,PRAIRIE CREEK DOWNSTREAM NEAR FT OGDEN FL,631.957098921984,nwis_drain_area_km2,False,True,False,False,False,15000700058521,nhd_first_v1b_gnis,tributary,Prairie Creek,460,False,626.38689987,4,460,Prairie Creek,679,646.0,exact_crosswalk,15000700058521,0,True,626.38689987,651.3725161,1.0398884718616968,3.9888471861696835,tributary_clean,True,calibration_ready,679,15000700058521,da_distance,15000700058521,da_distance,nhd_first_tributary_local_gnis,tributary,True,True,True,False,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700058521,nhd_first_v1b_gnis,tributary,True,True,15000700058521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02298170,PRAIRIE CREEK ON CR 764 NEAR PUNTA GORDA FL,673.39690868736,nwis_drain_area_km2,False,True,False,False,False,15000700033666,nhd_first_v1b_gnis,tributary,Prairie Creek,460,False,692.46139982,4,460,Prairie Creek,536,506.0,exact_crosswalk,15000700033666,0,True,692.46139982,720.8425447,1.0409858872817712,4.098588728177112,tributary_clean,True,calibration_ready,536,15000700033666,da_distance,15000700033666,da_distance,nhd_first_tributary_local_gnis,tributary,True,True,True,False,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700033666,nhd_first_v1b_gnis,tributary,True,True,15000700033666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02298202,SHELL CREEK NEAR PUNTA GORDA FL,966.065565155328,nwis_drain_area_km2,False,True,False,False,False,15000700057519,nhd_first_v1b_gnis,tributary,Shell Creek,558,True,929.89559983,4,558,Shell Creek,450,428.0,exact_crosswalk,15000700057519,0,True,929.89559983,977.2443922,1.0509183959776305,5.091839597763027,tributary_clean,True,calibration_ready,450,15000700057519,da_distance,15000700057519,da_distance,nhd_first_tributary_local_gnis,tributary,True,True,True,False,1.0509,5.09,1.0509,1.0509,5.09,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700057519,nhd_first_v1b_gnis,tributary,True,True,15000700057519,02298202,SHELL CREEK NEAR PUNTA GORDA FL,15000700057519.0,26.8,15000700057519.0,True,da_distance,977.24,1.01,929.9,929.9,913.67,72.84,639.0,615.0,983.56,96656.87,967.5687,5.09,6.96,1.0696,02298202,SHELL CREEK NEAR PUNTA GORDA FL,15000700057519.0,26.8,15000700057519.0,True,da_distance,977.24,1.01,929.9,929.9,913.67,72.84,639.0,615.0,983.56,96656.87,967.5687,5.09,1.0509,6.96,1.0696
02298300,PEACE RIVER AT PUNTA GORDA FL,5956.972653772799,nwis_drain_area_km2,True,False,False,False,False,15000700067573,nhd_first_v1b_gnis,mainstem,Peace River,558,True,5229.50399912,6,558,Peace River,38,38.0,exact_crosswalk,15000700067573,0,True,5229.50399912,5755.8178701,1.100643172099795,10.064317209979485,mainstem_known_nhd_offset,True,calibration_ready_documented_nhd_offset,38,15000700067573,distance_only,15000700067573,distance_only,nhd_first_mainstem_levelpath_gnis,mainstem,True,True,True,False,1.1006,10.06,1.1063,1.1006,10.06,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700067573,nhd_first_v1b_gnis,mainstem,True,True,15000700067573,02298300,PEACE RIVER AT PUNTA GORDA FL,15000700067573.0,0.1,15000700067573.0,True,distance_only,5755.82,2.28,5229.5,5202.91,5146.26,670.83,8252.0,8117.0,5942.17,252348.15,2524.4815,10.63,11.84,1.1184,02298300,PEACE RIVER AT PUNTA GORDA FL,15000700067573.0,0.1,15000700067573.0,True,distance_only,5755.82,2.28,5229.5,5202.91,5146.26,670.83,8252.0,8117.0,5942.17,252348.15,2524.4815,10.63,1.1063,11.84,1.1184
274319081452000,ESTECH POND CSA OUTFALL NEAR FT. MEADE FL,0.3107985732403199,nwis_contrib_drain_area_km2,False,False,False,False,False,15000700094784,nhd_first_v1b_levelpath,tributary,,460,False,0.09560001,1,460,,7579,6617.0,exact_crosswalk,15000700094784,0,True,0.09560001,0.0968835,1.0134256262107086,1.3425626210708537,tributary_clean,True,calibration_ready,7579,15000700094784,da_distance,15000700094784,da_distance,nhd_first_tributary_local_gnis,tributary,True,True,True,False,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700094784,nhd_first_v1b_levelpath,tributary,True,True,15000700094784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280242081531600,TENOROC DITCH (SITE 20) NEAR LAKELAND FL,159.4730888687525,wbd_upstream_hu12_area_sqkm,False,False,False,False,True,15000700045798,nhd_first_v1b_levelpath,canal,,460,False,7.884700009999999,1,460,,5304,4617.0,exact_crosswalk,15000700045798,0,True,7.884700009999999,7.882879799999999,0.9997691465753052,-0.023085342469484633,canal_or_artificial_review,False,canal_or_artificial_manual_review,5304,15000700045800,da_distance,15000700045798,da_distance,nhd_first_canal_ftype,canal,False,False,True,False,1.0004,0.04,1.0004,1.0004,0.04,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700045798,nhd_first_v1b_levelpath,canal,False,True,15000700045800,280242081531600,TENOROC DITCH (SITE 20) NEAR LAKELAND FL,15000700045798.0,0.4,15000700045800.0,False,da_distance,7.88,0.99,7.88,7.88,7.88,0.15,4.0,4.0,159.47,696.25,7.9625,0.04,0.04,1.0004,280242081531600,TENOROC DITCH (SITE 20) NEAR LAKELAND FL,15000700045798.0,0.4,15000700045800.0,False,da_distance,7.88,0.99,7.88,7.88,7.88,0.15,4.0,4.0,159.47,696.25,7.9625,0.04,1.0004,0.04,1.0004
