site_no,station_name,usgs_da_km2,usgs_da_source,name_peace_river,name_tributary,name_lake_outlet,name_lake,name_canal,v1b_nhdplusid,v1b_pick_rule,reference_class,reference_gnis,reference_ftype,reference_has_wb_link,nhd_first_totdasqkm,nhd_first_streamorde,nhd_first_ftype,nhd_first_gnis,swat_gis_id,swat_lcha,mapping_method,mapped_nhdplusid,replacement_steps_downstream,chandeg_present,nhd_tda_km2,swat_da_km2,swat_nhd_ratio,swat_nhd_pct_diff,assignment_class,calibration_eligible,reason_code,production_gis_channel,production_nhdplusid,production_nhd_pick_rule,v1_draft_nhdplusid,production_pick_rule,v1_draft_pick_rule,v1b_context,prod_eq_v1b,prod_eq_v1b_nhd,prod_eq_v1b_gis,v1b_changed_from_draft,audit_v1b_ratio_swat_vs_tda,audit_v1b_pct_diff_vs_tda,audit_v1b_ratio_swat_vs_orig_up,audit_prod_ratio_swat_vs_tda,audit_prod_pct_diff_vs_tda,notes,v1b_nhdplusid_p1b,v1b_pick_rule_p1b,v1_draft_context,prod_eq_draft,draft_eq_v1b,production_nhdplusid_p0,audit_v1b_usgs_site_no,audit_v1b_station_name,audit_v1b_nhdplusid_crosswalk,audit_v1b_crosswalk_snap_dist_m,audit_v1b_nhdplusid_gage_pick_500m,audit_v1b_crosswalk_eq_gage_pick,audit_v1b_nhd_gage_pick_rule,audit_v1b_swat_chandeg_km2,audit_v1b_nhd_local_areasqkm_km2,audit_v1b_nhd_totdasqkm_km2,audit_v1b_nhd_orig_upstream_catchment_sum_km2,audit_v1b_nhd_clean_upstream_catchment_sum_km2,audit_v1b_nhd_orig_upstream_waterbody_km2,audit_v1b_nhd_orig_upstream_n_reaches,audit_v1b_nhd_clean_upstream_n_reaches,audit_v1b_usgs_da_km2,audit_v1b_pct_diff_vs_local,audit_v1b_ratio_swat_vs_local,audit_v1b_pct_diff_vs_orig_up,audit_v1b_pct_diff_vs_clean_up,audit_v1b_ratio_swat_vs_clean_up,audit_prod_usgs_site_no,audit_prod_station_name,audit_prod_nhdplusid_crosswalk,audit_prod_crosswalk_snap_dist_m,audit_prod_nhdplusid_gage_pick_500m,audit_prod_crosswalk_eq_gage_pick,audit_prod_nhd_gage_pick_rule,audit_prod_swat_chandeg_km2,audit_prod_nhd_local_areasqkm_km2,audit_prod_nhd_totdasqkm_km2,audit_prod_nhd_orig_upstream_catchment_sum_km2,audit_prod_nhd_clean_upstream_catchment_sum_km2,audit_prod_nhd_orig_upstream_waterbody_km2,audit_prod_nhd_orig_upstream_n_reaches,audit_prod_nhd_clean_upstream_n_reaches,audit_prod_usgs_da_km2,audit_prod_pct_diff_vs_local,audit_prod_ratio_swat_vs_local,audit_prod_pct_diff_vs_orig_up,audit_prod_ratio_swat_vs_orig_up,audit_prod_pct_diff_vs_clean_up,audit_prod_ratio_swat_vs_clean_up
02294898,PEACE RIVER AT FORT MEADE FL,1243.19429296128,nwis_contrib_drain_area_km2,True,False,False,False,False,15000700046661,nhd_first_v1b_gnis,mainstem,Peace River,558,True,995.38719978,5,558,Peace River,399,379.0,exact_crosswalk,15000700046661,0,True,995.38719978,1162.6722525,1.1680602812221952,16.80602812221951,mainstem_known_nhd_offset,True,calibration_ready_documented_nhd_offset,399,15000700046661,distance_only,15000700046661,distance_only,nhd_first_mainstem_levelpath_gnis,mainstem,True,True,True,False,1.1681,16.81,1.1681,1.1681,16.81,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700046661,nhd_first_v1b_gnis,mainstem,True,True,15000700046661,02294898,PEACE RIVER AT FORT MEADE FL,15000700046661.0,131.3,15000700046661.0,True,distance_only,1162.67,1.27,995.39,995.39,986.58,137.14,1040.0,1029.0,1448.27,91449.0,915.49,16.81,17.85,1.1785,02294898,PEACE RIVER AT FORT MEADE FL,15000700046661.0,131.3,15000700046661.0,True,distance_only,1162.67,1.27,995.39,995.39,986.58,137.14,1040.0,1029.0,1448.27,91449.0,915.49,16.81,1.1681,17.85,1.1785
02295013,BOWLEGS CREEK NEAR FORT MEADE FL,122.2474388078592,nwis_drain_area_km2,False,True,False,False,False,15000700071244,nhd_first_v1b_gnis,tributary,Bowlegs Creek,460,False,133.14200008,4,460,Bowlegs Creek,968,921.0,exact_crosswalk,15000700071244,0,True,133.14200008,123.1842576,0.925209607231251,-7.4790392768748974,tributary_clean,True,calibration_ready,968,15000700071244,distance_only,15000700071244,distance_only,nhd_first_tributary_local_gnis,tributary,True,True,True,False,0.9252,7.48,1.0686,0.9252,7.48,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700071244,nhd_first_v1b_gnis,tributary,True,True,15000700071244,02295013,BOWLEGS CREEK NEAR FORT MEADE FL,15000700071244.0,33.5,15000700071244.0,True,distance_only,123.18,1.69,133.14,115.28,115.12,18.42,182.0,181.0,165.33,7189.01,72.8901,6.86,7.01,1.0701,02295013,BOWLEGS CREEK NEAR FORT MEADE FL,15000700071244.0,33.5,15000700071244.0,True,distance_only,123.18,1.69,133.14,115.28,115.12,18.42,182.0,181.0,165.33,7189.01,72.8901,6.86,1.0686,7.01,1.0701
02295163,WHIDDEN CREEK NEAR FORT MEADE FL,111.369488744448,nwis_drain_area_km2,False,True,False,False,False,15000700058472,nhd_first_v1b_gnis,tributary,Whidden Creek,558,True,114.30910011,3,558,Whidden Creek,1409,1329.0,lake_outlet_replacement,15000700058625,1,True,114.30910011,126.5145163,1.106775542614321,10.677554261432103,lake_outlet_review,False,lake_outlet_manual_review,1409,15000700058471,da_distance,15000700058472,da_distance,nhd_first_tributary_local_gnis,tributary,False,False,True,False,,,,,,Mapped at downstream step 1 to NHD 15000700058625 (ref 15000700058472).,15000700058472,nhd_first_v1b_gnis,tributary,False,True,15000700058471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02295194,PEACE RIVER AT BOWLING GREEN FL,1587.662711635968,nwis_drain_area_km2,True,False,False,False,False,15000700070531,nhd_first_v1b_gnis,mainstem,Peace River,558,True,1342.29999993,5,558,Peace River,332,328.0,exact_crosswalk,15000700070531,0,True,1342.29999993,1537.7319946,1.1455948705059908,14.559487050599094,mainstem_known_nhd_offset,True,calibration_ready_documented_nhd_offset,332,15000700070531,da_distance,15000700070531,da_distance,nhd_first_mainstem_levelpath_gnis,mainstem,True,True,True,False,1.1456,14.56,1.1458,1.1456,14.56,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700070531,nhd_first_v1b_gnis,mainstem,True,True,15000700070531,02295194,PEACE RIVER AT BOWLING GREEN FL,15000700070531.0,37.1,15000700070531.0,True,da_distance,1537.73,1.36,1342.3,1342.01,1332.12,179.11,1484.0,1466.0,2028.35,112968.53,1130.6853,14.58,15.43,1.1543,02295194,PEACE RIVER AT BOWLING GREEN FL,15000700070531.0,37.1,15000700070531.0,True,da_distance,1537.73,1.36,1342.3,1342.01,1332.12,179.11,1484.0,1466.0,2028.35,112968.53,1130.6853,14.58,1.1458,15.43,1.1543
02295203,PEACE RIVER AT SH 664A NEAR BOWLING GREEN FL,1590.252699746304,nwis_drain_area_km2,True,False,False,False,False,15000700022334,nhd_first_v1b_gnis,mainstem,Peace River,558,True,1352.06159996,5,558,Peace River,322,318.0,exact_crosswalk,15000700022334,0,True,1352.06159996,1548.0414903,1.1449489360143044,14.494893601430443,mainstem_known_nhd_offset,True,calibration_ready_documented_nhd_offset,322,15000700058609,da_distance,15000700022334,da_distance,nhd_first_mainstem_levelpath_gnis,mainstem,False,False,True,False,1.145,14.5,1.145,1.145,14.5,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700022334,nhd_first_v1b_gnis,mainstem,False,True,15000700058609,02295203,PEACE RIVER AT SH 664A NEAR BOWLING GREEN FL,15000700022334.0,0.8,15000700058609.0,False,da_distance,1548.04,0.21,1352.06,1352.06,1342.18,180.29,1522.0,1504.0,2028.35,737062.61,7371.6261,14.5,15.34,1.1534,02295203,PEACE RIVER AT SH 664A NEAR BOWLING GREEN FL,15000700022334.0,0.8,15000700058609.0,False,da_distance,1548.04,0.21,1352.06,1352.06,1342.18,180.29,1522.0,1504.0,2028.35,737062.61,7371.6261,14.5,1.145,15.34,1.1534
02295420,PAYNE CREEK NEAR BOWLING GREEN FL,313.388561350656,nwis_contrib_drain_area_km2,False,True,False,False,False,15000700094341,nhd_first_v1b_gnis,tributary,Payne Creek,460,False,181.27969986,4,460,Payne Creek,792,754.0,exact_crosswalk,15000700094341,0,True,181.27969986,231.2184641,1.2754790761379629,27.547907613796298,tributary_clean,True,calibration_ready,792,15000700094341,da_distance,15000700094341,da_distance,nhd_first_tributary_local_gnis,tributary,True,True,True,False,1.2755,27.55,1.2755,1.2755,27.55,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700094341,nhd_first_v1b_gnis,tributary,True,True,15000700094341,02295420,PAYNE CREEK NEAR BOWLING GREEN FL,15000700094341.0,71.9,15000700094341.0,True,da_distance,231.22,1.0,181.28,181.28,181.28,15.51,285.0,285.0,312.43,23021.85,231.2185,27.55,27.55,1.2755,02295420,PAYNE CREEK NEAR BOWLING GREEN FL,15000700094341.0,71.9,15000700094341.0,True,da_distance,231.22,1.0,181.28,181.28,181.28,15.51,285.0,285.0,312.43,23021.85,231.2185,27.55,1.2755,27.55,1.2755
02295435,HOG BRANCH NEAR WACHULA FL,13.752836865884158,nwis_drain_area_km2,False,True,False,False,False,15000700058459,nhd_first_v1b_gnis,tributary,Hog Branch,460,False,13.14650001,2,460,Hog Branch,1893,1739.0,exact_crosswalk,15000700058459,0,True,13.14650001,13.7275833,1.044200607732704,4.420060773270396,tributary_clean,True,calibration_ready,1893,15000700070331,da_distance,15000700058459,da_distance,nhd_first_tributary_local_gnis,tributary,False,False,True,False,1.0439,4.39,1.0439,1.0439,4.39,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700058459,nhd_first_v1b_gnis,tributary,False,True,15000700070331,02295435,HOG BRANCH NEAR WACHULA FL,15000700058459.0,97.2,15000700058460.0,False,da_distance,13.73,1.32,13.15,13.15,13.15,0.73,32.0,32.0,2028.35,939.97,10.3997,4.39,4.39,1.0439,02295435,HOG BRANCH NEAR WACHULA FL,15000700058459.0,97.2,15000700058460.0,False,da_distance,13.73,1.32,13.15,13.15,13.15,0.73,32.0,32.0,2028.35,939.97,10.3997,4.39,1.0439,4.39,1.0439
02295440,PEACE RIVER AT STATE HWY 664A NEAR WAUCHULA FL,1952.851035193344,nwis_drain_area_km2,True,False,False,False,False,15000700082634,nhd_first_v1b_gnis,mainstem,Peace River,558,True,1572.43579986,5,558,Peace River,293,289.0,exact_crosswalk,15000700082634,0,True,1572.43579986,1818.9124877,1.156748331386213,15.674833138621278,mainstem_known_nhd_offset,True,calibration_ready_documented_nhd_offset,293,15000700046529,da_distance,15000700082634,da_distance,nhd_first_mainstem_levelpath_gnis,mainstem,False,False,True,False,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700082634,nhd_first_v1b_gnis,mainstem,False,True,15000700046529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02295520,LITTLE CHARLIE CREEK NEAR BOWLING GREEN FL,121.85402973360566,wbd_upstream_hu12_area_sqkm,False,True,False,False,False,15000700083080,nhd_first_v1b_gnis,tributary,Little Charlie Creek,460,False,49.28129994,3,460,Little Charlie Creek,1020,972.0,downstream_replacement,15000700083077,1,True,49.28129994,57.2808111,1.162323460820624,16.232346082062392,tributary_clean,True,calibration_ready,1020,15000700083080,da_distance,15000700083080,da_distance,nhd_first_tributary_local_gnis,tributary,True,True,True,False,,,,,,Mapped at downstream step 1 to NHD 15000700083077 (ref 15000700083080).,15000700083080,nhd_first_v1b_gnis,tributary,True,True,15000700083080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02295521,LT CHARLIE CR BL PARKER BRANCH NR BOWLING GREEN FL,121.85402973360566,wbd_upstream_hu12_area_sqkm,False,True,False,False,False,15000700071156,nhd_first_v1b_gnis,tributary,Parker Branch,336,False,49.28129994,3,460,Little Charlie Creek,3144,2777.0,exact_crosswalk,15000700071156,0,True,9.39419997,9.4665183,1.0076981893328805,0.7698189332880453,tributary_clean,True,calibration_ready,3144,15000700083080,da_distance,15000700083080,da_distance,nhd_first_tributary_local_gnis,tributary,False,False,True,True,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700071156,nhd_first_v1b_gnis,tributary,True,False,15000700083080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02295580,LITTLE CHARLIE CREEK NEAR MOUTH NEAR WAUCHULA FL,121.85402973360566,wbd_upstream_hu12_area_sqkm,False,True,False,False,False,15000700034312,nhd_first_v1b_gnis,tributary,Little Charlie Creek,460,False,92.49909988,3,460,Little Charlie Creek,686,653.0,downstream_replacement,15000700022326,1,True,92.49909988,110.7188767,1.196972476960713,19.6972476960713,tributary_clean,True,calibration_ready,686,15000700034312,distance_only,15000700034312,distance_only,nhd_first_tributary_local_gnis,tributary,True,True,True,False,,,,,,Mapped at downstream step 1 to NHD 15000700022326 (ref 15000700034312).,15000700034312,nhd_first_v1b_gnis,tributary,True,True,15000700034312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02295607,PEACE R AT WAUCHULA FL,2092.710393151488,nwis_drain_area_km2,False,False,False,False,False,15000700046526,nhd_first_v1b_levelpath,mainstem,Peace River,558,True,1683.96909977,5,558,Peace River,281,277.0,exact_crosswalk,15000700046526,0,True,1683.96909977,1949.981436,1.1579674688011392,15.796746880113929,mainstem_known_nhd_offset,True,calibration_ready_documented_nhd_offset,281,15000700094470,da_distance,15000700046526,da_distance,nhd_first_mainstem_levelpath_gnis,cumulative,False,False,True,False,1.158,15.8,1.158,1.158,15.8,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700046526,nhd_first_v1b_levelpath,cumulative,False,True,15000700094470,02295607,PEACE R AT WAUCHULA FL,15000700046526.0,58.1,15000700094470.0,False,da_distance,1949.98,0.23,1683.97,1683.97,1673.41,208.06,2300.0,2277.0,2028.35,847718.02,8478.1802,15.8,16.53,1.1653,02295607,PEACE R AT WAUCHULA FL,15000700046526.0,58.1,15000700094470.0,False,da_distance,1949.98,0.23,1683.97,1683.97,1673.41,208.06,2300.0,2277.0,2028.35,847718.02,8478.1802,15.8,1.158,16.53,1.1653
02295637,"PEACE RIVER AT US 17 AT ZOLFO SPRINGS, FL",2139.330179137536,nwis_contrib_drain_area_km2,True,False,False,False,False,15000700022140,nhd_first_v1b_gnis,mainstem,Peace River,558,True,1731.61689974,5,558,Peace River,269,265.0,exact_crosswalk,15000700022140,0,True,1731.61689974,2001.1558674,1.155657390327197,15.565739032719705,mainstem_known_nhd_offset,True,calibration_ready_documented_nhd_offset,269,15000700022140,da_distance,15000700022140,da_distance,nhd_first_mainstem_levelpath_gnis,mainstem,True,True,True,False,1.1557,15.57,1.1557,1.1557,15.57,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700022140,nhd_first_v1b_gnis,mainstem,True,True,15000700022140,02295637,"PEACE RIVER AT US 17 AT ZOLFO SPRINGS, FL",15000700022140.0,84.2,15000700022140.0,True,da_distance,2001.16,1.0,1731.62,1731.62,1721.06,216.22,2442.0,2419.0,2190.9,200015.59,2001.1559,15.57,16.27,1.1627,02295637,"PEACE RIVER AT US 17 AT ZOLFO SPRINGS, FL",15000700022140.0,84.2,15000700022140.0,True,da_distance,2001.16,1.0,1731.62,1731.62,1721.06,216.22,2442.0,2419.0,2190.9,200015.59,2001.1559,15.57,1.1557,16.27,1.1627
02295755,HICKORY CREEK NEAR ONA FL,9.71245541376,nwis_drain_area_km2,False,True,False,False,False,15000700021552,nhd_first_v1b_gnis,tributary,Hickory Creek,460,False,7.62710002,2,460,Hickory Creek,2092,1907.0,exact_crosswalk,15000700021552,0,True,7.62710002,7.6221091,0.9993456333354864,-0.06543666645137308,tributary_clean,True,calibration_ready,2092,15000700081907,da_distance,15000700021552,da_distance,nhd_first_tributary_local_gnis,tributary,False,False,True,False,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700021552,nhd_first_v1b_gnis,tributary,False,True,15000700081907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02295798,PEACE RIVER AT PEACE RIVER RANCH NR BUCHANAN FL,3257.1980523767875,wbd_upstream_hu12_area_sqkm,True,False,False,False,False,15000700069974,nhd_first_v1b_gnis,mainstem,Peace River,558,True,1897.44889973,5,558,Peace River,249,245.0,exact_crosswalk,15000700069974,0,True,1897.44889973,2167.1336771,1.1421301924960272,14.213019249602732,mainstem_known_nhd_offset,True,calibration_ready_documented_nhd_offset,249,15000700069974,da_distance,15000700069974,da_distance,nhd_first_mainstem_levelpath_gnis,mainstem,True,True,True,False,1.1421,14.21,1.1435,1.1421,14.21,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700069974,nhd_first_v1b_gnis,mainstem,True,True,15000700069974,02295798,PEACE RIVER AT PEACE RIVER RANCH NR BUCHANAN FL,15000700069974.0,83.0,15000700069974.0,True,da_distance,2167.13,1.69,1897.45,1895.25,1884.56,243.78,2830.0,2805.0,3257.2,128132.76,1282.3276,14.35,14.99,1.1499,02295798,PEACE RIVER AT PEACE RIVER RANCH NR BUCHANAN FL,15000700069974.0,83.0,15000700069974.0,True,da_distance,2167.13,1.69,1897.45,1895.25,1884.56,243.78,2830.0,2805.0,3257.2,128132.76,1282.3276,14.35,1.1435,14.99,1.1499
02295850,OAK CREEK NEAR ONA FL,38.84982165504,nwis_drain_area_km2,False,True,False,False,False,15000700009626,nhd_first_v1b_gnis,tributary,Oak Creek,460,False,58.98210004,3,460,Oak Creek,922,876.0,exact_crosswalk,15000700009626,0,True,58.98210004,60.187317400000005,1.02043361221765,2.0433612217650126,tributary_clean,True,calibration_ready,922,15000700069741,da_distance,15000700009626,da_distance,nhd_first_tributary_local_gnis,tributary,False,False,True,False,1.0205,2.05,1.1375,1.0205,2.05,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700009626,nhd_first_v1b_gnis,tributary,False,True,15000700069741,02295850,OAK CREEK NEAR ONA FL,15000700009626.0,140.0,15000700009626.0,True,da_distance,60.19,4.32,58.98,52.91,52.83,20.57,114.0,113.0,58.1,1293.22,13.9322,13.75,13.93,1.1393,02295850,OAK CREEK NEAR ONA FL,15000700009626.0,140.0,15000700009626.0,True,da_distance,60.19,4.32,58.98,52.91,52.83,20.57,114.0,113.0,58.1,1293.22,13.9322,13.75,1.1375,13.93,1.1393
02296057,BUCKHORN CREEK NEAR GRIFFINS CORNER FL,45.32479193088,nwis_drain_area_km2,False,True,False,False,False,15000700023237,nhd_first_v1b_gnis,tributary,Buckhorn Creek,460,False,44.01000001,3,460,Buckhorn Creek,1033,985.0,exact_crosswalk,15000700023237,0,True,44.01000001,41.4236007,0.9412315539783612,-5.876844602163856,tributary_clean,True,calibration_ready,1033,15000700023237,da_distance,15000700023237,da_distance,nhd_first_tributary_local_gnis,tributary,True,True,True,False,0.9412,5.88,0.9991,0.9412,5.88,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700023237,nhd_first_v1b_gnis,tributary,True,True,15000700023237,02296057,BUCKHORN CREEK NEAR GRIFFINS CORNER FL,15000700023237.0,98.3,15000700023237.0,True,da_distance,41.42,0.57,44.01,41.46,40.97,4.4,167.0,164.0,47.12,7167.3,72.673,0.09,1.11,1.0111,02296057,BUCKHORN CREEK NEAR GRIFFINS CORNER FL,15000700023237.0,98.3,15000700023237.0,True,da_distance,41.42,0.57,44.01,41.46,40.97,4.4,167.0,164.0,47.12,7167.3,72.673,0.09,0.9991,1.11,1.0111
02296180,LITTLE CHARLEY BOWLEGS CREEK NEAR CREWSVILLE FL,54.9077479391232,nwis_drain_area_km2,False,True,False,False,False,15000700023946,nhd_first_v1b_levelpath,tributary,,460,False,37.93820003,2,460,,2548,2277.0,exact_crosswalk,15000700023946,0,True,37.93820003,46.2849815,1.220009949428273,22.000994942827294,tributary_clean,True,calibration_ready,2548,15000700072137,da_distance,15000700023946,da_distance,nhd_first_tributary_local_gnis,tributary,False,False,True,False,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700023946,nhd_first_v1b_levelpath,tributary,False,True,15000700072137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02296191,"L CHARLEY BOWLEGS C AT SFL RD, NEAR SEBRING FL",79.2536361762816,nwis_drain_area_km2,False,False,False,False,False,15000700096048,nhd_first_v1b_levelpath,mainstem,,460,False,80.99430002,3,460,,1938,1778.0,exact_crosswalk,15000700096048,0,True,80.99430002,89.29131520000001,1.1024394948527394,10.243949485273935,mainstem_known_nhd_offset,True,calibration_ready_documented_nhd_offset,1938,15000700096048,da_distance,15000700096048,da_distance,nhd_first_mainstem_levelpath_gnis,cumulative,True,True,True,False,1.1025,10.25,1.1025,1.1025,10.25,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700096048,nhd_first_v1b_levelpath,cumulative,True,True,15000700096048,02296191,"L CHARLEY BOWLEGS C AT SFL RD, NEAR SEBRING FL",15000700096048.0,149.7,15000700072094.0,False,da_distance,89.29,6.93,80.99,80.99,78.41,29.02,62.0,61.0,94.62,1188.47,12.8847,10.25,13.88,1.1388,02296191,"L CHARLEY BOWLEGS C AT SFL RD, NEAR SEBRING FL",15000700096048.0,149.7,15000700072094.0,False,da_distance,89.29,6.93,80.99,80.99,78.41,29.02,62.0,61.0,94.62,1188.47,12.8847,10.25,1.1025,13.88,1.1388
02296207,L CHARLEY BOWLEGS CR AT COTT RD NEAR SEBRING FL,98.6785470038016,nwis_drain_area_km2,False,True,False,False,False,15000700072094,nhd_first_v1b_levelpath,tributary,,460,False,86.57369999,3,460,,1881,1729.0,exact_crosswalk,15000700072094,0,True,86.57369999,94.8680045,1.0958062842521237,9.580628425212353,tributary_clean,True,calibration_ready,1881,15000700072094,distance_only,15000700072094,distance_only,nhd_first_tributary_local_gnis,tributary,True,True,True,False,1.0959,9.59,1.0959,1.0959,9.59,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700072094,nhd_first_v1b_levelpath,tributary,True,True,15000700072094,02296207,L CHARLEY BOWLEGS CR AT COTT RD NEAR SEBRING FL,15000700072094.0,105.5,15000700072094.0,True,distance_only,94.87,5.58,86.57,86.57,83.99,29.02,63.0,62.0,94.62,1600.14,17.0014,9.59,12.95,1.1295,02296207,L CHARLEY BOWLEGS CR AT COTT RD NEAR SEBRING FL,15000700072094.0,105.5,15000700072094.0,True,distance_only,94.87,5.58,86.57,86.57,83.99,29.02,63.0,62.0,94.62,1600.14,17.0014,9.59,1.0959,12.95,1.1295
02296222,LITTLE CHARLEY BOWLEGS C AB CT NEAR SEBRING FL,108.5205018230784,nwis_drain_area_km2,False,False,False,False,False,15000700084216,nhd_first_v1b_levelpath,mainstem,,460,False,95.57879997,3,460,,1725,1592.0,exact_crosswalk,15000700084216,0,True,95.57879997,103.860065,1.0866433250113967,8.664332501139688,mainstem_known_nhd_offset,True,calibration_ready_documented_nhd_offset,1725,15000700084216,da_distance,15000700084216,da_distance,nhd_first_mainstem_levelpath_gnis,cumulative,True,True,True,False,1.0866,8.66,1.0866,1.0866,8.66,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700084216,nhd_first_v1b_levelpath,cumulative,True,True,15000700084216,02296222,LITTLE CHARLEY BOWLEGS C AB CT NEAR SEBRING FL,15000700084216.0,73.6,15000700084216.0,True,da_distance,103.86,8.99,95.58,95.58,92.99,29.02,65.0,64.0,168.95,1055.28,11.5528,8.66,11.69,1.1169,02296222,LITTLE CHARLEY BOWLEGS C AB CT NEAR SEBRING FL,15000700084216.0,73.6,15000700084216.0,True,da_distance,103.86,8.99,95.58,95.58,92.99,29.02,65.0,64.0,168.95,1055.28,11.5528,8.66,1.0866,11.69,1.1169
02296223,LITTLE CHARLEY BOWLEGS CREEK NEAR SEBRING FL,108.5205018230784,nwis_drain_area_km2,False,True,False,False,False,15000700084216,nhd_first_v1b_levelpath,tributary,,460,False,95.57879997,3,460,,1725,1592.0,exact_crosswalk,15000700084216,0,True,95.57879997,103.860065,1.0866433250113967,8.664332501139688,tributary_clean,True,calibration_ready,1725,15000700084216,da_distance,15000700084216,da_distance,nhd_first_tributary_local_gnis,tributary,True,True,True,False,1.0866,8.66,1.0866,1.0866,8.66,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700084216,nhd_first_v1b_levelpath,tributary,True,True,15000700084216,02296223,LITTLE CHARLEY BOWLEGS CREEK NEAR SEBRING FL,15000700084216.0,73.6,15000700084216.0,True,da_distance,103.86,8.99,95.58,95.58,92.99,29.02,65.0,64.0,168.95,1055.28,11.5528,8.66,11.69,1.1169,02296223,LITTLE CHARLEY BOWLEGS CREEK NEAR SEBRING FL,15000700084216.0,73.6,15000700084216.0,True,da_distance,103.86,8.99,95.58,95.58,92.99,29.02,65.0,64.0,168.95,1055.28,11.5528,8.66,1.0866,11.69,1.1169
02296260,CHARLIE CREEK NEAR CREWSVILLE FL,497.277717184512,nwis_drain_area_km2,False,True,False,False,False,15000700059498,nhd_first_v1b_gnis,tributary,Charlie Creek,460,False,468.68939998,5,460,Charlie Creek,650,617.0,exact_crosswalk,15000700059498,0,True,468.68939998,492.2915472,1.0503577576557248,5.035775765572501,tributary_clean,True,calibration_ready,650,15000700059561,da_distance,15000700059498,da_distance,nhd_first_tributary_local_gnis,tributary,False,False,True,False,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700059498,nhd_first_v1b_gnis,tributary,False,True,15000700059561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02296389,OAK CREEK NEAR GARDNER FL,168.60822598287356,nwis_drain_area_km2,False,True,False,False,False,15000700095014,nhd_first_v1b_gnis,tributary,Oak Creek,460,False,140.644,4,460,Oak Creek,598,565.0,downstream_replacement,15000700094861,2,True,140.644,732.1145376999999,5.205444510252836,420.54445102528365,tributary_clean,True,calibration_ready,598,15000700095014,da_distance,15000700095014,da_distance,nhd_first_tributary_local_gnis,tributary,True,True,True,False,,,,,,Mapped at downstream step 2 to NHD 15000700094861 (ref 15000700095014).,15000700095014,nhd_first_v1b_gnis,tributary,True,True,15000700095014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02296500,CHARLIE CREEK NEAR GARDNER FL,854.69607641088,nwis_contrib_drain_area_km2,False,True,False,False,False,15000700034124,nhd_first_v1b_gnis,tributary,Charlie Creek,460,False,805.45660007,5,460,Charlie Creek,532,502.0,exact_crosswalk,15000700034124,0,True,805.45660007,870.0241886,1.0801627158116136,8.016271581161364,tributary_clean,True,calibration_ready,532,15000700034124,da_distance,15000700034124,da_distance,nhd_first_tributary_local_gnis,tributary,True,True,True,False,,,,,,Exact NHDPlusID crosswalk to chandeg gis_id.,15000700034124,nhd_first_v1b_gnis,tributary,True,True,15000700034124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
