catalog_model_id,workspace_model_id,label,site_no,station_name,usgs_da_km2,usgs_da_source,v1b_nhdplusid,v1b_pick_rule,reference_class,reference_gnis,reference_ftype,reference_has_wb_link,swat_gis_id,swat_lcha,mapping_method,mapped_nhdplusid,replacement_steps_downstream,chandeg_present,nhd_tda_km2,swat_da_km2,swat_nhd_ratio,assignment_class,calibration_eligible,production_gis_channel,same_gis_as_production,notes
02301738,0310/huc12/02301738,0310/huc12/02301738 (FL),02301738,ARCHIE CREEK AT 78TH STREET NEAR TAMPA FL,7.510965519974399,nwis_drain_area_km2,15000700039997,nhd_first_v1b_tiebreak,tributary,,334.0,False,291.0,291.0,exact_crosswalk,15000700039997.0,0,True,0.0006,1.0000000000000001e-07,0.0001666666666666,tributary_clean,True,32,False,
02301738,0310/huc12/02301738,0310/huc12/02301738 (FL),02301740,NORTH ARCHIE CREEK AT PROGRESS BLVD. NEAR TAMPA FL,15.77302759194624,nwis_drain_area_km2,15000700028203,nhd_first_v1b_levelpath,tributary,,336.0,False,108.0,108.0,downstream_replacement,15000700052346.0,1,True,8.67220004,9.7626016,1.125735286890361,tributary_clean,True,95,False,Mapped at downstream step 1 to NHD 15000700052346 (ref 15000700028203).
02301738,0310/huc12/02301738,0310/huc12/02301738 (FL),02301745,DELANEY CREEK POPOFF CANAL NEAR TAMPA FL,5.179976220672,nwis_drain_area_km2,15000700015826,nhd_first_v1b_levelpath,canal,,336.0,False,111.0,111.0,exact_crosswalk,15000700015826.0,0,True,4.28250001,4.335312200000001,1.0123320933745896,canal_or_artificial_review,False,111,True,
02301738,0310/huc12/02301738,0310/huc12/02301738 (FL),02301750,DELANEY CREEK NEAR TAMPA FL,41.6988085764096,nwis_contrib_drain_area_km2,15000700052142,nhd_first_v1b_levelpath,tributary,,336.0,False,75.0,75.0,exact_crosswalk,15000700052142.0,0,True,7.78069996,9.4257729,1.211429941837778,tributary_clean,True,75,True,
03441440,0601/huc12/03441440,0601/huc12/03441440 (NC),03441440,"LITTLE RIVER AB HIGH FALLS NEAR CEDAR MT, NC",69.4116813570048,meta_csv,25000400353675,nhd_first_v1b_levelpath,mainstem,,,False,34.0,11.0,exact_crosswalk,25000400353675.0,0,True,69.68689968,69.6877667,1.0000124416497789,mainstem_clean,True,29,False,
01625900,0207/huc12/01625900,0207/huc12/01625900 (VA),01625900,"BACK CREEK AT LYNDHURST, VA",105.6715149017088,meta_csv,10000500023028,nhd_first_v1b_levelpath,tributary,,,False,,,missing,,1,False,107.68500001,,,exclude_from_auto_calibration,False,1,False,No chandeg.con channel for reference reach or downstream walk.
11481200,1801/huc12/11481200,1801/huc12/11481200 (CA),11481200,LITTLE R NR TRINIDAD CA,104.894518468608,meta_csv,50000400300517,nhd_first_v1b_levelpath,mainstem,Little River,558.0,True,15.0,15.0,exact_crosswalk,50000400300517.0,0,True,104.43670019,104.9087853,1.004520298986287,mainstem_clean,True,9,False,
14111700,1707/huc12/14111700,1707/huc12/14111700 (WA),14111700,"BUTLER CREEK NEAR GOLDENDALE, WA",30.0438620798976,meta_csv,55000400180274,nhd_first_v1b_gnis,tributary,Butler Creek,460.0,False,3.0,3.0,exact_crosswalk,55000400180274.0,0,True,22.90499994,22.8921835,0.9994404523015248,tributary_clean,True,67,False,
06445590,1014/huc12/06445590,1014/huc12/06445590 (NE),06445590,BIG BORDEAUX CREEK NEAR CHADRON NEBR,24.3458882371584,meta_csv,23000500031747,nhd_first_v1b_gnis,tributary,Big Bordeaux Creek,460.0,False,27.0,27.0,exact_crosswalk,23000500031747.0,0,True,24.60050024,24.7180318,1.0047776085385816,tributary_clean,True,27,True,
02398950,0315/huc12/02398950,0315/huc12/02398950 (AL),02398950,WEST FORK LITTLE R AT DESOTO PARK NR FORT PAYNE AL,110.8514911223808,meta_csv,15001700034388,nhd_first_v1b_gnis,mainstem,West Fork Little River,558.0,True,13.0,13.0,exact_crosswalk,15001700034388.0,0,True,110.49550009,110.4527369,0.9996129870450366,mainstem_clean,True,12,False,
